Dataset:              Benthic Taxonomy Information
File Name:            ben_tax.dat
Date Created:         06/08/10
# Variables:          7
# Header Records:     18
# Data Records:       745
Delimiter:            ,
Missing Value Symbol: .

Variables:        TSN            ITIS Taxonomic Serial Number 
                  TSN_NAME       ITIS Taxa Latin Name              
                  PHYLUM         Taxonomic Phylum            
                  CLASS          Taxonomic Class            
                  ORDER          Taxonomic Order            
                  FAMILY         Taxonomic Family           
                  GENUS          Taxonomic Genus             

tsn,PHYLUM,CLASS,ORDER,FAMILY,GENUS,tsn_name,ntsn,STATUS,TAXON_RANK_NAME,old_name,KINGDOM,SPECIES,
66426,Annelida,Polychaeta,Aciculata,Oenonidae,Drilonereis,Drilonereis longa,66426,A,Species, , ,longa,
66431,Annelida,Polychaeta,Aciculata,Oenonidae,Drilonereis,Drilonereis magna,66431,A,Species, , ,magna,
66440,Annelida,Polychaeta,Aciculata,Oenonidae,Arabella,Arabella,66440,A,Genus, ,Animalia, ,
66441,Annelida,Polychaeta,Aciculata,Oenonidae,Arabella,Arabella iricolor,66441,A,Species, , ,iricolor,
66450,Annelida,Polychaeta,Aciculata,Oenonidae,Notocirrus,Notocirrus spiniferus,66450,A,Species, , ,spiniferus,
66478,Annelida,Polychaeta,Aciculata,Dorvilleidae, ,Dorvilleidae,66478,A,Family, ,Animalia, ,
66523,Annelida,Polychaeta,Aciculata,Dorvilleidae,Schistomeringos,Schistomeringos rudolphi,66523,A,Species, ,Animalia,rudolphi,
66525,Annelida,Polychaeta,Aciculata,Dorvilleidae,Schistomeringos,Schistomeringos rudolphi,66525,S,Species,Dorvillea rudolphi, ,rudolphi,
66553,Annelida,Polychaeta,Aciculata,Dorvilleidae,Parougia,Parougia caeca,66553,A,Species, , ,caeca,
66594,Annelida,Polychaeta, ,Orbiniidae,Scoloplos,Scoloplos,66594,A,Genus, , , ,
66595,Annelida,Polychaeta,Orbiniida,Orbiniidae,Scoloplos,Scoloplos armiger,66595,A,Species, ,Animalia,armiger,
66603,Annelida,Polychaeta, ,Orbiniidae,Scoloplos,Scoloplos rubra,66603,A,Species, , ,rubra,
66653,Annelida,Polychaeta, ,Orbiniidae,Leitoscoloplos,Leitoscoloplos,66653,A,Genus, , , ,
66659,Annelida,Polychaeta, ,Paraonidae, ,Paraonidae,66659,A,Family, , , ,
66666,Annelida,Polychaeta, ,Paraonidae,Aricidea,Aricidea,66666,A,Genus, , , ,
66667,Annelida,Polychaeta, ,Paraonidae,Aricidea,Aricidea suecica,66667,A,Species, , ,suecica,
66673,Annelida,Polychaeta, ,Paraonidae,Aricidea,Aricidea wassi,66673,A,Species, , ,wassi,
66680,Annelida,Polychaeta, ,Paraonidae,Aricidea,Aricidea quadrilobata,66680,A,Species, , ,quadrilobata,
66683,Annelida,Polychaeta, ,Paraonidae,Aricidea,Aricidea philbinae,66683,A,Species, , ,philbinae,
66697,Annelida,Polychaeta, ,Paraonidae,Paraonis,Paraonis fulgens,66697,A,Species, , ,fulgens,
66699,Annelida,Polychaeta,Orbiniida,Paraonidae,Paraonis,Paraonis pygoenigmatica,66699,A,Species, ,Animalia,pygoenigmatica,
66708,Annelida,Polychaeta, ,Paraonidae,Cirrophorus,Cirrophorus,66708,A,Genus, , , ,
66709,Annelida,Polychaeta, ,Paraonidae,Cirrophorus,Cirrophorus lyriformis,66709,A,Species, , ,lyriformis,
66729,Annelida,Polychaeta, ,Paraonidae,Levinsenia,Levinsenia gracilis,66729,A,Species, , ,gracilis,
66765,Annelida,Polychaeta, ,Paraonidae,Acmira,Acmira catherinae,66765,S,Species,Aricidea catherinae, ,catherinae,
66778,Annelida,Polychaeta,Canalipalpata,Apistobranchidae,Apistobranchus,Apistobranchus tullbergi,66778,A,Species, , ,tullbergi,
66781,Annelida,Polychaeta,Canalipalpata,Spionidae, ,Spionidae,66781,A,Family, , , ,
66791,Annelida,Polychaeta,Canalipalpata,Spionidae,Polydora,Polydora socialis,66791,A,Species, , ,socialis,
66794,Annelida,Polychaeta,Canalipalpata,Spionidae,Polydora,Polydora caulleryi,66794,A,Species, ,Animalia,caulleryi,
66798,Annelida,Polychaeta,Canalipalpata,Spionidae,Polydora,Polydora quadrilobata,66798,A,Species, ,Animalia,quadrilobata,
66838,Annelida,Polychaeta,Canalipalpata,Spionidae,Prionospio,Prionospio,66838,A,Genus, , , ,
66843,Annelida,Polychaeta,Canalipalpata,Spionidae,Prionospio,Prionospio heterobranchia,66843,A,Species, , ,heterobranchia,
66845,Annelida,Polychaeta,Canalipalpata,Spionidae,Prionospio,Prionospio steenstrupi,66845,A,Species, , ,steenstrupi,
66847,Annelida,Polychaeta,Canalipalpata,Spionidae,Prionospio,Prionospio pygmaea,66847,S,Species,Apoprionospio pygmaea, ,pygmaea,
66854,Annelida,Polychaeta,Canalipalpata,Spionidae,Prionospio,Prionospio perkinsi,66854,A,Species, , ,perkinsi,
66862,Annelida,Polychaeta,Canalipalpata,Spionidae,Marenzelleria,Marenzelleria viridis,66862,S,Species,Scolelepides viridis, ,viridis,
66864,Annelida,Polychaeta,Canalipalpata,Spionidae,Spio,Spio,66864,A,Genus, , , ,
66865,Annelida,Polychaeta,Canalipalpata,Spionidae,Spio,Spio filicornis,66865,A,Species, , ,filicornis,
66871,Annelida,Polychaeta,Canalipalpata,Spionidae,Spio,Spio limicola,66871,A,Species, , ,limicola,
66896,Annelida,Polychaeta,Canalipalpata,Spionidae,Spiophanes,Spiophanes,66896,A,Genus, , , ,
66897,Annelida,Polychaeta,Canalipalpata,Spionidae,Spiophanes,Spiophanes bombyx,66897,A,Species, , ,bombyx,
66917,Annelida,Polychaeta,Canalipalpata,Spionidae,Pygospio,Pygospio elegans,66917,A,Species, , ,elegans,
66937,Annelida,Polychaeta,Canalipalpata,Spionidae,Paraprionospio,Paraprionospio pinnata,66937,A,Species, , ,pinnata,
66939,Annelida,Polychaeta,Canalipalpata,Spionidae,Streblospio,Streblospio benedicti,66939,A,Species, , ,benedicti,
66941,Annelida,Polychaeta,Canalipalpata,Spionidae,Dispio,Dispio uncinata,66941,A,Species, ,Animalia,uncinata,
66942,Annelida,Polychaeta,Canalipalpata,Spionidae,Scolelepis,Scolelepis,66942,A,Genus, ,Animalia, ,
66943,Annelida,Polychaeta,Canalipalpata,Spionidae,Scolelepis,Scolelepis squamata,66943,A,Species, ,Animalia,squamata,
66944,Annelida,Polychaeta,Canalipalpata,Spionidae,Scolelepis,Scolelepis bousfieldi,66944,A,Species, ,Animalia,bousfieldi,
66949,Annelida,Polychaeta,Canalipalpata,Spionidae,Scolelepis,Scolelepis texana,66949,A,Species, , ,texana,
67003,Annelida,Polychaeta,Canalipalpata,Spionidae,Carazziella,Carazziella hobsonae,67003,A,Species, , ,hobsonae,
67012,Annelida,Polychaeta,Canalipalpata,Spionidae,Boccardiella,Boccardiella ligerica,67012,A,Species, ,Animalia,ligerica,
67043,Annelida,Polychaeta,Canalipalpata,Magelonidae,Magelona,Magelona,67043,A,Genus, , , ,
67051,Annelida,Polychaeta,Canalipalpata,Magelonidae,Magelona,Magelona papillicornis,67051,A,Species, , ,papillicornis,
67077,Annelida,Polychaeta,Canalipalpata,Trochochaetidae,Trochochaeta,Trochochaeta multisetosa,67077,A,Species, , ,multisetosa,
67095,Annelida,Polychaeta,Canalipalpata,Chaetopteridae, ,Chaetopteridae,67095,A,Family, ,Animalia, ,
67107,Annelida,Polychaeta,Canalipalpata,Chaetopteridae,Spiochaetopterus,Spiochaetopterus costarum,67107,A,Species, , ,costarum,
67110,Annelida,Polychaeta,Canalipalpata,Chaetopteridae,Spiochaetopterus,Spiochaetopterus oculatus,67110,A,Species, , ,oculatus,
67116,Annelida,Polychaeta,Canalipalpata,Cirratulidae, ,Cirratulidae,67116,A,Family, , , ,
67122,Annelida,Polychaeta,Canalipalpata,Cirratulidae,Cirratulus,Cirratulus grandis,67122,S,Species,Cirriformia grandis, ,grandis,
67131,Annelida,Polychaeta,Canalipalpata,Cirratulidae,Caulleriella,Caulleriella killariensis,67131,A,Species, , ,killariensis,
67141,Annelida,Polychaeta,Canalipalpata,Cirratulidae,Tharyx,Tharyx,67141,A,Genus, , , ,
67147,Annelida,Polychaeta,Canalipalpata,Cirratulidae,Tharyx,Tharyx acutus,67147,A,Species, , ,acutus,
67157,Annelida,Polychaeta,Canalipalpata,Cirratulidae,Chaetozone,Chaetozone setosa,67157,A,Species, , ,setosa,
67205,Annelida,Polychaeta, ,Cossuridae, ,Cossuridae,67205,A,Family, ,Animalia, ,
67210,Annelida,Polychaeta, ,Cossuridae,Cossura,Cossura soyeri,67210,A,Species, , ,soyeri,
67224,Annelida,Polychaeta,Canalipalpata,Flabelligeridae, ,Flabelligeridae,67224,A,Family, , , ,
67227,Annelida,Polychaeta,Canalipalpata,Flabelligeridae,Brada,Brada villosa,67227,A,Species, , ,villosa,
67241,Annelida,Polychaeta,Canalipalpata,Flabelligeridae,Pherusa,Pherusa,67241,A,Genus, , , ,
67244,Annelida,Polychaeta,Canalipalpata,Flabelligeridae,Pherusa,Pherusa plumosa,67244,A,Species, , ,plumosa,
67247,Annelida,Polychaeta,Canalipalpata,Flabelligeridae,Pherusa,Pherusa affinis,67247,A,Species, , ,affinis,
67272,Annelida,Polychaeta,Canalipalpata,Flabelligeridae,Piromis,Piromis roberti,67272,A,Species, , ,roberti,
67313,Annelida,Polychaeta, ,Scalibregmatidae,Scalibregma,Scalibregma inflatum,67313,A,Species, , ,inflatum,
67342,Annelida,Polychaeta,Opheliida,Opheliidae, ,Opheliidae,67342,A,Family, ,Animalia, ,
67369,Annelida,Polychaeta, ,Opheliidae,Travisia,Travisia carnea,67369,A,Species, , ,carnea,
67372,Annelida,Polychaeta, ,Opheliidae,Travisia,Travisia parva,67372,A,Species, , ,parva,
67391,Annelida,Polychaeta, ,Opheliidae,Ophelina,Ophelina acuminata,67391,A,Species, ,Animalia,acuminata,
67411,Annelida,Polychaeta,Canalipalpata,Sternaspidae,Sternaspis,Sternaspis scutata,67411,A,Species, , ,scutata,
67413,Annelida,Polychaeta, ,Capitellidae, ,Capitellidae,67413,A,Family, , , ,
67414,Annelida,Polychaeta,Aciculata,Capitellidae,Capitella,Capitella,67414,A,Genus, ,Animalia, ,
67415,Annelida,Polychaeta, ,Capitellidae,Capitella,Capitella capitata,67415,A,Species, , ,capitata,
67420,Annelida,Polychaeta, ,Capitellidae,Heteromastus,Heteromastus filiformis,67420,A,Species, , ,filiformis,
67423,Annelida,Polychaeta, ,Capitellidae,Notomastus,Notomastus,67423,A,Genus, , , ,
67429,Annelida,Polychaeta, ,Capitellidae,Notomastus,Notomastus latericeus,67429,A,Species, , ,latericeus,
67438,Annelida,Polychaeta, ,Capitellidae,Mediomastus,Mediomastus,67438,A,Genus, , , ,
67439,Annelida,Polychaeta, ,Capitellidae,Mediomastus,Mediomastus ambiseta,67439,A,Species, , ,ambiseta,
67440,Annelida,Polychaeta,Capitellida,Capitellidae,Mediomastus,Mediomastus californiensis,67440,A,Species, , ,californiensis,
67515,Annelida,Polychaeta, ,Maldanidae, ,Maldanidae,67515,A,Family, , , ,
67519,Annelida,Polychaeta, ,Maldanidae,Asychis,Asychis elongata,67519,A,Species, , ,elongata,
67528,Annelida,Polychaeta, ,Maldanidae,Clymenella,Clymenella torquata,67528,A,Species, , ,torquata,
67537,Annelida,Polychaeta, ,Maldanidae,Maldane,Maldane glebifex,67537,A,Species, ,Animalia,glebifex,
67566,Annelida,Polychaeta, ,Maldanidae,Axiothella,Axiothella mucosa,67566,A,Species, , ,mucosa,
67586,Annelida,Polychaeta, ,Maldanidae,Euclymene,Euclymene zonalis,67586,A,Species, , ,zonalis,
67632,Annelida,Polychaeta, ,Maldanidae,Macroclymene,Macroclymene zonalis,67632,A,Species, , ,zonalis,
67647,Annelida,Polychaeta,Canalipalpata,Oweniidae,Owenia,Owenia fusiformis,67647,A,Species, , ,fusiformis,
67662,Annelida,Polychaeta,Canalipalpata,Oweniidae,Galathowenia,Galathowenia oculata,67662,A,Species, , ,oculata,
67665,Annelida,Polychaeta,Canalipalpata,Sabellariidae, ,Sabellariidae,67665,A,Family, , , ,
67671,Annelida,Polychaeta,Canalipalpata,Sabellariidae,Sabellaria,Sabellaria vulgaris,67671,A,Species, , ,vulgaris,
67706,Annelida,Polychaeta,Canalipalpata,Pectinariidae,Pectinaria,Pectinaria,67706,A,Genus, ,Animalia, ,
67709,Annelida,Polychaeta,Canalipalpata,Pectinariidae,Pectinaria,Pectinaria gouldi,67709,A,Species, , ,gouldi,
67711,Annelida,Polychaeta,Canalipalpata,Pectinariidae,Pectinaria,Pectinaria granulata,67711,A,Species, ,Animalia,granulata,
67718,Annelida,Polychaeta,Canalipalpata,Ampharetidae, ,Ampharetidae,67718,A,Family, , , ,
67727,Annelida,Polychaeta,Canalipalpata,Ampharetidae,Ampharete,Ampharete,67727,A,Genus, , , ,
67735,Annelida,Polychaeta,Canalipalpata,Ampharetidae,Ampharete,Ampharete acutifrons,67735,A,Species, , ,acutifrons,
67741,Annelida,Polychaeta,Canalipalpata,Ampharetidae,Ampharete,Ampharete finmarchica,67741,A,Species, , ,finmarchica,
67755,Annelida,Polychaeta,Canalipalpata,Ampharetidae,Amphicteis,Amphicteis floridus,67755,S,Species,Hobsonia florida, ,floridus,
67763,Annelida,Polychaeta,Canalipalpata,Ampharetidae,Melinna,Melinna cristata,67763,A,Species, ,Animalia,cristata,
67766,Annelida,Polychaeta,Canalipalpata,Ampharetidae,Melinna,Melinna maculata,67766,A,Species, , ,maculata,
67786,Annelida,Polychaeta,Canalipalpata,Ampharetidae,Asabellides,Asabellides oculata,67786,A,Species, , ,oculata,
67899,Annelida,Polychaeta,Canalipalpata,Terebellidae, ,Terebellidae,67899,A,Family, , , ,
67913,Annelida,Polychaeta,Canalipalpata,Terebellidae,Eupolymnia,Eupolymnia nebulosa,67913,A,Species, , ,nebulosa,
67941,Annelida,Polychaeta,Canalipalpata,Terebellidae,Pista,Pista cristata,67941,A,Species, , ,cristata,
67947,Annelida,Polychaeta,Canalipalpata,Terebellidae,Pista,Pista palmata,67947,A,Species, ,Animalia,palmata,
67959,Annelida,Polychaeta,Canalipalpata,Terebellidae,Polycirrus,Polycirrus,67959,A,Genus, , , ,
67963,Annelida,Polychaeta,Canalipalpata,Terebellidae,Polycirrus,Polycirrus eximius,67963,A,Species, , ,eximius,
68015,Annelida,Polychaeta,Canalipalpata,Terebellidae,Loimia,Loimia medusa,68015,A,Species, , ,medusa,
68067,Annelida,Polychaeta,Canalipalpata,Trichobranchidae, ,Trichobranchidae,68067,A,Family, , , ,
68069,Annelida,Polychaeta,Canalipalpata,Trichobranchidae,Terebellides,Terebellides stroemi,68069,A,Species, , ,stroemi,
68074,Annelida,Polychaeta,Canalipalpata,Trichobranchidae,Trichobranchus,Trichobranchus glacialis,68074,A,Species, , ,glacialis,
68076,Annelida,Polychaeta,Canalipalpata,Sabellidae, ,Sabellidae,68076,A,Family, , , ,
68095,Annelida,Polychaeta,Canalipalpata,Sabellidae,Euchone,Euchone incolor,68095,A,Species, , ,incolor,
68136,Annelida,Polychaeta,Canalipalpata,Sabellidae,Potamilla,Potamilla reniformis,68136,A,Species, , ,reniformis,
68149,Annelida,Polychaeta,Canalipalpata,Sabellidae,Schizobranchia,Schizobranchia insignis,68149,A,Species, , ,insignis,
68222,Annelida,Polychaeta,Canalipalpata,Sabellidae,Demonax,Demonax microphthalmus,68222,A,Species, , ,microphthalmus,
68232,Annelida,Polychaeta,Canalipalpata,Serpulidae, ,Serpulidae,68232,A,Family, , , ,
682618,Arthropoda,Malacostraca,Mysida,Mysidae,Americamysis,Americamysis bigelowi,682618, , , ,Animalia,bigelowi,
68282,Annelida,Polychaeta,Canalipalpata,Serpulidae,Hydroides,Hydroides dianthus,68282,A,Species, , ,dianthus,
68283,Annelida,Polychaeta,Canalipalpata,Serpulidae,Hydroides,Hydroides protulicola,68283,A,Species, , ,protulicola,
68405,Annelida,Polychaeta,Canalipalpata,Protodrilidae,Protodriloides,Protodriloides chaetifer,68405,A,Species, ,Animalia,chaetifer,
68422,Annelida,Clitellata, , , ,Oligochaeta,68422,A,Subclass, , , ,
684274,Arthropoda,Ostracoda,Myodocopina,Sarsiellidae,Eusarsiella,Eusarsiella cresseyi,684274, , , , ,cresseyi,
684280,Arthropoda,Ostracoda,Myodocopida,Sarsiellidae,Eusarsiella,Eusarsiella ozotothrix,684280, , , ,Animalia,ozotothrix,
684286,Arthropoda,Ostracoda,Myodocopida,Sarsiellidae,Eusarsiella,Eusarsiella texana,684286, , , ,Animalia,texana,
68510,Annelida,Clitellata,Haplotaxida,Enchytraeidae, ,Enchytraeidae,68510,A,Family, , , ,
68585,Annelida,Clitellata,Haplotaxida,Tubificidae, ,Tubificidae,68585,A,Family, , , ,
68592,Annelida,Clitellata,Haplotaxida,Tubificidae,Peloscolex,Peloscolex benedeni,68592,S,Species,Tubificoides benedeni,Animalia,benedeni,
68595,Annelida,Clitellata,Haplotaxida,Tubificidae,Peloscolex,Peloscolex heterochaetus,68595,S,Species,Tubificoides heterochaetus, ,heterochaetus,
68621,Annelida,Clitellata,Haplotaxida,Tubificidae,Branchiura,Branchiura sowerbyi,68621,A,Species, , ,sowerbyi,
68638,Annelida,Clitellata,Haplotaxida,Tubificidae,Limnodrilus,Limnodrilus,68638,A,Genus, , , ,
68639,Annelida,Clitellata,Haplotaxida,Tubificidae,Limnodrilus,Limnodrilus hoffmeisteri,68639,A,Species, , ,hoffmeisteri,
68662,Annelida,Clitellata,Haplotaxida,Tubificidae,Ilyodrilus,Ilyodrilus templetoni,68662,A,Species, , ,templetoni,
68671,Annelida,Clitellata,Haplotaxida,Tubificidae,Ilyodrilus,Ilyodrilus mastix,68671,A,Species, , ,mastix,
68680,Annelida,Clitellata,Haplotaxida,Tubificidae,Aulodrilus,Aulodrilus pigueti,68680,A,Species, ,Animalia,pigueti,
68687,Annelida,Clitellata,Haplotaxida,Tubificidae,Tubificoides,Tubificoides,68687,A,Genus, , , ,
68692,Annelida,Clitellata,Haplotaxida,Tubificidae,Tubificoides,Tubificoides wasselli,68692,A,Species, , ,wasselli,
68872,Annelida,Clitellata,Haplotaxida,Naididae,Stylaria,Stylaria lacustris,68872,A,Species, ,Animalia,lacustris,
68898,Annelida,Clitellata,Haplotaxida,Naididae,Dero,Dero,68898,A,Genus, ,Animalia, ,
69026,Annelida,Clitellata,Haplotaxida,Naididae,Pristinella,Pristinella osborni,69026,A,Species, ,Animalia,osborni,
69459,Mollusca,Gastropoda, , , ,Gastropoda,69459,A,Class, , , ,
69794,Mollusca,Gastropoda,Archaeogastropo,Trochidae, ,Trochidae,69794,A,Family, ,Animalia, ,
70381,Mollusca,Gastropoda,Neotaenioglossa,Littorinidae,Lacuna,Lacuna vincta,70381,A,Species, , ,vincta,
70419,Mollusca,Gastropoda,Neotaenioglossa,Littorinidae,Littorina,Littorina littorea,70419,A,Species, , ,littorea,
70493,Mollusca,Gastropoda,Neotaenioglossa,Hydrobiidae, ,Hydrobiidae,70493,A,Family, , , ,
70500,Mollusca,Gastropoda,Mesogastropoda,Hydrobiidae,Hydrobia,Hydrobia totteni,70500,A,Species, ,Animalia,totteni,
70797,Mollusca,Gastropoda,Neotaenioglossa,Rissoidae, ,Rissoidae,70797,A,Family, , , ,
70798,Mollusca,Gastropoda,Neotaenioglossa,Rissoidae,Alvania,Alvania,70798,A,Genus, , , ,
70823,Mollusca,Gastropoda,Neotaenioglossa,Rissoidae,Onoba,Onoba pelagica,70823,S,Species,Alvania pelagica, ,pelagica,
70946,Mollusca,Gastropoda,Mesogastropoda,Pyramidellidae,Sayella,Sayella chesapeakea,70946,A,Species, ,Animalia,chesapeakea,
71057,Mollusca,Gastropoda,Neotaenioglossa,Assimineidae,Assiminea,Assiminea succinea,71057,A,Species, , ,succinea,
71217,Mollusca,Gastropoda,Neotaenioglossa,Skeneopsidae,Skeneopsis,Skeneopsis planorbis,71217,A,Species, , ,planorbis,
71975,Mollusca,Gastropoda,Neotaenioglossa,Cerithiopsidae, ,Cerithiidae,71975,A,Family, ,Animalia, ,
72111,Mollusca,Gastropoda,Neotaenioglossa,Cerithiopsidae,Seila,Seila adamsi,72111,A,Species, ,Animalia,adamsi,
72438,Mollusca,Gastropoda,Neotaenioglossa,Eulimidae, ,Eulimidae,72438,A,Family, ,Animalia, ,
72611,Mollusca,Gastropoda,Neotaenioglossa,Calyptraeidae, ,Calyptraeidae,72611,A,Family, , , ,
72619,Mollusca,Gastropoda,Neotaenioglossa,Calyptraeidae,Crepidula,Crepidula,72619,A,Genus, , , ,
72623,Mollusca,Gastropoda,Neotaenioglossa,Calyptraeidae,Crepidula,Crepidula fornicata,72623,A,Species, , ,fornicata,
72627,Mollusca,Gastropoda,Neotaenioglossa,Calyptraeidae,Crepidula,Crepidula plana,72627,A,Species, , ,plana,
72878,Mollusca,Gastropoda,Neotaenioglossa,Naticidae, ,Naticidae,72878,A,Family, ,Animalia, ,
72918,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Polinices,Polinices duplicatus,72918,A,Species, , ,duplicatus,
72961,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Neverita,Neverita duplicata,72961,A,Species, , ,duplicata,
72985,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Euspira,Euspira heros,72985,A,Species, ,Animalia,heros,
73264,Mollusca,Gastropoda,Stenoglossa,Muricidae,Urosalpinx,Urosalpinx cinerea,73264,A,Species, ,Animalia,cinerea,
73300,Mollusca,Gastropoda,Neogastropoda,Muricidae,Eupleura,Eupleura caudata,73300,A,Species, , ,caudata,
73532,Mollusca,Gastropoda,Neogastropoda,Columbellidae, ,Columbellidae,73532,A,Family, , , ,
73552,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,Mitrella lunata,73552,A,Species, , ,lunata,
73631,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Anachis,Anachis lafresnayi,73631,A,Species, , ,lafresnayi,
73726,Mollusca,Gastropoda,Neogastropoda,Buccinidae, ,Buccinidae,73726,A,Family, ,Animalia, ,
74071,Mollusca,Gastropoda,Neogastropoda,Melongenidae,Busycon,Busycon carica,74071,A,Species, , ,carica,
74102,Mollusca,Gastropoda,Neogastropoda,Nassariidae, ,Nassariidae,74102,A,Family, ,Animalia, ,
74103,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius,Nassarius,74103,A,Genus, , , ,
74109,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius,Nassarius trivittatus,74109,A,Species, , ,trivittatus,
74168,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius,Nassarius,74168,S,Genus,Ilyanassa, , ,
74169,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius,Nassarius obsoletus,74169,S,Species,Ilyanassa obsoleta, ,obsoletus,
74170,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius,Nassarius trivittatus,74170,S,Species,Ilyanassa trivittata, ,trivittatus,
74378,Mollusca,Gastropoda,Neogastropoda,Marginellidae, ,Marginellidae,74378,A,Family, , , ,
74555,Mollusca,Gastropoda,Neogastropoda,Turridae, ,Turridae,74555,A,Family, , , ,
74804,Mollusca,Gastropoda,Neogastropoda,Conidae,Kurtziella,Kurtziella atrostyla,74804,A,Species, , ,atrostyla,
75409,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra dislocata,75409,A,Species, ,Animalia,dislocata,
75446,Mollusca,Gastropoda,Heterostropha,Pyramidellidae, ,Pyramidellidae,75446,A,Family, ,Animalia, ,
75447,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Odostomia,Odostomia,75447,A,Genus, , , ,
75497,Mollusca,Gastropoda,Neogastropoda,Pyramidellidae,Odostomia,Odostomia trifida,75497,A,Species, ,Animalia,trifida,
75504,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Odostomia,Odostomia engonia,75504,A,Species, , ,engonia,
75676,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,Turbonilla,75676,A,Genus, , , ,
75687,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,Turbonilla interrupta,75687,A,Species, , ,interrupta,
75993,Mollusca,Gastropoda,Entomotaeniata,Pyramidellidae,Odostomia,Boonea seminuda,75993,S,Species,Odostomia seminuda,Animalia,seminuda,
76000,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Fargoa,Fargoa dianthophila,76000,S,Species,Odostomia dianthophila, ,dianthophila,
76083,Mollusca,Gastropoda,Heterostropha,Acteonidae,Rictaxis,Rictaxis punctostriatus,76083,A,Species, , ,punctostriatus,
76107,Mollusca,Gastropoda,Cephalaspidea,Cylichnidae,Acteocina,Acteocina,76107,A,Genus, , , ,
76117,Mollusca,Gastropoda,Cephalaspidea,Cylichnidae,Acteocina,Acteocina canaliculata,76117,A,Species, , ,canaliculata,
76254,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae, ,Haminoeidae,76254,A,Family, ,Animalia, ,
76258,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,Haminoea,Haminoea solitaria,76258,A,Species, , ,solitaria,
76279,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Retusa,Retusa obtusa,76279,A,Species, , ,obtusa,
76317,Mollusca,Gastropoda,Cephalaspidea,Cylichnidae, ,Cylichnidae,76317,S,Family,Scaphandridae, , ,
78156,Mollusca,Gastropoda,Nudibranchia, , ,Nudibranchia,78156,A,Order, , , ,
78438,Mollusca,Gastropoda,Nudibranchia,Corambidae,Doridella,Doridella,78438,A,Genus, ,Animalia, ,
78439,Mollusca,Gastropoda,Nudibranchia,Corambidae,Doridella,Doridella obscura,78439,A,Species, , ,obscura,
78958,Mollusca,Polyplacophor,Ischnochitonida,Chaetopleuridae,Chaetopleura,Chaetopleura apiculata,78958,A,Species, ,Animalia,apiculata,
79118,Mollusca,Bivalvia, , , ,Bivalvia,79118,A,Class, , , ,
79126,Mollusca,Bivalvia,Nuculoida,Nuculidae,Nucula,Nucula,79126,A,Genus, , , ,
79128,Mollusca,Bivalvia,Nuculoida,Nuculidae,Nucula,Nucula tenuis,79128,A,Species, , ,tenuis,
79132,Mollusca,Bivalvia,Nuculoida,Nuculidae,Nucula,Nucula proxima,79132,A,Species, , ,proxima,
79177,Mollusca,Bivalvia,Nuculoida,Nuculanidae, ,Nuculanidae,79177,A,Family, , , ,
79188,Mollusca,Bivalvia,Nuculoida,Nuculanidae,Nuculana,Nuculana,79188,A,Genus, , , ,
79192,Mollusca,Bivalvia,Nuculoida,Nuculanidae,Nuculana,Nuculana pernula,79192,A,Species, , ,pernula,
79258,Mollusca,Bivalvia,Nuculoida,Yoldiidae,Yoldia,Yoldia,79258,A,Genus, , , ,
79273,Mollusca,Bivalvia,Nuculoida,Yoldiidae,Yoldia,Yoldia limatula,79273,A,Species, , ,limatula,
79316,Mollusca,Bivalvia,Solemyoida,Solemyidae,Solemya,Solemya velum,79316,A,Species, , ,velum,
79326,Mollusca,Bivalvia,Arcoida,Arcidae, ,Arcidae,79326,A,Family, , , ,
79340,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara,Anadara transversa,79340,A,Species, , ,transversa,
79342,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara,Anadara ovalis,79342,A,Species, , ,ovalis,
79451,Mollusca,Bivalvia,Mytiloida,Mytilidae, ,Mytilidae,79451,A,Family, , , ,
79454,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus edulis,79454,A,Species, , ,edulis,
79457,Mollusca,Bivalvia,Mytiloida,Mytilidae,Crenella,Crenella,79457,A,Genus, ,Animalia, ,
