Dataset:              Fish Trawl Data
File Name:            FTRAWL.dat
Date Created:         06/08/10
# Variables:          12
# Header Records:     23
# Data Records:       1362
Delimiter:            ,
Missing Value Symbol: .

Variables:    STATION       Station Name                          
              STAT_ALT      Alternate Site Sampled (A B or C)   
              EVNTDATE      Event Date                           
              FTRLTYPE	   Type of Fish Trawl                  
              FTRLFLAG      Status of Completed Fish Trawl      
              FSPECCNT      Total Fish Species in Trawl (#)     
              FT_DUR        Duration of Fish Trawl (mmss)       
              FWTR_SPD      Trawl Speed through Water (knots)    
              BEG_LAT       Fish Trawl Beginning Latitude (dd)   
              BEG_LNG       Fish Trawl Beginning Longitude (dd)  
              END_LAT       Fish Trawl End Latitude (dd)         
              END_LNG       Fish Trawl End Longitude (dd)        

STATION,STAT_ALT,EVNTDATE,FTRLTYPE,FTRLFLAG,FSPECCNT,FT_DUR,FWTR_SPD,BEG_LAT,BEG_LNG,END_LAT,END_LNG,FTRAWLID,
NH03-0220,A,05/13/03,NCA,SUCCESSFUL,2,10:00,2.2,43.0546,-70.836,43.0546,-70.836,NH03-0220-STRL,
NH03-0220,A,06/30/03,NCA,SUCCESSFUL,0,10:00,2.1,43.0593,-70.8397,43.0593,-70.8397,NH03-0220-STRL,
NH03-0220,A,10/22/03,NCA,SUCCESSFUL,2,10:00,2.2,43.0552,-70.8367,43.0552,-70.8367,NH03-0220-STRL,
NH03-0222,A,06/02/03,NCA,SUCCESSFUL,1,10:00,2.1,43.053,-70.7259,43.053,-70.7259,NH03-0222-STRL,
NH03-0222,A,07/29/03,NCA,SUCCESSFUL,0,10:00,2.1,43.0538,-70.7266,43.0538,-70.7266,NH03-0222-STRL,
NH03-0222,A,09/23/03,NCA,SUCCESSFUL,0,10:00,2.2,43.0538,-70.7264,43.0538,-70.7264,NH03-0222-STRL,
NH03-0224,A,06/11/03,NCA,UNSUCCESSFUL,., ,.,43.0759,-70.9294,.,.,NH03-0224-TRL,
NH03-0224,A,07/28/03,NCA,UNSUCCESSFUL,., ,.,43.0759,-70.9294,.,.,NH03-0224-TRL,
NH03-0224,A,10/09/03,NCA,SUCCESSFUL,2,08:00,2.2,43.076,-70.9294,43.076,-70.9294,NH03-0224-STRL,
NH03-0226,A,05/14/03,NCA,SUCCESSFUL,3,10:00,2.3,43.0636,-70.8826,43.0636,-70.8826,NH03-0226-STRL,
NH03-0226,A,07/14/03,NCA,SUCCESSFUL,0,10:00,2.3,43.0664,-70.8849,43.0664,-70.8849,NH03-0226-STRL,
NH03-0226,A,10/03/03,NCA,SUCCESSFUL,2,10:00,2.1,43.0644,-70.8824,43.0644,-70.8824,NH03-0226-STRL,
NH03-0227,A,05/13/03,NCA,SUCCESSFUL,3,10:00,1.8,43.0656,-70.8538,43.0656,-70.8538,NH03-0227-STRL,
NH03-0227,A,07/01/03,NCA,SUCCESSFUL,1,10:00,1.9,43.0667,-70.8538,43.0667,-70.8538,NH03-0227-STRL,
NH03-0227,A,10/13/03,NCA,SUCCESSFUL,1,10:00,2.1,43.066,-70.8536,43.066,-70.8536,NH03-0227-STRL,
NH03-0229,A,06/02/03,NCA,SUCCESSFUL,1,10:00,3.1,43.0701,-70.7427,43.0701,-70.7427,NH03-0229-STRL,
NH03-0229,A,08/12/03,NCA,SUCCESSFUL,0,10:00,2.2,43.0704,-70.7428,43.0704,-70.7428,NH03-0229-STRL,
NH03-0229,A,09/24/03,NCA,SUCCESSFUL,0,10:00,2.1,43.0687,-70.7418,43.0687,-70.7418,NH03-0229-STRL,
NH03-0231,A,07/30/03,NCA,NOT ATTEMPTED,., ,.,.,.,.,.,NH03-0231-TRL,
NH03-0231,A,10/01/03,NCA,NOT ATTEMPTED,., ,.,.,.,.,.,NH03-0231-TRL,
NH03-0232,A,07/28/03,NCA,NOT ATTEMPTED,., ,.,.,.,.,.,NH03-0232-TRL,
NH03-0234,A,05/14/03,NCA,SUCCESSFUL,3,10:00,2.4,43.0816,-70.879,43.0816,-70.879,NH03-0234-STRL,
NH03-0234,A,10/22/03,NCA,SUCCESSFUL,1,10:00,2.2,43.0818,-70.9633,43.0818,-70.9633,NH03-0234-STRL,
NH03-0234,B,07/15/03,NCA,SUCCESSFUL,2,10:00,2.0,43.0829,-70.8803,43.0829,-70.8803,NH03-0234-STRL,
NH03-0238,A,06/24/03,NCA,NOT ATTEMPTED,., ,.,.,.,.,.,NH03-0238-TRL,
NH03-0238,A,11/07/03,NCA,NOT ATTEMPTED,., ,.,.,.,.,.,NH03-0238-TRL,
NH03-0241,A,05/13/03,NCA,SUCCESSFUL,1,10:00,2.0,43.1008,-70.8638,43.1008,-70.8638,NH03-0241-STRL,
NH03-0241,A,07/23/03,NCA,SUCCESSFUL,3,10:00,2.0,43.1013,-70.8639,43.1013,-70.8639,NH03-0241-STRL,
NH03-0241,A,10/08/03,NCA,SUCCESSFUL,2,10:00,2.0,43.0977,-70.864,43.0977,-70.864,NH03-0241-STRL,
NH03-0243,A,06/06/03,NCA,UNSUCCESSFUL,., ,.,43.1011,-70.7859,.,.,NH03-0243-TRL,
NH03-0243,A,08/20/03,NCA,UNSUCCESSFUL,., ,.,.,.,.,.,NH03-0243-TRL,
NH03-0243,A,10/02/03,NCA,SUCCESSFUL,0,08:10,2.5,43.0994,-70.7853,43.0994,-70.7853,NH03-0243-STRL,
NH03-0244,A,05/15/03,NCA,SUCCESSFUL,0,08:37,2.1,43.1099,-70.8684,43.1099,-70.8684,NH03-0244-STRL,
NH03-0244,A,08/25/03,NCA,SUCCESSFUL,1,10:00,2.0,43.113,-70.867,43.113,-70.867,NH03-0244-STRL,
NH03-0244,A,10/24/03,NCA,SUCCESSFUL,4,10:00,2.2,43.1094,-70.8582,43.1094,-70.8582,NH03-0244-STRL,
NH03-0246,A,06/17/03,NCA,UNSUCCESSFUL,., ,.,43.1171,-70.8336,.,.,NH03-0246-TRL,
NH03-0246,A,08/20/03,NCA,UNSUCCESSFUL,.,10:00,.,43.118,-70.8379,43.118,-70.8379,NH03-0246-TRL,
NH03-0246,A,10/30/03,NCA,UNSUCCESSFUL,., ,.,43.1168,-70.8257,.,.,NH03-0246-TRL,
NH03-0248,A,06/16/03,NCA,SUCCESSFUL,0,10:00,2.3,43.1344,-70.9084,43.1344,-70.9084,NH03-0248-STRL,
NH03-0248,A,08/11/03,NCA,SUCCESSFUL,0,10:00,2.3,43.1324,-70.8981,43.1324,-70.8981,NH03-0248-STRL,
NH03-0248,A,10/10/03,NCA,SUCCESSFUL,3,10:00,2.1,43.1337,-70.9042,43.1337,-70.9042,NH03-0248-STRL,
NH03-0250,A,06/17/03,NCA,UNSUCCESSFUL,., ,.,43.1261,-70.8594,.,.,NH03-0250-TRL,
NH03-0250,A,08/18/03,NCA,UNSUCCESSFUL,., ,.,43.1236,-70.866,.,.,NH03-0250-TRL,
NH03-0250,A,10/02/03,NCA,UNSUCCESSFUL,., ,.,43.1253,-70.8631,.,.,NH03-0250-TRL,
NH03-0251,B,06/03/03,NCA,SUCCESSFUL,1,10:00,1.6,43.1267,-70.8267,43.1267,-70.8267,NH03-0251-STRL,
NH03-0253,A,05/28/03,NCA,SUCCESSFUL,1,10:00,2.2,43.1441,-70.8468,43.1441,-70.8468,NH03-0253-STRL,
NH03-0253,B,07/28/03,NCA,SUCCESSFUL,1,10:00,2.1,43.1461,-70.8465,43.1461,-70.8465,NH03-0253-STRL,
NH03-0253,B,10/09/03,NCA,SUCCESSFUL,1,09:05,2.2,43.1451,-70.8466,43.1451,-70.8466,NH03-0253-STRL,
NH03-0255,A,05/28/03,NCA,SUCCESSFUL,4,10:00,2.0,43.1633,-70.8571,42.1633,-70.8571,NH03-0255-STRL,
NH03-0255,A,08/25/03,NCA,SUCCESSFUL,2,10:00,2.0,43.1637,-70.8582,43.1637,-70.8582,NH03-0255-STRL,
NH03-0255,A,10/24/03,NCA,SUCCESSFUL,3,10:00,2.1,43.1638,-70.8585,43.1638,-70.8585,NH03-0255-STRL,
NH03-0258,A,06/03/03,NCA,SUCCESSFUL,4,10:00,2.1,43.1704,-70.8273,43.1704,-70.8273,NH03-0258-STRL,
NH03-0258,A,07/02/03,NCA,SUCCESSFUL,0,10:00,2.0,43.1771,-70.8264,43.1771,-70.8264,NH03-0258-STRL,
NH03-0258,A,10/07/03,NCA,SUCCESSFUL,2,08:30,2.2,43.1773,-70.8266,43.1773,-70.8266,NH03-0258-STRL,
NH03-0260,A,06/12/03,NCA,UNSUCCESSFUL,., ,.,43.1944,-70.8543,.,.,NH03-0260-TRL,
NH03-0260,A,08/26/03,NCA,UNSUCCESSFUL,., ,.,.,.,.,.,NH03-0206-TRL,
NH03-0260,A,09/25/03,NCA,UNSUCCESSFUL,., ,.,43.1939,-70.8535,.,.,NH03-0260-TRL,
NH03-0263,A,06/12/03,NCA,SUCCESSFUL,0,10:00,2.3,43.2037,-70.8193,43.2037,-70.8193,NH03-0263-STRL,
NH03-0263,A,08/26/03,NCA,SUCCESSFUL,0,10:00,2.0,43.2588,-70.8282,43.2588,-70.8282,NH03-0263-STRL,
NH03-0263,A,09/29/03,NCA,UNSUCCESSFUL,., ,.,43.1994,-70.8207,.,.,NH03-0263-TRL,
NJ03-0008,A,10/28/03,NCA,SUCCESSFUL,4,10:00,1.5,40.521,-73.9685,40.5222,-73.9711,NJ03-0008-STRL,
NJ03-0018,A,10/23/03,NCA,NOT ATTEMPTED,., ,.,.,.,.,.,NJ03-0018-STRL,
NJ03-0038,A,10/29/03,NCA,SUCCESSFUL,2,10:00,1.0,39.5565,-74.4794,39.5572,-74.4816,NJ03-0038-STRL,
NJ03-0048,A,09/04/03,NCA,SUCCESSFUL,7,10:00,1.5,39.8552,-74.1,39.8526,-74.1022,NJ03-0048-STRL,
NJ03-0058,A,08/14/03,NCA,SUCCESSFUL,0,13:09,1.2,40.3261,-74.0109,40.329,-74.0088,NJ03-0058-STRL,
NJ03-0074,A,08/04/03,NCA,SUCCESSFUL,5,10:00,1.5,40.1387,-74.735,40.1406,-74.7326,NJ03-0074-STRL,
NJ03-0076,A,08/04/03,NCA,UNSUCCESSFUL,0,04:00,1.4,40.0399,-74.9885,40.0384,-74.9893,NJ03-0076-STRL,
NJ03-0078,A,08/05/03,NCA,UNSUCCESSFUL,0,04:00,1.5,39.8469,-75.2627,.,.,NJ03-0078,
NJ03-0080,A,07/29/03,NCA,SUCCESSFUL,7,10:00,1.5,38.9822,-75.103,38.9766,-75.0991,NJ03-0080-STRL,
NJ03-0201,A,09/17/03,NCA,SUCCESSFUL,5,10:00,1.5,40.4696,-74.1574,40.468,-74.1615,NJ03-0201-STRL,
NJ03-0204,A,10/28/03,NCA,SUCCESSFUL,7,10:00,1.4,40.4764,-74.2137,40.4735,-74.2186,NJ03-0204-STRL,
NJ03-0207,A,09/16/03,NCA,SUCCESSFUL,4,10:00,1.5,40.6818,-74.0576,40.6849,-74.0582,NJ03-0207-STRL,
NJ03-0209,A,09/15/03,NCA,SUCCESSFUL,2,10:00,1.4,40.7188,-74.1099,40.718,-74.1074,NJ03-0209-STRL,
NJ03-0210,A,09/15/03,NCA,SUCCESSFUL,4,10:00,1.3,40.8367,-74.0301,40.8349,-74.0294,NJ03-0210-STRL,
NJ03-0212,A,10/23/03,NCA,SUCCESSFUL,5,10:00,1.3,38.9711,-74.8454,38.9723,-74.8456,NJ03-0212-STRL,
NJ03-0217,A,10/30/03,NCA,SUCCESSFUL,6,10:00,1.4,39.1983,-74.689,39.1983,-74.6843,NJ03-0217-STRL,
NJ03-0218,A,10/24/03,NCA,UNSUCCESSFUL,0,10:00,1.4,39.3006,-74.7724,39.3007,-74.7739,NJ03-0218-STRL,
NJ03-0220,A,10/30/03,NCA,NOT ATTEMPTED,., ,.,.,.,.,.,NJ03-0220-STRL,
NJ03-0225,A,10/21/03,NCA,SUCCESSFUL,2,10:00,1.4,39.4258,-74.7136,39.4229,-74.7141,NJ03-0225-STRL,
NJ03-0234,A,09/05/03,NCA,SUCCESSFUL,4,10:00,1.4,39.7471,-74.1869,39.7495,-74.1864,NJ03-0234-STRL,
NJ03-0236,B,09/05/03,NCA,UNSUCCESSFUL,0,10:00,1.4,39.8247,-74.1609,39.8223,-74.1587,NJ03-0236-STRL,
NJ03-0239,A,09/04/03,NCA,SUCCESSFUL,2,10:00,1.4,39.95,-74.1002,39.9474,-74.1017,NJ03-0239-STRL,
NJ03-0242,A,08/19/03,NCA,NOT ATTEMPTED,., ,.,40.1829,-74.0508,.,.,NJ03-0242,
NJ03-0247,A,08/20/03,NCA,SUCCESSFUL,2,11:33,1.4,40.3841,-73.9822,40.3853,-73.9811,NJ03-0247-STRL,
NJ03-0248,A,07/28/03,NCA,SUCCESSFUL,8,10:00,1.5,38.9336,-74.9769,38.9366,-74.9794,NJ03-0248-STRL,
NJ03-0252,A,10/09/03,NCA,SUCCESSFUL,1,10:00,1.2,39.1393,-74.9664,39.1377,-74.9681,NJ03-0252-STRL,
NJ03-0254,A,10/17/03,NCA,SUCCESSFUL,2,10:00,1.4,39.1562,-75.0341,39.1542,-75.0325,NJ03-0254-STRL,
NJ03-0256,A,10/08/03,NCA,SUCCESSFUL,3,10:00,1.2,39.2951,-75.3136,39.2949,-75.3174,NJ03-0256-STRL,
NJ03-0258,A,10/17/03,NCA,UNSUCCESSFUL,., ,.,.,.,.,.,NJ03-0258-STRL,
NJ03-0263,A,10/08/03,NCA,NOT ATTEMPTED,., ,.,.,.,.,.,NJ03-0263-STRL,
NJ03-0269,B,10/08/03,NCA,SUCCESSFUL,1,10:00,1.2,39.3954,-75.4144,39.3947,-75.4107,NJ03-0269-STRL,
NJ03-0271,A,10/20/03,NCA,SUCCESSFUL,3,10:00,1.3,39.3929,-75.0407,39.3907,-75.0403,NJ03-0271-STRL,
NY03-0084,A,05/02/03,NCA,SUCCESSFUL,3,10:00,1.6,40.918,-73.6359,40.9129,-73.6426,S001,
NY03-0084,A,05/02/03,NCA,SUCCESSFUL,2,10:00,2.0,40.9171,-73.6344,40.9097,-73.6395,S002,
NY03-0084,A,08/14/03,NCA,SUCCESSFUL,0,10:00,2.0,40.9211,-73.6415,40.9171,-73.6488,S001,
NY03-0084,A,08/14/03,NCA,SUCCESSFUL,2,10:00,2.0,40.9206,-73.6412,40.9165,-73.6491,S002,
NY03-0202,A,05/02/03,NCA,SUCCESSFUL,2,10:00,1.9,40.8231,-73.7179,40.828,-73.7232,S001,
NY03-0202,A,05/02/03,NCA,SUCCESSFUL,2,10:00,1.6,40.8223,-73.7176,40.8279,-73.7221,S002,
NY03-0202,B,08/15/03,NCA,SUCCESSFUL,6,10:00,1.9,40.829,-73.7238,40.8239,-73.7187,S001,
NY03-0202,B,08/15/03,NCA,SUCCESSFUL,4,10:00,2.0,40.823,-73.7179,40.8285,-73.7232,S002,
NY03-0205,A,05/01/03,NCA,SUCCESSFUL,1,10:00,1.8,40.8577,-73.6615,40.8626,-73.6653,S001,
NY03-0205,A,05/01/03,NCA,SUCCESSFUL,2,10:00,1.6,40.8584,-73.6617,40.8632,-73.6661,S002,
NY03-0205,C,08/14/03,NCA,SUCCESSFUL,0,10:00,2.3,40.8586,-73.6627,40.8648,-73.6646,S001,
NY03-0205,C,08/14/03,NCA,SUCCESSFUL,0,10:00,2.3,40.8588,-73.6625,40.8653,-73.6653,S002,
NY03-0211,A,05/05/03,NCA,SUCCESSFUL,6,10:00,2.3,40.9159,-73.412,40.9223,-73.4131,S001,
NY03-0211,A,05/05/03,NCA,SUCCESSFUL,3,10:00,2.5,40.416,-73.4122,40.9224,-73.4143,S002,
NY03-0211,A,08/19/03,NCA,SUCCESSFUL,7,10:00,1.8,40.9199,-73.4132,40.9276,-73.4144,S001,
NY03-0211,A,08/19/03,NCA,SUCCESSFUL,7,10:00,1.6,40.9195,-73.4131,40.9269,-73.4144,S002,
NY03-0214,A,05/05/03,NCA,SUCCESSFUL,3,10:00,2.0,40.9225,-73.3758,40.9229,-73.366,S001,
NY03-0214,A,05/05/03,NCA,SUCCESSFUL,3,10:00,1.7,40.9214,-73.3768,40.9225,-73.3683,S002,
NY03-0214,A,08/19/03,NCA,SUCCESSFUL,3,10:00,2.0,40.9225,-73.3754,40.9231,-73.3663,S001,
NY03-0214,A,08/19/03,NCA,SUCCESSFUL,3,10:00,1.9,40.9224,-73.3758,40.9233,-73.3669,S002,
NY03-0217,A,05/07/03,NCA,SUCCESSFUL,4,10:00,2.0,40.9559,-73.0785,40.9611,-73.0835,S001,
NY03-0217,A,05/07/03,NCA,SUCCESSFUL,4,10:00,2.0,40.9556,-73.0812,40.9608,-73.0861,S002,
NY03-0217,A,08/19/03,NCA,SUCCESSFUL,5,10:00,2.2,40.7903,-73.0794,40.9626,-73.0848,S001,
NY03-0217,A,08/19/03,NCA,SUCCESSFUL,7,10:00,2.2,40.9568,-73.0818,40.9621,-73.0869,S002,
NY03-0224,A,08/07/03,NCA,SUCCESSFUL,5,10:00,1.6,40.5162,-74.1715,40.5156,-74.1618,S001,
NY03-0227,A,08/07/03,NCA,UNSUCCESSFUL,., ,.,.,.,.,.,S001,
NY03-0227,A,08/07/03,NCA,SUCCESSFUL,9,10:00,2.0,40.5679,-74.2118,40.5624,-74.2138,S002,
NY03-0230,A,08/06/03,NCA,SUCCESSFUL,2,10:00,2.2,40.5584,-73.9604,40.5639,-73.9542,S001,
NY03-0230,A,08/06/03,NCA,SUCCESSFUL,4,10:00,2.0,40.5588,-73.9607,40.5651,-73.955,S002,
NY03-0233,A,08/06/03,NCA,SUCCESSFUL,4,10:00,2.7,40.5937,-74.0235,40.5994,-74.0286,S001,
NY03-0240,A,08/08/03,NCA,UNSUCCESSFUL,0,03:00,1.3,40.7511,-73.9568,40.7493,-73.9582,S001,
NY03-0240,A,08/08/03,NCA,UNSUCCESSFUL,0,08:00,3.1,40.7511,-73.9567,40.745,-73.9615,S002,
NY03-0244,C,08/08/03,NCA,SUCCESSFUL,6,08:00,2.9,40.8007,-73.8052,40.8018,-73.8117,S001,
NY03-0244,C,08/08/03,NCA,SUCCESSFUL,6,06:00,1.4,40.8004,-73.8049,40.801,-73.8103,S002,
NY03-0249,A,08/05/03,NCA,SUCCESSFUL,3,10:00,2.0,40.6316,-73.2481,40.6368,-73.241,S001,
NY03-0249,A,08/05/03,NCA,UNSUCCESSFUL,., ,1.4,40.6323,-73.2463,.,.,S002,
NY03-0252,B,08/05/03,NCA,SUCCESSFUL,8,10:00,1.3,40.6852,-73.1742,40.6916,-73.1712,S001,
NY03-0252,B,08/05/03,NCA,SUCCESSFUL,8,10:00,2.1,40.6857,-73.1738,40.692,-73.1721,S002,
NY03-0255,A,08/05/03,NCA,SUCCESSFUL,5,10:00,2.2,40.7026,-73.1284,40.7089,-73.1251,S001,
NY03-0255,A,08/05/03,NCA,SUCCESSFUL,3,10:00,2.2,40.7031,-73.1276,40.7094,-73.1241,S002,
NY03-0255,A,08/05/03,NCA,SUCCESSFUL,6,10:00,2.0,40.7034,-73.1273,40.7097,-73.127,S003,
NY03-0259,A,08/04/03,NCA,SUCCESSFUL,3,10:00,1.9,40.8426,-72.5408,40.847,-72.536,S001,
NY03-0259,A,08/04/03,NCA,SUCCESSFUL,3,10:00,2.0,40.8455,-72.5374,40.8414,-72.542,S002,
NY03-0261,B,07/10/03,NCA,SUCCESSFUL,3,08:00,1.8,40.928,-72.5973,40.9247,-72.5947,S001,
NY03-0263,A,07/30/03,NCA,SUCCESSFUL,4,10:00,2.0,41.0017,-72.4036,41.0081,-72.403,S001,
NY03-0263,A,07/30/03,NCA,SUCCESSFUL,3,10:00,2.0,41.0016,-72.4034,41.0086,-72.4029,S002,
NY03-0265,A,08/01/03,NCA,SUCCESSFUL,2,10:00,2.3,41.0454,-72.0745,41.0519,-72.0711,S001,
NY03-0265,A,08/01/03,NCA,SUCCESSFUL,2,10:00,2.6,41.0438,-72.0741,41.0504,-72.0695,S002,
NY03-0265,A,08/01/03,NCA,SUCCESSFUL,3,10:00,2.0,41.0497,-72.0704,41.053,-72.0622,S003,
NY03-0268,A,07/30/03,NCA,SUCCESSFUL,1,10:00,2.2,41.0983,-72.3073,41.1024,-72.3125,S001,
NY03-0268,A,07/30/03,NCA,SUCCESSFUL,4,10:00,2.0,41.099,-72.3082,41.1028,-72.3117,S002,
NY03-0269,A,08/01/03,NCA,SUCCESSFUL,5,10:00,2.3,41.1225,-72.2635,41.1204,-72.2726,S001,
NY03-0269,A,08/01/03,NCA,SUCCESSFUL,3,10:00,2.7,41.1226,-72.2628,41.12,-72.2732,S002,
NY03-0291,A,09/16/03,CT,SUCCESSFUL,17,30,.,.,.,.,., ,
NY03-0292,A,09/11/03,CT,SUCCESSFUL,16,30,.,.,.,.,., ,
NY03-0293,A,09/29/03,CT,SUCCESSFUL,17,30,.,.,.,.,., ,
NY03-0294,A,09/16/03,CT,SUCCESSFUL,8,30,.,.,.,.,., ,
NY03-0295,A,09/24/03,CT,SUCCESSFUL,14,30,.,.,.,.,., ,
PA03-0002,A,08/05/03,NCA,UNSUCCESSFUL,.,10:00,1.3,39.9498,-75.1371,39.952,-75.1366,PA03-0002-STRL,
RI03-0338,B,09/16/03,RI,SUCCESSFUL,9,13:54,.,41.3269,-71.8743,41.3246,-71.8693,RI03-0338-STRL,
RI03-0361,A,07/16/03,RI,SUCCESSFUL,10,20:00,.,41.8108,-71.3817,41.4742,-71.3794,RI03-0361-STRL,
RI03-0363,A,08/14/03,RI,SUCCESSFUL,14,20:00,.,41.4628,-71.41,41.4744,-71.4067,RI03-0363-STRL,
RI03-0367,A,07/15/03,RI,SUCCESSFUL,1,20:00,.,41.6814,-71.2203,41.6906,-71.2358,RI03-0367-STRL,
RI03-0369,A,07/16/03,RI,SUCCESSFUL,15,20:00,.,41.5239,-71.3411,41.5256,-71.3525,RI03-0369-STRL,
RI03-0371,A,07/14/03,RI,SUCCESSFUL,12,20:00,.,41.5958,-71.3647,41.5956,-71.3603,RI03-0371-STRL,
RI03-0373,A,07/16/03,RI,SUCCESSFUL,11,20:00,.,41.5503,-71.4108,41.5608,-71.4178,RI03-0373-STRL,
RI03-0375,A,08/07/03,RI,SUCCESSFUL,16,20:00,.,41.66,-71.3775,41.6689,-71.3644,RI03-0375-STRL,
RI03-0377,A,07/14/03,RI,SUCCESSFUL,2,20:00,.,41.6694,-71.3358,41.6689,-71.3294,RI03-0377-STRL,
RI03-0379,A,07/14/03,RI,SUCCESSFUL,3,10:00,.,41.6786,-71.2986,41.7022,-71.2981,RI03-0379-STRL,
RI03-0381,A,07/15/03,RI,SUCCESSFUL,15,20:00,.,41.6553,-71.2394,41.6458,-71.2517,RI03-0381-STRL,
RI03-0383,A,07/15/03,RI,SUCCESSFUL,12,20:00,.,41.5658,-71.2231,41.5811,-71.2214,RI03-0383-STRL,
CT04-0223,A,09/27/04,CT,SUCCESSFUL,13,30:00,.,.,.,.,., ,
CT04-0401,A,09/27/04,CT,SUCCESSFUL,9,23:00,.,.,.,.,., ,
CT04-0402,A,09/22/04,CT,SUCCESSFUL,11,20:00,.,.,.,.,., ,
CT04-0404,A,09/20/04,CT,SUCCESSFUL,16,30:00,.,.,.,.,., ,
CT04-0405,A,09/20/04,CT,SUCCESSFUL,13,30:00,.,.,.,.,., ,
DE04-0004,A,07/08/04,DE,SUCCESSFUL,5,5:00,2.1,38.4014,-75.0685,38.4838,-75.066,DE04-0004-STRL,
DE04-0009,A,07/12/04,DE,SUCCESSFUL,2,5:00,2.1,38.5654,-75.2052,38.5647,-75.2085,DE04-0009-STRL,
DE04-0021,A,07/07/04,DE,SUCCESSFUL,7,5:00,2.1,38.6169,-75.6388,38.616,-75.6415,DE04-0021-STRL,
DE04-0047,A,08/11/04,NCA,SUCCESSFUL,4,10:00,1.5,39.7689,-75.4721,39.7658,-75.4735,DE04-0047-STRL,
DE04-0051,A,08/05/04,NCA,UNSUCCESSFUL,.,10:00,1.5,39.5126,-75.5525,39.5101,-75.5533,DE04-0051-STRL,
DE04-0055,A,08/04/04,NCA,SUCCESSFUL,17,10:00,1.5,39.2066,-75.3596,39.2027,-75.3589,DE04-0055-STRL,
DE04-0057,A,08/02/04,NCA,SUCCESSFUL,14,10:00,1.5,38.9187,-75.1067,38.9163,-75.0984,DE04-0057-STRL,
DE04-0246,A,07/12/04,NCA,SUCCESSFUL,1,10:00,.,38.8047,-75.1906,38.8027,-75.1874,DE04-0246-STRL,
DE04-0400,A,07/08/04,DE,SUCCESSFUL,6,5:00,2.0,38.4592,-75.0855,38.457,-75.0858,DE04-0400-STRL,
DE04-0402,A,07/08/04,DE,SUCCESSFUL,8,3:00,2.3,38.4832,-75.1183,38.4824,-75.1163,DE04-0402-STRL,
DE04-0405,A,07/14/04,DE,SUCCESSFUL,4,5:00,2.1,38.5709,-75.641,38.5719,-75.638,DE04-0405-STRL,
DE04-0408,A,07/13/04,DE,SUCCESSFUL,2,4:00,1.8,38.552,-75.1034,38.5528,-75.1023,DE04-0408-STRL,
DE04-0410,A,07/14/04,DE,SUCCESSFUL,9,5:00,2.1,38.59,-75.6643,38.5898,-75.6673,DE04-0410-STRL,
DE04-0412,B,07/12/04,DE,SUCCESSFUL,3,4:00,2.1,38.5876,-75.2729,38.5874,-75.2751,DE04-0412-STRL,
DE04-0414,A,07/12/04,DE,SUCCESSFUL,4,5:00,2.1,38.5904,-75.2132,38.5905,-75.2169,DE04-0414-STRL,
DE04-0415,A,07/13/04,DE,SUCCESSFUL,1,5:00,2.1,38.6009,-75.096,38.2688,-75.0984,DE04-0415-STRL,
DE04-0418,A,07/07/04,DE,SUCCESSFUL,5,3:00,1.6,38.644,-75.572,38.643,-75.5703,DE04-0418-STRL,
DE04-0422,A,07/07/04,DE,UNSUCCESSFUL,3,3:00,1.7,38.6449,-75.591,38.6453,-75.5903,DE04-0422-STRL,
DE04-0430,A,07/15/04,DE,SUCCESSFUL,0,5:00,2.1,38.773,-75.1314,38.7742,-75.1347,DE04-0430-STRL,
DE04-0432,A,07/15/04,DE,SUCCESSFUL,2,5:00,1.9,38.7796,-75.1427,38.7805,-75.146,DE04-0432-STRL,
DE04-0437,A,07/13/04,NCA,SUCCESSFUL,5,10:00,.,39.0118,-75.3105,39.0156,-75.3115,DE04-0437-STRL,
DE04-0438,A,08/02/04,NCA,SUCCESSFUL,13,10:00,1.5,38.9358,-75.1909,38.9302,-75.1921,DE04-0438-STRL,
DE04-0440,A,07/12/04,NCA,SUCCESSFUL,7,10:00,.,38.7954,-72.1363,38.7958,-75.1347,DE04-0440-STRL,
DE04-0455,A,08/05/04,NCA,SUCCESSFUL,5,10:00,1.7,39.6202,-75.6008,39.6236,-75.5995,DE04-0455-STRL,
NH04-0011,A,06/10/04,NCA,SUCCESSFUL,1,08:00,2.0,43.0004,-70.9398,42.9972,-70.9377,NH04-0011-STRL,
NH04-0011,A,09/13/04,NCA,SUCCESSFUL,2,10:00,2.0,43.0003,-70.9399,42.9973,-70.9378,NH04-0011-STRL,
NH04-0027,A,05/03/04,NCA,SUCCESSFUL,3,10:00,2.0,43.061,-70.8672,43.0657,-70.864,NH04-0027-STRL,
NH04-0027,A,07/06/04,NCA,SUCCESSFUL,3,10:00,2.0,43.0652,-70.8697,43.0688,-70.8648,NH04-0027-STRL,
NH04-0043,A,06/24/04,NCA,UNSUCCESSFUL,., ,.,43.0945,-70.7754,.,.,NH04-0043-STRL,
NH04-0051,A,05/05/04,NCA,SUCCESSFUL,2,10:00,2.1,43.1255,-70.8449,43.1223,-70.8396,NH04-0051-STRL,
NH04-0051,A,07/01/04,NCA,SUCCESSFUL,2,10:00,2.2,43.1252,-70.8438,43.122,-70.8383,NH04-0051-STRL,
NH04-0206,A,06/17/04,NCA,SUCCESSFUL,1,10:00,2.0,42.8961,-70.825,42.9002,-70.8217,NH04-0206-STRL,
