Dataset:              Fish Trawl Data
File Name:            FTRAWL.dat
Date Created:         06/08/10
# Variables:          12
# Header Records:     23
# Data Records:       1362
Delimiter:            ,
Missing Value Symbol: .

Variables:    STATION       Station Name                          
              STAT_ALT      Alternate Site Sampled (A B or C)   
              EVNTDATE      Event Date                           
              FTRLTYPE	   Type of Fish Trawl                  
              FTRLFLAG      Status of Completed Fish Trawl      
              FSPECCNT      Total Fish Species in Trawl (#)     
              FT_DUR        Duration of Fish Trawl (mmss)       
              FWTR_SPD      Trawl Speed through Water (knots)    
              BEG_LAT       Fish Trawl Beginning Latitude (dd)   
              BEG_LNG       Fish Trawl Beginning Longitude (dd)  
              END_LAT       Fish Trawl End Latitude (dd)         
              END_LNG       Fish Trawl End Longitude (dd)        

STATION,STAT_ALT,EVNTDATE,FTRLTYPE,FTRLFLAG,FSPECCNT,FT_DUR,FWTR_SPD,BEG_LAT,BEG_LNG,END_LAT,END_LNG,FTRAWLID,
NH01-0026,A,08/16/01,NH, ,2,04:00,3.0,43.0624,-70.8891,43.0629,-70.892, ,
NH01-0028,A,08/15/01,NH, ,0,04:00,2.5,43.074,-70.8458,43.0709,-70.8466, ,
NH01-0030,A,09/10/01,NH, ,1,04:00,2.5,43.057,-70.7234,43.0574,-70.7203, ,
NH01-0032,A,08/17/01,NH, ,0,04:00,2.6,43.0793,-70.8977,43.0814,-70.8953, ,
NH01-0034,C,08/24/01,NH, ,1,04:00,2.9,43.0853,-70.8623,43.0834,-70.864, ,
NH01-0038,A,08/06/01,NH, ,1,04:00,3.1,43.0948,-70.8573,43.0972,-70.8577, ,
NH01-0042,A,08/24/01,NH, ,2,04:00,2.3,43.1229,-70.8762,43.1235,-70.8731, ,
NH01-0044,C,08/21/01,NH, ,0,04:00,3.0,43.1143,-70.8246,43.1139,-70.8259, ,
NH01-0046,A,09/05/01,NH, ,2,04:00,2.7,43.1335,-70.9036,43.1326,-70.9002, ,
NH01-0048,A,08/21/01,NH, ,1,04:00,2.5,43.1249,-70.8638,43.126,-70.8607, ,
NH01-0052,A,08/29/01,NH, ,0,04:00,2.2,43.1412,-70.8461,43.1388,-70.8453, ,
NH01-0054,A,09/06/01,NH, ,1,04:00,2.5,43.1566,-70.8535,43.1546,-70.8518, ,
NH01-0056,B,08/27/01,NH, ,2,04:00,2.8,43.1713,-70.8268,43.1735,-70.8246, ,
NH01-0058,A,08/23/01,NH,UNSUCCESSFUL,., ,.,43.1929,-70.8519,.,., ,
NH01-0062,A,09/12/01,NH, ,3,04:00,2.4,43.1956,-70.8198,43.1978,-70.8199, ,
NJ01-0002,A,08/30/01,NCA, ,13,10:00,1.5,40.4721,-74.0993,40.4718,-74.0944, ,
NJ01-0006,A,09/25/01,NCA, ,3,10:00,.,40.482,-74.2405,40.4807,-74.2334, ,
NJ01-0008,A,08/29/01,NCA, ,11,10:00,1.5,40.5226,-73.9719,40.5206,-73.9685, ,
NJ01-0012,A,10/29/01,NCA, ,2,10:00,.,40.7065,-74.1075,40.705,-74.1131, ,
NJ01-0014,B,08/28/01,NCA, ,7,10:00,1.5,40.8398,-73.9603,40.8434,-73.9586, ,
NJ01-0016,A,09/12/01,NCA, ,7,10:00,1.5,38.9502,-74.9029,.,., ,
NJ01-0018,A,09/12/01,NCA, ,5,10:00,1.2,39.0098,-74.8418,39.0062,-74.8393, ,
NJ01-0020,A,08/30/01,NCA,UNSUCCESSFUL,0,10:00,.,39.0945,-74.785,39.0906,-74.784, ,
NJ01-0022,A,08/30/01,NCA, ,4,10:00,1.2,39.1889,-74.6731,39.1871,-74.6706, ,
NJ01-0024,A,09/27/01,NCA, ,2,10:00,1.1,39.2963,-74.7527,39.2985,-74.7536, ,
NJ01-0026,A,07/18/01,NCA, ,1,10:05,1.5,39.3049,-74.6005,39.3065,-74.5972, ,
NJ01-0028,A,07/17/01,NCA, ,1,10:00,0.8,39.3146,-74.6284,39.3,-74.6167, ,
NJ01-0030,C,08/29/01,NCA, ,1,10:00,.,39.3971,-74.3898,39.3959,-74.3938, ,
NJ01-0032,A,07/17/01,NCA, ,5,10:15,1.1,39.4018,-74.7179,39.4048,-74.7179, ,
NJ01-0034,A,08/29/01,NCA, ,4,11:00,.,39.4377,-74.3713,39.4375,-74.377, ,
NJ01-0036,A,09/07/01,NCA, ,0,10:00,.,39.5104,-74.299,39.5121,-74.2972, ,
NJ01-0038,A,07/19/01,NCA, ,1,10:00,1.0,39.5546,-74.4789,39.5571,-74.4795, ,
NJ01-0040,A,07/20/01,NCA, ,8,10:00,1.2,39.5889,-74.2398,39.5893,-74.2399, ,
NJ01-0042,A,07/25/01,NCA, ,3,10:10,1.3,37.8683,-74.1912,37.9317,-74.1683, ,
NJ01-0044,A,08/10/01,NCA, ,0,10:00,.,39.7197,-74.1713,39.7175,-74.1748, ,
NJ01-0046,A,07/24/01,NCA, ,3,10:30,1.3,39.8103,-74.1675,39.8124,-74.1668, ,
NJ01-0048,A,07/24/01,NCA, ,5,10:15,1.2,39.8527,-74.1017,39.8594,-74.0986, ,
NJ01-0050,A,07/23/01,NCA, ,1,12:00,1.3,39.9403,-74.0923,39.9439,-74.0966, ,
NJ01-0052,A,07/23/01,NCA, ,0,11:00,1.0,40.0636,-74.1322,40.0631,-73.1294, ,
NJ01-0054,A,07/12/01,NCA, ,2,10:00,.,40.1805,-74.0436,40.1804,-74.0414, ,
NJ01-0056,A,07/12/01,NCA, ,7,10:00,1.5,40.1959,-74.0362,40.1966,-74.0398, ,
NJ01-0058,C,08/27/01,NCA, ,0,10:45,1.5,40.328,-74.0098,40.333,-74.0108, ,
NJ01-0062,A,10/15/01,NCA, ,13,10:00,2.3,38.9322,-74.9768,38.9354,-74.98, ,
NJ01-0064,A,09/13/01,NCA, ,4,10:00,.,38.0011,-74.9573,38.9975,-74.9583, ,
NJ01-0066,B,09/13/01,NCA, ,7,10:04,.,39.1383,-79.9675,39.1366,-79.9715, ,
NJ01-0068,A,08/23/01,NCA, ,6,10:27,.,39.2012,-75.0424,39.2028,-75.0421, ,
NJ01-0070,B,10/06/01,NCA, ,10,10:00,1.5,39.3056,-75.3256,39.3072,-75.3306, ,
NJ01-0072,A,08/23/01,NCA, ,8,10:00,1.4,39.2102,-75.099,39.2082,-75.0982, ,
NJ01-0074,A,10/09/01,NCA, ,6,10:00,1.8,40.1393,-74.7338,40.1412,-74.7311, ,
NJ01-0076,A,10/08/01,NCA, ,1,10:00,1.7,40.0415,-74.9869,40.0364,-74.9906, ,
NJ01-0078,A,10/10/01,NCA, ,6,10:00,1.7,39.8458,-75.2686,39.8469,-75.2628, ,
NJ01-0080,A,10/15/01,NCA, ,12,10:00,1.8,38.977,-75.0971,38.9811,-75.1006, ,
NJ01-0082,A,09/20/01,NCA, ,8,10:00,.,39.2834,-75.2414,39.282,-75.2446, ,
NJ01-0084,A,08/22/01,NCA,UNSUCCESSFUL,., ,1.2,39.1862,-74.9132,.,., ,
NJ01-0086,A,09/20/01,NCA, ,6,10:00,.,39.2985,-75.1678,39.2988,-75.1776, ,
NJ01-0088,A,08/20/01,NCA, ,7,10:00,1.4,39.4475,-75.4112,39.4346,-75.411, ,
NJ01-0090,A,09/19/01,NCA,UNSUCCESSFUL,0, ,.,39.3924,-75.391,39.3888,-75.0395, ,
NJ01-0102,A,10/05/01,NCA, ,3,10:00,.,39.997,-74.1131,39.9965,-74.1185, ,
NJ01-0104,A,10/04/01,NCA, ,2,10:00,.,39.9407,-74.1796,39.9441,-74.1766, ,
NJ01-0106,A,10/04/01,NCA, ,4,10:00,.,39.8889,-74.1106,39.8841,-74.1112, ,
NJ01-0108,A,10/08/01,NCA,UNSUCCESSFUL,3,10:00,.,39.803,-74.1726,39.8009,-74.1723, ,
NJ01-0110,A,10/08/01,NCA, ,5,10:00,.,39.7013,-74.1794,39.7053,-74.18, ,
NJ01-0112,A,10/10/01,NCA, ,1,10:00,.,39.6054,-74.2606,39.6023,-74.2589, ,
NJ01-0114,A,10/11/01,NCA, ,7,10:00,.,39.543,-74.3098,39.5431,-74.306, ,
NJ01-0116,A,10/11/01,NCA, ,1,10:00,.,39.5355,-74.3769,39.5327,-74.373, ,
NJ01-0118,A,10/12/01,NCA, ,4,10:00,.,39.5543,-74.4666,39.5513,-74.4547, ,
NJ01-0120,A,10/18/01,NCA, ,8,10:00,.,39.6196,-74.6291,39.6214,-74.6256, ,
NJ01-0122,A,10/18/01,NCA, ,4,10:00,.,39.5856,-74.54,39.5998,-74.537, ,
NY01-0002,A,08/06/01,NCA, ,3,10:00,1.3,40.8001,-73.7707,40.8064,-73.768, ,
NY01-0004,B,08/06/01,NCA, ,0,10:00,1.7,40.8352,-73.6559,40.8413,-73.6583, ,
NY01-0006,A,08/06/01,NCA, ,3,10:00,1.5,40.8296,-73.7193,40.827,-73.7246, ,
NY01-0008,A,08/08/01,NCA, ,6,10:00,1.7,40.8824,-73.5416,40.8877,-73.5414, ,
NY01-0012,B,08/08/01,NCA, ,4,10:00,1.6,40.8932,-73.4907,40.8883,-73.4856, ,
NY01-0014,A,08/09/01,NCA, ,4,10:00,2.0,40.9197,-73.3629,40.9234,-73.3692, ,
NY01-0016,A,08/09/01,NCA, ,1,09:00,1.3,40.9152,-73.1721,40.9114,-73.1772, ,
NY01-0018,A,08/10/01,NCA, ,4,10:00,1.8,40.9624,-73.0827,40.9616,-73.0823, ,
NY01-0020,B,08/10/01,NCA, ,6,09:30,2.1,40.9666,-73.0812,40.9625,-73.0768, ,
NY01-0023,A,07/31/01,NCA, ,4,10:00,2.2,41.9397,-73.9518,41.9352,-73.9529, ,
NY01-0024,A,08/01/01,NCA,UNSUCCESSFUL,.,03:00,1.8,42.6597,-73.7352,.,., ,
NY01-0026,A,08/16/01,NCA, ,10,10:00,2.2,40.5025,-74.1432,40.504,-74.1376, ,
NY01-0028,A,07/26/01,NCA, ,7,10:00,2.1,40.5696,-73.9662,40.5691,-73.9734, ,
NY01-0032,A,07/26/01,NCA,UNSUCCESSFUL,., ,1.6,40.6316,-73.8745,.,., ,
NY01-0038,A,07/30/01,NCA,UNSUCCESSFUL,., ,3.0,40.9162,-73.9194,.,., ,
NY01-0040,A,07/25/01,NCA, ,1,10:00,2.1,40.6171,-73.5055,40.6236,-73.5075, ,
NY01-0042,A,07/24/01,NCA, ,4,10:00,1.8,40.6347,-73.2447,40.6382,-73.2384, ,
NY01-0044,A,07/25/01,NCA,UNSUCCESSFUL,., ,.,40.6517,-73.4724,.,., ,
NY01-0046,A,07/23/01,NCA, ,3,10:00,1.7,40.6828,-73.2058,40.6872,-73.2062, ,
NY01-0048,A,07/23/01,NCA, ,5,10:00,2.1,40.6976,-73.2401,40.7024,-73.2394, ,
NY01-0050,A,07/23/01,NCA, ,3,10:00,2.3,40.7393,-73.0001,40.7351,-73.0044, ,
NY01-0052,A,07/23/01,NCA, ,1,10:00,1.3,40.7928,-72.7188,40.7952,-72.7227, ,
NY01-0054,B,07/20/01,NCA, ,3,07:00,1.8,40.8481,-72.5395,40.8475,-72.5349, ,
NY01-0056,A,07/20/01,NCA, ,7,10:00,2.0,40.9266,-72.5996,40.9232,-72.5939, ,
NY01-0058,A,07/17/01,NCA, ,8,10:00,2.4,40.966,-72.4178,40.9706,-72.4117, ,
NY01-0060,A,07/18/01,NCA, ,6,07:00,.,40.042,-72.3318,40.0439,-72.3351, ,
NY01-0062,B,07/19/01,NCA, ,.,10:00,.,41.0746,-72.0348,41.079,-72.0388, ,
NY01-0066,A,07/19/01,NCA, ,2,10:00,.,41.0796,-72.0746,41.0841,-72.0752, ,
NY01-0068,A,07/19/01,NCA, ,1,10:00,.,41.1764,-72.1569,41.1794,-72.1516, ,
PA01-0002,A,10/09/01,NCA, ,6,10:00,1.8,39.9525,-75.1367,39.9656,-75.1378, ,
PA01-0004,A,09/26/01,NCA, ,1,10:00,1.4,39.9139,-75.2047,39.9118,-75.2053, ,
CT02-0220,A,10/01/02,EPA,SUCCESSFUL,15,20:00,.,.,.,.,., ,
CT02-0221,A,09/24/02,EPA,SUCCESSFUL,10,16:00,.,.,.,.,., ,
CT02-0222,A,09/24/02,EPA,SUCCESSFUL,18,30:00,.,.,.,.,., ,
CT02-0223,A,09/24/02,EPA,SUCCESSFUL,18,30:00,.,.,.,.,., ,
CT02-0224,A,09/24/02,EPA,SUCCESSFUL,15,16:00,.,.,.,.,., ,
CT02-0225,A,09/25/02,EPA,SUCCESSFUL,19,30:00,.,.,.,.,., ,
CT02-0226,A,09/25/02,EPA,SUCCESSFUL,21,30:00,.,.,.,.,., ,
CT02-0227,A,09/20/02,EPA,SUCCESSFUL,14,30:00,.,.,.,.,., ,
CT02-0228,A,09/23/02,EPA,SUCCESSFUL,17,30:00,.,.,.,.,., ,
CT02-0229,A,09/17/02,EPA,SUCCESSFUL,5,30:00,.,.,.,.,., ,
CT02-0230,A,09/17/02,EPA,SUCCESSFUL,8,30:00,.,.,.,.,., ,
CT02-0231,A,09/17/02,EPA,SUCCESSFUL,8,30:00,.,.,.,.,., ,
CT02-0232,A,09/17/02,EPA,SUCCESSFUL,7,30:00,.,.,.,.,., ,
CT02-0233,A,09/16/02,EPA,SUCCESSFUL,9,30:00,.,.,.,.,., ,
CT02-0234,A,09/16/02,EPA,SUCCESSFUL,12,30:00,.,.,.,.,., ,
DE02-0009,A,10/02/02,EPA,UNSUCCESSFUL,., ,.,38.9406,-75.339,.,.,DE02-0009-STRL,
DE02-0021,A,09/19/02,EPA,SUCCESSFUL,3,04:30,2.0,39.0235,-76.0686,39.0253,-76.065,DE02-0021-STRL,
DE02-0033,A,09/11/02,EPA,UNSUCCESSFUL,.,10:00,2.0,39.1415,-75.1634,39.1385,-75.1743,DE02-0033-STRL,
DE02-0047,A,08/07/02,EPA,UNSUCCESSFUL,.,10:00,.,39.768,-75.4722,.,.,DE02-0047-STRL,
DE02-0051,A,08/01/02,EPA,SUCCESSFUL,10,10:00,.,39.511,-75.553,39.5145,-75.5512,DE02-0051-STRL,
DE02-0053,A,08/01/02,EPA,SUCCESSFUL,7,10:00,.,39.3496,-75.5486,39.3732,-75.4666,DE02-0053-STRL,
DE02-0055,A,08/01/02,EPA,SUCCESSFUL,11,10:00,.,39.1993,-75.3598,39.2035,-75.359,DE02-0055-STRL,
DE02-0057,A,07/29/02,EPA,SUCCESSFUL,8,10:00,.,38.9146,-75.0991,38.9205,-75.0972,DE02-0057-STRL,
DE02-0202,A,09/26/02,EPA,SUCCESSFUL,5,04:30,2.0,38.8038,-75.1953,38.8025,-75.1915,DE02-0202-STRL,
DE02-0205,A,09/12/02,EPA,SUCCESSFUL,2,04:30,2.0,38.9322,-76.1629,38.9296,-76.1579,DE02-0205-STRL,
DE02-0207,A,09/12/02,EPA,SUCCESSFUL,4,04:30,2.0,38.9442,-76.0513,38.9417,-76.0519,DE02-0207-STRL,
DE02-0211,A,09/12/02,EPA,SUCCESSFUL,4,04:30,2.0,38.9717,-76.1157,38.9749,-76.116,DE02-0211-STRL,
DE02-0215,A,10/01/02,EPA,SUCCESSFUL,7,04:30,2.0,38.9826,-75.3243,38.9832,-75.3288,DE02-0215-STRL,
DE02-0217,A,10/03/02,EPA,SUCCESSFUL,7,04:30,2.1,38.9853,-75.1783,38.9883,-75.1815,DE02-0217-STRL,
DE02-0219,A,09/19/02,EPA,SUCCESSFUL,3,05:00,2.0,39.0368,-76.0437,39.0388,-76.0413,DE03-0219-STRL,
DE02-0222,A,10/08/02,EPA,UNSUCCESSFUL,., ,.,39.051,-75.2139,.,.,DE02-0222-STRL,
DE02-0226,A,10/08/02,EPA,SUCCESSFUL,5,04:30,2.0,39.0901,-75.2542,39.0884,-75.2502,DE02-0226-STRL,
DE02-0233,A,10/10/02,EPA,SUCCESSFUL,3,04:30,2.0,39.2641,-75.1841,39.2596,-75.1782,DE02-0233-STRL,
DE02-0235,A,09/11/02,EPA,SUCCESSFUL,3,10:00,2.0,39.2987,-75.237,39.2994,-75.2438,DE02-0235-STRL,
DE02-0237,A,08/22/02,EPA,SUCCESSFUL,7,10:00,.,39.2245,-75.3998,39.2275,-75.4009,DE02-0237-STRL,
DE02-0239,A,07/31/02,EPA,SUCCESSFUL,16,10:00,.,39.1023,-75.3184,39.1001,-75.3151,DE02-0239-STRL,
DE02-0241,A,08/23/02,EPA,SUCCESSFUL,5,10:00,.,39.0174,-75.3119,39.014,-75.3113,DE02-0241-STRL,
DE02-0243,A,07/29/02,EPA,SUCCESSFUL,12,10:00,.,38.91,-75.2111,38.9093,-75.2075,DE02-0243-STRL,
DE02-0245,A,08/21/02,EPA,SUCCESSFUL,4,10:00,.,38.8007,-75.1324,38.8037,-75.1311,DE02-0245-STRL,
DE02-0246,A,08/21/02,EPA,SUCCESSFUL,3,10:00,.,38.803,-75.1881,38.805,-75.1914,DE02-0246-STRL,
DE02-0251,A,08/22/02,EPA,SUCCESSFUL,5,10:00,.,39.2652,-75.4454,39.2652,-75.4414,DE02-0251-STRL,
DE02-0252,B,08/20/02,EPA,SUCCESSFUL,4,10:00,.,39.3537,-75.543,39.3508,-75.5439,DE02-0252-STRL,
DE02-0255,A,09/17/02,EPA,SUCCESSFUL,3,10:00,.,39.4993,-75.529,39.499,-75.5255,DE02-0255-STRL,
DE02-0259,A,09/16/02,EPA,UNSUCCESSFUL,., ,.,39.7365,-75.5337,.,.,DE02-0259-STRL,
NH02-0027,A,08/26/02,EPA,SUCCESSFUL,1,10:00,2.3,43.0737,-70.8691,43.0681,-70.8682,NH02-0027-STND,
NH02-0051,A,07/31/02,EPA,SUCCESSFUL,1,10:00,2.4,43.1222,-70.8392,43.1257,-70.8455,NH02-0051-STND,
NH02-0206,A,08/05/02,EPA,SUCCESSFUL,1,10:00,2.6,42.9145,-70.819,42.9037,-70.8228,NH02-0206-STND,
NH02-0208,B,08/05/02,EPA,SUCCESSFUL,0,10:00,2.6,42.9104,-70.8285,42.9149,-70.8344,NH02-0208-STND,
NH02-0213,A,08/01/02,EPA,SUCCESSFUL,3,10:00,2.5,43.0306,-70.936,43.0252,-70.9345,NH02-0213-STND,
NH02-0215,A,08/01/02,EPA,SUCCESSFUL,3,10:00,2.5,43.0497,-70.9147,43.0447,-70.9164,NH02-0215-STND,
NH02-0217,A,08/16/02,EPA,UNSUCCESSFUL,.,06:00,2.0,43.0604,-70.8969,43.0607,-70.9008,NH02-0217-TRWL,
NH02-0219,A,08/20/02,EPA,SUCCESSFUL,3,10:00,2.5,43.0563,-70.8447,43.0585,-70.8537,NH02-0219-STND,
NH02-0221,A,08/06/02,EPA,SUCCESSFUL,1,10:00,2.6,43.0521,-70.7651,43.0507,-70.7652,NH04-0221-STND,
NH02-0223,A,08/06/02,EPA,UNSUCCESSFUL,.,04:00,.,43.0558,-70.7162,43.0552,-70.7187,NH02-0223-TRWL,
NH02-0225,A,08/19/02,EPA,SUCCESSFUL,3,10:00,2.9,43.0648,-70.9083,43.0658,-70.9163,NH02-0225-STND,
NH02-0230,B,08/06/02,EPA,SUCCESSFUL,1,10:00,2.4,43.0648,-70.7291,43.0691,-70.7313,NH02-0230-STND,
NH02-0233,A,09/04/02,EPA,SUCCESSFUL,4,10:00,2.3,43.0768,-70.8965,43.0793,-70.8901,NH02-0233-STND,
NH02-0235,A,08/08/02,EPA,UNSUCCESSFUL,.,10:00,2.1,43.083,-70.8644,43.0876,-70.862,NH02-0235-STND,
NH02-0245,A,08/08/02,EPA,SUCCESSFUL,0,10:00,2.8,43.1065,-70.8557,43.1123,-70.8555,NH02-0245-STND,
NH02-0249,A,08/19/02,EPA,SUCCESSFUL,5,10:00,2.9,43.1324,-70.886,43.127,-70.88,NH02-0249-STND,
NH02-0254,B,08/02/02,EPA,SUCCESSFUL,1,10:00,2.6,43.1464,-70.8337,43.1402,-70.8323,NH02-0254-STND,
NH02-0256,A,08/02/02,EPA,SUCCESSFUL,2,10:00,2.6,43.1542,-70.8323,43.1597,-70.8288,NH02-0256-STND,
NH02-0261,B,08/07/02,EPA,SUCCESSFUL,0,10:00,2.4,43.1902,-70.8275,43.1847,-70.8297,NH02-0261-STND,
NH02-0264,B,08/07/02,EPA,UNSUCCESSFUL,.,01:12,2.2,43.2167,-70.814,43.2166,-70.8144,NH02-0264-STND,
NJ02-0003,A,10/07/02,EPA,SUCCESSFUL,1,10:00,1.5,40.4336,-74.0386,40.4379,-74.0376,NJ02-0003-STRL,
NJ02-0013,A,09/05/02,EPA,SUCCESSFUL,5,10:00,.,40.8036,-74.1397,40.8068,-74.1391,NJ02-0013-STRL,
NJ02-0023,A,09/26/02,EPA,SUCCESSFUL,3,10:00,.,39.2036,-74.6554,39.2059,-74.6533,NJ02-0023-STRL,
NJ02-0033,A,09/26/02,EPA,UNSUCCESSFUL,., ,.,39.4428,-74.4551,.,.,NJ02-0033-STRL,
NJ02-0043,A,09/04/02,EPA,SUCCESSFUL,2,10:00,.,39.6389,-74.2053,39.6424,-74.2059,NJ02-0043-STRL,
NJ02-0053,A,08/27/02,EPA,SUCCESSFUL,6,10:00,.,40.0916,-74.0779,40.0949,-74.0815,NJ02-0053-STRL,
NJ02-0073,A,08/05/02,EPA,UNSUCCESSFUL,2,10:00,.,40.0801,-74.8731,40.0806,-74.8691,NJ02-0073-TRL,
NJ02-0075,A,08/06/02,EPA,UNSUCCESSFUL,.,10:00,.,39.9795,-75.0703,39.9768,-75.0743,NJ02-0075-STRL,
NJ02-0079,A,08/06/02,EPA,UNSUCCESSFUL,.,10:00,.,39.8432,-75.3424,39.8452,-75.3378,NJ02-0079-STRL,
NJ02-0081,A,07/30/02,EPA,SUCCESSFUL,13,10:00,.,39.0861,-75.1841,39.0827,-75.1804,NJ02-0081-STRL,
NJ02-0200,A,09/06/02,EPA,SUCCESSFUL,1,10:00,.,40.4638,-74.2519,40.4662,-74.2467,NJ02-0200-STRL,
NJ02-0203,A,09/06/02,EPA,SUCCESSFUL,3,10:00,.,40.4888,-74.4203,40.4877,-74.4247,NJ02-0203-STRL,
NJ02-0205,A,10/10/02,EPA,SUCCESSFUL,3,10:00,.,40.4805,-74.0374,40.4849,-74.0361,NJ02-0205-STRL,
NJ02-0206,A,10/10/02,EPA,SUCCESSFUL,6,10:00,.,40.6903,-74.1243,40.6856,-74.1265,NJ02-0206-STRL,
NJ02-0208,A,09/05/02,EPA,SUCCESSFUL,2,10:00,.,40.7648,-74.1585,40.7681,-74.1569,NJ02-0208-STRL,
NJ02-0211,A,10/07/02,EPA,UNSUCCESSFUL,.,10:00,1.5,40.9586,-73.9053,.,.,NJ02-0211-STRL,
NJ02-0213,A,09/25/02,EPA,UNSUCCESSFUL,.,10:00,.,38.9952,-74.8286,38.9957,-74.8226,NJ02-0213-STRL,
NJ02-0214,A,09/25/02,EPA,SUCCESSFUL,1,10:00,.,39.0416,-74.7733,39.0445,-74.7707,NJ02-0214-STRL,
NJ02-0216,A,09/25/02,EPA,SUCCESSFUL,3,10:00,.,39.1186,-74.7232,39.1202,-74.7183,NJ02-0216-STRL,
NJ02-0219,A,09/24/02,EPA,SUCCESSFUL,6,10:00,.,39.2906,-74.6595,39.2887,-74.6555,NJ02-0219-STRL,
NJ02-0221,A,09/11/02,EPA,SUCCESSFUL,2,10:00,.,39.3486,-74.7094,39.3459,-74.7078,NJ02-0221-STRL,
NJ02-0222,A,09/24/02,EPA,UNSUCCESSFUL,.,08:00,.,39.3419,-74.4776,39.3436,-74.4745,NJ02-0222-STRL,
NJ02-0224,A,09/11/02,EPA,SUCCESSFUL,6,10:00,.,39.4473,-74.7295,39.4484,-74.7251,NJ02-0224-STRL,
NJ02-0227,A,09/23/02,EPA,UNSUCCESSFUL,.,10:00,.,39.457,-74.3803,39.461,-74.3811,NJ02-0227-STRL,
NJ02-0229,A,09/03/02,EPA,SUCCESSFUL,3,10:00,.,39.5813,-74.535,39.5825,-74.5376,NJ02-0229-STRL,
NJ02-0230,A,08/15/02,EPA,SUCCESSFUL,4,10:00,.,39.5366,-74.3338,39.5344,-74.3335,NJ02-0230-STRL,
NJ02-0232,A,09/03/02,EPA,UNSUCCESSFUL,., ,.,.,.,.,.,NJ02-0232-STRL,
NJ02-0235,A,09/04/02,EPA,SUCCESSFUL,4,10:00,.,39.7661,-74.1061,39.7644,-74.1096,NJ02-0235-STRL,
NJ02-0237,C,08/28/02,EPA,SUCCESSFUL,1,10:00,.,39.8047,-74.1044,39.806,-74.1001,NJ02-0237-STRL,
NJ02-0238,A,08/28/02,EPA,SUCCESSFUL,2,10:00,.,39.9373,-74.1118,39.9382,-74.1078,NJ02-0238-STRL,
NJ02-0240,A,08/27/02,EPA,SUCCESSFUL,5,10:00,.,40.0167,-74.0737,40.0196,-74.0706,NJ02-0240-STRL,
NJ02-0243,A,08/29/02,EPA,UNSUCCESSFUL,.,00:01,.,40.1836,-74.0519,.,.,NJ02-0243-STRL,
NJ02-0246,A,08/16/02,EPA,SUCCESSFUL,1,08:00,.,40.388,-74.0146,40.3872,-74.0153,NJ02-0246-STRL,
NJ02-0249,A,07/30/02,EPA,SUCCESSFUL,14,10:00,.,38.9746,-74.9807,38.9702,-74.9802,NJ02-0249-STRL,
NJ02-0251,A,07/31/02,EPA,SUCCESSFUL,10,10:00,.,39.0233,-75.0805,39.029,-75.0811,NJ02-0251-STRL,
NJ02-0253,A,07/31/02,EPA,SUCCESSFUL,8,10:00,.,39.1989,-75.2181,39.2061,-75.2214,NJ02-0253-STRL,
NJ02-0255,A,10/03/02,EPA,SUCCESSFUL,5,10:00,.,39.1276,-74.9228,39.1287,-74.9209,NJ02-0255-STRL,
NJ02-0257,A,09/19/02,EPA,SUCCESSFUL,7,10:00,.,39.2471,-75.2059,39.2505,-75.2059,NJ02-0257-STRL,
NJ02-0259,A,09/19/02,EPA,SUCCESSFUL,3,10:00,.,39.3209,-75.3339,39.3172,-75.3311,NJ02-0259-STRL,
NJ02-0260,A,10/14/02,EPA,SUCCESSFUL,8,10:00,.,38.9673,-74.9566,38.9674,-74.9537,NJ02-0260-STRL,
NJ02-0261,A,10/14/02,EPA,SUCCESSFUL,4,10:00,.,38.9631,-74.9275,38.9619,-74.9238,NJ02-0261-STRL,
NJ02-0262,A,10/03/02,EPA,UNSUCCESSFUL,., ,.,39.1799,-74.8348,.,.,NJ02-0262-STRL,
NJ02-0264,A,09/18/02,EPA,SUCCESSFUL,6,08:00,.,39.2118,-75.1054,39.2149,-75.1036,NJ02-0264-STRL,
NJ02-0266,A,09/19/02,EPA,SUCCESSFUL,6,10:00,.,39.3159,-75.2903,39.3148,-75.2863,NJ02-0266-STRL,
NJ02-0268,A,10/01/02,EPA,UNSUCCESSFUL,., ,.,39.3711,-75.0344,.,.,NJ02-0268-STRL,
NJ02-0270,A,10/01/02,EPA,SUCCESSFUL,4,10:00,.,39.4032,-75.2323,39.4071,-75.2315,NJ02-0270-STRL,
NJ02-0272,C,09/17/02,EPA,SUCCESSFUL,4,10:00,.,39.5837,-75.4919,39.5812,-75.4945,NJ02-0272-STRL,
NY02-0001,A,09/10/02,EPA,SUCCESSFUL,3,10:00,1.8,40.7824,-73.7602,40.7887,-73.7622,S001,
NY02-0001,A,09/10/02,EPA,SUCCESSFUL,5,10:00,1.9,40.783,-73.7596,40.7888,-73.7622,S002,
NY02-0003,A,05/03/02,EPA,SUCCESSFUL,4,10:00,1.9,40.7988,-73.7656,40.7937,-73.7618,S001,
NY02-0003,A,05/03/02,EPA,SUCCESSFUL,4,10:00,2.3,40.7986,-73.766,40.793,-73.7623,S002,
NY02-0005,A,05/02/02,EPA,SUCCESSFUL,4,10:00,1.4,40.836,-73.7415,40.8396,-73.748,S001,
NY02-0005,A,05/02/02,EPA,SUCCESSFUL,2,10:00,1.7,40.8358,-73.7416,40.8398,-73.7486,S002,
