Dataset:              Fish Species Abundance Data
File Name:            va91_4_2.txt
Date Created:         02/23/96
# Variables:          6
# Header Records:     16
# Data Records:       477
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              T_ABN        # of individuals collected of the taxon
              M_LEN        Mean length (mm) of fish in taxon
              SDLEN        Standard dev. (mm) of length

STA_NAME   DATE LATIN NAME                               T_ABN    M_LEN  SDLEN
VA91-382 910815 CYNOSCION REGALIS                           16   114.81  11.98
VA91-382 910815 MUSTELUS CANIS                               4   508.25  20.21
VA91-382 910815 OPSANUS TAU                                  2   207.00 145.66
VA91-382 910815 PEPRILUS TRIACANTHUS                         5   114.20  10.06
VA91-382 910815 PLEURONECTES AMERICANUS                     26   188.15  38.27
VA91-382 910815 PRIONOTUS EVOLANS                            1   220.00    .  
VA91-382 910815 SPHOEROIDES MACULATUS                        1    61.00    .  
VA91-382 910815 STENOTOMUS CHRYSOPS                         14   175.36  34.08
VA91-382 910815 TAUTOGOLABRUS ADSPERSUS                      1   132.00    .  
VA91-384 910827 CYNOSCION REGALIS                            1    91.00    .  
VA91-384 910827 SCOMBEROMORUS CAVALLA                        1   153.00    .  
VA91-384 910827 TRINECTES MACULATUS                          2    93.50   6.36
VA91-385 910822 BREVOORTIA TYRANNUS                          1    69.00    .  
VA91-385 910822 ENCHELYOPUS CIMBRIUS                         1   210.00    .  
VA91-385 910822 PEPRILUS TRIACANTHUS                         6    77.50  12.63
VA91-385 910822 PLEURONECTES AMERICANUS                      2    95.00  28.28
VA91-385 910822 STENOTOMUS CHRYSOPS                         19   100.00   0.00
VA91-386 910806 PRIONOTUS EVOLANS                            1   288.00    .  
VA91-386 910806 SCOPHTHALMUS AQUOSUS                         2   140.50  89.80
VA91-386 910806 STENOTOMUS CHRYSOPS                          1   136.00    .  
VA91-387 910805 STENOTOMUS CHRYSOPS                          1   144.00    .  
VA91-388 910805 PARALICHTHYS OBLONGUS                        3   281.67   7.64
VA91-388 910805 PEPRILUS TRIACANTHUS                        35    67.25  10.14
VA91-388 910805 PLEURONECTES AMERICANUS                      7   219.29  19.86
VA91-388 910805 POMATOMUS SALTATRIX                          2   137.50   9.19
VA91-388 910805 PRIONOTUS EVOLANS                            1   300.00    .  
VA91-388 910805 RAJA OCELLATA                                1   250.00    .  
VA91-388 910805 STENOTOMUS CHRYSOPS                          5   139.40   9.86
VA91-389 910816 ETROPUS MICROSTOMUS                          2    85.00   7.07
VA91-389 910816 PEPRILUS TRIACANTHUS                         6    62.17   7.52
VA91-389 910816 RAJA OCELLATA                                1   450.00    .  
VA91-390 910905 ETROPUS MICROSTOMUS                          2   115.00  35.36
VA91-390 910905 PEPRILUS TRIACANTHUS                        13    51.69   9.43
VA91-390 910905 STENOTOMUS CHRYSOPS                         73    59.07  10.08
VA91-391 910903 ETROPUS MICROSTOMUS                          1   150.00    .  
VA91-391 910903 PEPRILUS TRIACANTHUS                         2    40.00   0.00
VA91-391 910903 STENOTOMUS CHRYSOPS                          3    63.33   5.77
VA91-392 910823 CENTROPRISTIS STRIATA                        1   155.00    .  
VA91-392 910823 CYNOSCION REGALIS                            2   126.00  28.28
VA91-392 910823 PEPRILUS TRIACANTHUS                         3    75.00   9.54
VA91-392 910823 PLEURONECTES AMERICANUS                      2    92.50  17.68
VA91-392 910823 POMATOMUS SALTATRIX                          1   110.00    .  
VA91-392 910823 SELENE SETAPINNIS                            2   154.00   7.07
VA91-392 910823 STENOTOMUS CHRYSOPS                         58    76.27  41.70
VA91-394 910905 STENOTOMUS CHRYSOPS                         55    59.53   8.73
VA91-397 910827 AMEIURUS CATUS                               4   231.75  53.85
VA91-397 910827 CYNOSCION REGALIS                           13   132.15  99.99
VA91-397 910827 MORONE AMERICANA                            40   152.31  14.30
VA91-397 910827 POMATOMUS SALTATRIX                          1   167.00    .  
VA91-397 910827 TRINECTES MACULATUS                          1    75.00    .  
VA91-398 910811 PEPRILUS TRIACANTHUS                         3    50.67   2.89
VA91-399      .                                              .      .      .  
VA91-402 910723 PARALICHTHYS DENTATUS                        1   350.00    .  
VA91-403 910821 ALOSA PSEUDOHARENGUS                        14    96.71  13.05
VA91-403 910821 AMEIURUS CATUS                               3   182.67  98.08
VA91-403 910821 ICTALURUS PUNCTATUS                         18   241.61  44.28
VA91-403 910821 MORONE AMERICANA                            23   210.91  17.78
VA91-403 910821 TRINECTES MACULATUS                          1   116.00    .  
VA91-404 910724 ETROPUS MICROSTOMUS                          1   102.00    .  
VA91-404 910724 MUSTELUS CANIS                               1   430.00    .  
VA91-404 910724 PEPRILUS TRIACANTHUS                         1    63.00    .  
VA91-404 910724 STENOTOMUS CHRYSOPS                         21    68.38  39.92
VA91-405 910904 BREVOORTIA TYRANNUS                          1    64.00    .  
VA91-405 910904 CONGER OCEANICUS                             1   201.00    .  
VA91-405 910904 PARALICHTHYS DENTATUS                        7   403.43  19.78
VA91-405 910904 PLEURONECTES AMERICANUS                      5   115.60  35.55
VA91-405 910904 PRIONOTUS CAROLINUS                          1   119.00    .  
VA91-406 910729 STENOTOMUS CHRYSOPS                          4      .      .  
VA91-406 910729 TAUTOGA ONITIS                               1   168.00    .  
VA91-407 910729 RAJA ERINACEA                                1   420.00    .  
VA91-407 910729 STENOTOMUS CHRYSOPS                          3      .      .  
VA91-408 910730 PEPRILUS TRIACANTHUS                         1      .      .  
VA91-408 910730 STENOTOMUS CHRYSOPS                         55      .      .  
VA91-409 910726 PEPRILUS TRIACANTHUS                         1    64.00    .  
VA91-409 910726 STENOTOMUS CHRYSOPS                          3    39.67   4.73
VA91-411 910828 ALOSA PSEUDOHARENGUS                         1    71.00    .  
VA91-411 910828 AMEIURUS NATALIS                             1      .      .  
VA91-411 910828 AMEIURUS NEBULOSUS                           1   200.00    .  
VA91-411 910828 BREVOORTIA TYRANNUS                          1    75.00    .  
VA91-411 910828 MORONE AMERICANA                             5   131.40   3.44
VA91-411 910828 MORONE SAXATILIS                             1      .      .  
VA91-411 910828 TRINECTES MACULATUS                          8    86.25  23.11
VA91-413 910809 PARALICHTHYS DENTATUS                        4   225.00   7.79
VA91-413 910809 PLEURONECTES AMERICANUS                      3   164.33  20.79
VA91-413 910809 PRIONOTUS EVOLANS                            1    91.00    .  
VA91-413 910809 STENOTOMUS CHRYSOPS                          8    59.75   7.65
VA91-414 910728 PEPRILUS TRIACANTHUS                         6    72.17  11.91
VA91-414 910728 STENOTOMUS CHRYSOPS                         11   106.64  39.04
VA91-415 910730 STENOTOMUS CHRYSOPS                         62      .      .  
VA91-416 910726 NO ORGANISMS PRESENT                         0      .      .  
VA91-418 910811 STENOTOMUS CHRYSOPS                        282    73.40   5.10
VA91-421 910810 OPSANUS TAU                                  1   160.00    .  
VA91-421 910810 PLEURONECTES AMERICANUS                     13   122.85  18.97
VA91-421 910810 PRIONOTUS EVOLANS                            7    78.14  12.54
VA91-421 910810 SPHOEROIDES MACULATUS                        1    75.00    .  
VA91-421 910810 STENOTOMUS CHRYSOPS                         20   138.15  25.46
VA91-421 910810 TRINECTES MACULATUS                          8    86.88  15.40
VA91-422 910829 ALOSA AESTIVALIS                             1    95.00    .  
VA91-422 910829 AMEIURUS CATUS                               1   150.00    .  
VA91-422 910829 CLUPEA HARENGUS                              1   194.00    .  
VA91-422 910829 MORONE AMERICANA                            53   151.17  14.36
VA91-422 910829 TRINECTES MACULATUS                          2    69.00   4.24
VA91-424 910829 ALOSA AESTIVALIS                             2    81.00   4.24
VA91-424 910829 MORONE AMERICANA                             7   116.43  26.68
