PUBLICATION_DATE,TAXA_ID,TARGET_TAXON,APHIA_ID,ITISTSN,HABITAT,PHYLUM,CLASS,ORDER,FAMILY
4/27/2021,1278,MACTRIDAE,230,,EST,MOLLUSCA,BIVALVIA,,MACTRIDAE
4/27/2021,1279,MACTROMERIS POLYNYMA,156863,,EST,MOLLUSCA,BIVALVIA,,MACTRIDAE
4/27/2021,1280,MACTROTOMA FRAGILIS,420850,,EST,MOLLUSCA,BIVALVIA,,MACTRIDAE
4/27/2021,1281,MACTROTOMA NASUTA,505725,,EST,MOLLUSCA,BIVALVIA,,MACTRIDAE
4/27/2021,1282,MACULAURA ALASKENSIS,894172,,EST,NEMERTEA,ANOPLA,,LINEIDAE
4/27/2021,1283,MAERA DANAE,158037,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,MAERIDAE
4/27/2021,1284,MAGELONA,129341,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
4/27/2021,1285,MAGELONA BERKELEYI,329125,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
4/27/2021,1286,MAGELONA HOBSONAE,254748,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
4/27/2021,1287,MAGELONA LONGICORNIS,254749,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
4/27/2021,1288,MAGELONA PETTIBONEAE,329153,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
4/27/2021,1289,MAGELONA POLYDENTATA,329156,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
4/27/2021,1290,MAGELONA ROSEA,130273,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
4/27/2021,1291,MAGELONA SACCULATA,329161,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
4/27/2021,1292,MAGELONA SPINIFERA,578016,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
4/27/2021,1293,MAGELONA UEBELACKERAE,578017,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
4/27/2021,1294,MAGELONIDAE,914,,EST,ANNELIDA,POLYCHAETA,,MAGELONIDAE
4/27/2021,1295,MAJOIDEA,106700,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,
4/27/2021,1296,MALACOBDELLA GROSSA,122641,,EST,NEMERTEA,ENOPLA,MONOSTILIFERA,MALACOBDELLIDAE
4/27/2021,1297,MALACOCEROS INDICUS,209864,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1298,MALACOCEROS VANDERHORSTI,333955,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1299,MALACOSTRACA,1071,,EST,ARTHROPODA,MALACOSTRACA,,
4/27/2021,1300,MALDANE,129352,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,1301,MALDANE CALIFORNIENSIS,329171,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,1302,MALDANE GLEBIFEX,130303,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,1303,MALDANE SARSI,130305,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,1304,MALDANIDAE,923,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,1305,MALDANINAE,154938,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,1306,MALMGRENIELLA,129499,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
4/27/2021,1307,MALMGRENIELLA BANSEI,329197,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
4/27/2021,1308,MALMGRENIELLA LIEI,329204,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
4/27/2021,1309,MALMGRENIELLA MACCRARYAE,329205,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
4/27/2021,1310,MALMGRENIELLA MACGINITIEI,329206,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
4/27/2021,1311,MALMGRENIELLA PIERCEAE,329210,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
4/27/2021,1312,MALMGRENIELLA SCRIPTORIA,333961,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
4/27/2021,1313,MALMGRENIELLA TAYLORI,329213,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,POLYNOIDAE
4/27/2021,1314,MANAYUNKIA,129535,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,FABRICIIDAE
4/27/2021,1315,MANAYUNKIA AESTUARINA,130926,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,FABRICIIDAE
4/27/2021,1316,MANAYUNKIA SPECIOSA,155021,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,FABRICIIDAE
4/27/2021,1317,MANAYUNKIA SPECIOSA,155021,68172,GL,ANNELIDA,POLYCHAETA,SABELLIDA,FABRICIIDAE
4/27/2021,1318,MANCOCUMA STELLIFERA,157833,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,BODOTRIIDAE
4/27/2021,1319,MANDIBULOPHOXUS GILESI,548818,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE
4/27/2021,1320,MARENZELLERIA,129615,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1321,MARENZELLERIA VIRIDIS,131135,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1322,MARGARITES SALMONEUS,534176,,EST,MOLLUSCA,GASTROPODA,TROCHIDA,MARGARITIDAE
4/27/2021,1323,MARGINELLIDAE,23025,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,MARGINELLIDAE
4/27/2021,1324,MARPHYSA,129281,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,EUNICIDAE
4/27/2021,1325,MARPHYSA BELLII,130072,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,EUNICIDAE
4/27/2021,1326,MARPHYSA DISJUNCTA,329241,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,EUNICIDAE
4/27/2021,1327,MARPHYSA SANGUINEA,130075,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,EUNICIDAE
4/27/2021,1328,MARSTONIA DECEPTA,,70534,GL,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE
4/27/2021,1329,MARSTONIA LUSTRICA,719381,70537,GL,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE
4/27/2021,1330,MARVINMEYERIA LUCIDA,,69383,GL,ANNELIDA,CLITELLATA,HIRUDINIDA,GLOSSIPHONIIDAE
4/27/2021,1331,MASTOBRANCHUS VARIABILIS,329276,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1332,MAYERELLA,158040,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CAPRELLIDAE
4/27/2021,1333,MAYERELLA ACANTHOPODA,430955,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CAPRELLIDAE
4/27/2021,1334,MAYERELLA BANKSIA,430956,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CAPRELLIDAE
4/27/2021,1335,MAYERELLA LIMICOLA,158041,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CAPRELLIDAE
4/27/2021,1336,MAYERELLA REDUNCA,430957,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CAPRELLIDAE
4/27/2021,1337,MEDIOMASTUS,129218,67438,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1338,MEDIOMASTUS,129218,67438,GL,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1339,MEDIOMASTUS AMBISETA,157482,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1340,MEDIOMASTUS CALIFORNIENSIS,157483,,EST,ANNELIDA,POLYCHAETA,,CAPITELLIDAE
4/27/2021,1341,MEGAMOERA DENTATA,423508,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,MELITIDAE
4/27/2021,1342,MEGASYLLIS NIPPONICA,759947,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,SYLLIDAE
4/27/2021,1343,MEIOCERAS NITIDUM,419602,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,CAECIDAE
4/27/2021,1344,MELANELLA CONOIDEA,419843,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,EULIMIDAE
4/27/2021,1345,MELANELLA EBURNEA,537003,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,EULIMIDAE
4/27/2021,1346,MELANOCHLAMYS DIOMEDEA,576296,,EST,MOLLUSCA,GASTROPODA,CEPHALASPIDEA,AGLAJIDAE
4/27/2021,1347,MELINNA,129168,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
4/27/2021,1348,MELINNA CRISTATA,129804,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
4/27/2021,1349,MELINNA HETERODONTA,333996,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
4/27/2021,1350,MELINNA MACULATA,157486,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
4/27/2021,1351,MELINNA OCULATA,329315,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,AMPHARETIDAE
4/27/2021,1352,MELITA,101679,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,MELITIDAE
4/27/2021,1353,MELITA DENTATA,102837,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,MELITIDAE
4/27/2021,1354,MELITA NITIDA,146922,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,MELITIDAE
4/27/2021,1355,MELITIDAE,101397,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,MELITIDAE
4/27/2021,1356,MELLITA QUINQUIESPERFORATA,158065,,EST,ECHINODERMATA,ECHINOIDEA,CLYPEASTEROIDA,MELLITIDAE
4/27/2021,1357,MENETUS (MICROMENETUS),1000161,573260,GL,MOLLUSCA,GASTROPODA,,PLANORBIDAE
4/27/2021,1358,MERCENARIA CAMPECHIENSIS,422678,,EST,MOLLUSCA,BIVALVIA,VENERIDA,VENERIDAE
4/27/2021,1359,MERCENARIA MERCENARIA,141919,,EST,MOLLUSCA,BIVALVIA,VENERIDA,VENERIDAE
4/27/2021,1360,MESOCHAETOPTERUS,129230,,EST,ANNELIDA,POLYCHAETA,,CHAETOPTERIDAE
4/27/2021,1361,MESOCHAETOPTERUS TAYLORI,157487,,EST,ANNELIDA,POLYCHAETA,,CHAETOPTERIDAE
4/27/2021,1362,MESOCRANGON MUNITELLA,515563,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,CRANGONIDAE
4/27/2021,1363,MESOKALLIAPSEUDES MACSWEENYI,731610,,EST,ARTHROPODA,MALACOSTRACA,TANAIDACEA,KALLIAPSEUDIDAE
4/27/2021,1364,METACAPRELLA KENNERLYI,430960,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CAPRELLIDAE
4/27/2021,1365,METACARCINUS GRACILIS,440387,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,CANCRIDAE
4/27/2021,1366,METACARCINUS MAGISTER,440388,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,CANCRIDAE
4/27/2021,1367,METAPHOXUS FREQUENS,549068,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE
4/27/2021,1368,METAPROTELLA HUMMELINCKI,430963,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CAPRELLIDAE
4/27/2021,1369,METASYCHIS DISPARIDENTATUS,,,EST,ANNELIDA,POLYCHAETA,,MALDANIDAE
4/27/2021,1370,METATIRON TROPAKIS,421542,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,SYNOPIIDAE
4/27/2021,1371,METHARPINIA FLORIDANA,421534,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,PHOXOCEPHALIDAE
4/27/2021,1372,METOPA CISTELLA,555083,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,STENOTHOIDAE
4/27/2021,1373,METOPA DAWSONI,555087,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,STENOTHOIDAE
4/27/2021,1374,METOPELLA,101765,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,STENOTHOIDAE
4/27/2021,1375,METOPELLA ANGUSTA,157849,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,STENOTHOIDAE
4/27/2021,1376,METRIOCNEMUS,,128821,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1377,MICROCHIRONOMUS,,129532,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1378,MICRODEUTOPUS ANOMALUS,102043,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AORIDAE
4/27/2021,1379,MICRODEUTOPUS GRYLLOTALPA,102048,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,AORIDAE
4/27/2021,1380,MICROEULIMA HEMPHILLII,419849,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,EULIMIDAE
4/27/2021,1381,MICROJASSA BOREOPACIFICA,491782,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,ISCHYROCERIDAE
4/27/2021,1382,MICROPHIOPHOLIS ATRA,158072,,EST,ECHINODERMATA,OPHIUROIDEA,AMPHILEPIDIDA,AMPHIURIDAE
4/27/2021,1383,MICROPHTHALMUS,129313,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,HESIONIDAE
4/27/2021,1384,MICROPHTHALMUS ABERRANS,130168,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,HESIONIDAE
4/27/2021,1385,MICROPHTHALMUS HARTMANAE,329392,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,HESIONIDAE
4/27/2021,1386,MICROPHTHALMUS SCZELKOWII,130174,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,HESIONIDAE
4/27/2021,1387,MICROPODARKE DUBIA,334017,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,HESIONIDAE
4/27/2021,1388,MICROPROTOPUS RANEYI,157854,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,MICROPROTOPIDAE
4/27/2021,1389,MICROPSECTRA,,129890,EST,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1390,MICROPSECTRA,,129890,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1391,MICROSPIO,129616,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1392,MICROSPIO PIGMENTATA,157490,,EST,ANNELIDA,POLYCHAETA,SPIONIDA,SPIONIDAE
4/27/2021,1393,MICROTENDIPES PEDELLUS,,129541,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1394,MICROTENDIPES RYDALENSIS,,129547,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1395,MICRURA,122360,,EST,NEMERTEA,ANOPLA,,LINEIDAE
4/27/2021,1396,MICRURA LEIDYI,155912,,EST,NEMERTEA,ANOPLA,,LINEIDAE
4/27/2021,1397,MIDEOPSIS,721710,83479,GL,FORAMINIFERA,FUSULINATA,ENDOTHYRIDA,ENDOTHYRIDAE
4/27/2021,1398,MITRELLA TUBEROSA,511560,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,COLUMBELLIDAE
4/27/2021,1399,MODIOLUS SQUAMOSUS,420706,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE
4/27/2021,1400,MODULUS MODULUS,419529,,EST,MOLLUSCA,GASTROPODA,[UNASSIGNED] CAENOGASTROPODA,MODULIDAE
4/27/2021,1401,MOELLERIA COSTULATA,141859,,EST,MOLLUSCA,GASTROPODA,TROCHIDA,COLLONIIDAE
4/27/2021,1402,MOLANNA,205486,116474,GL,CHORDATA,COELACANTHI,COELACANTHIFORMES,LATIMERIIDAE
4/27/2021,1403,MOLGULA,103509,,EST,CHORDATA,ASCIDIACEA,STOLIDOBRANCHIA,MOLGULIDAE
4/27/2021,1404,MOLGULA MANHATTENSIS,103788,,EST,CHORDATA,ASCIDIACEA,STOLIDOBRANCHIA,MOLGULIDAE
4/27/2021,1405,MOLGULA PUGETIENSIS,250912,,EST,CHORDATA,ASCIDIACEA,STOLIDOBRANCHIA,MOLGULIDAE
4/27/2021,1406,MOLPADIA INTERMEDIA,529545,,EST,ECHINODERMATA,HOLOTHUROIDEA,MOLPADIDA,MOLPADIIDAE
4/27/2021,1407,MOLPADIA OOLITICA,124802,,EST,ECHINODERMATA,HOLOTHUROIDEA,MOLPADIDA,MOLPADIIDAE
4/27/2021,1408,MONOCOROPHIUM,148591,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE
4/27/2021,1409,MONOCOROPHIUM ACHERUSICUM,225814,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE
4/27/2021,1410,MONOCOROPHIUM INSIDIOSUM,148592,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE
4/27/2021,1411,MONOCOROPHIUM TUBERCULATUM,421579,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,COROPHIIDAE
4/27/2021,1412,MONOCULODES EMARGINATUS,547098,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,OEDICEROTIDAE
4/27/2021,1413,MONODIAMESA,,128440,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1414,MOOREONUPHIS,324739,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,ONUPHIDAE
4/27/2021,1415,MOOREONUPHIS NEBULOSA,334037,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,ONUPHIDAE
4/27/2021,1416,MOOREONUPHIS PALLIDULA,334038,,EST,ANNELIDA,POLYCHAETA,EUNICIDA,ONUPHIDAE
4/27/2021,1417,MULINIA LATERALIS,156870,,EST,MOLLUSCA,BIVALVIA,,MACTRIDAE
4/27/2021,1418,MUNNA FABRICII,118754,,EST,ARTHROPODA,MALACOSTRACA,ISOPODA,MUNNIDAE
4/27/2021,1419,MUNNOGONIUM TILLERAE,261333,,EST,ARTHROPODA,MALACOSTRACA,ISOPODA,PARAMUNNIDAE
4/27/2021,1420,MUNNOGONIUM WALDRONENSE,744044,,EST,ARTHROPODA,MALACOSTRACA,ISOPODA,PARAMUNNIDAE
4/27/2021,1421,MURCHISONELLA OCCIDENTALIS,736258,,EST,MOLLUSCA,GASTROPODA,,MURCHISONELLIDAE
4/27/2021,1422,MURCHISONELLIDAE,411886,,EST,MOLLUSCA,GASTROPODA,,MURCHISONELLIDAE
4/27/2021,1423,MURCHISONELLIDAE,411886,,GL,MOLLUSCA,GASTROPODA,,MURCHISONELLIDAE
4/27/2021,1424,MURICIDAE,148,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,MURICIDAE
4/27/2021,1425,MUSCIDAE,150948,150025,GL,ARTHROPODA,INSECTA,DIPTERA,MUSCIDAE
4/27/2021,1426,MUSCULIUM,181562,81427,GL,MOLLUSCA,BIVALVIA,,SPHAERIIDAE
4/27/2021,1427,MUSCULIUM TRANSVERSUM,857210,81428,GL,MOLLUSCA,BIVALVIA,,SPHAERIIDAE
4/27/2021,1428,MUSCULUS LATERALIS,420707,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE
4/27/2021,1429,MYA ARENARIA,140430,,EST,MOLLUSCA,BIVALVIA,MYIDA,MYIDAE
4/27/2021,1430,MYRIANIDA,129659,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,SYLLIDAE
4/27/2021,1431,MYRIOCHELE HEERI,130542,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,OWENIIDAE
4/27/2021,1432,MYRIOCHELE OLGAE,329073,,EST,ANNELIDA,POLYCHAETA,SABELLIDA,OWENIIDAE
4/27/2021,1433,MYSELLA COANI,876442,,EST,MOLLUSCA,BIVALVIA,,LASAEIDAE
4/27/2021,1434,MYSELLA PLANULATA,156878,,EST,MOLLUSCA,BIVALVIA,,LASAEIDAE
4/27/2021,1435,MYSIDAE,119822,,EST,ARTHROPODA,MALACOSTRACA,MYSIDA,MYSIDAE
4/27/2021,1436,MYSIDOPSIS FURCA,161430,,EST,ARTHROPODA,MALACOSTRACA,MYSIDA,MYSIDAE
4/27/2021,1437,MYSTACIDES,,116598,GL,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE
4/27/2021,1438,MYSTACIDES SEPULCHRALIS,,116599,GL,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE
4/27/2021,1439,MYSTIDES,129450,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,PHYLLODOCIDAE
4/27/2021,1440,MYSTIDES BOREALIS,130653,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,PHYLLODOCIDAE
4/27/2021,1441,MYTILIDAE,211,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE
4/27/2021,1442,MYTILOPSIS LEUCOPHAEATA,156887,,EST,MOLLUSCA,BIVALVIA,MYIDA,DREISSENIDAE
4/27/2021,1443,MYTILUS EDULIS,140480,,EST,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE
4/27/2021,1444,NAIDIDAE,2039,68854,EST,ANNELIDA,CLITELLATA,HAPLOTAXIDA,TUBIFICIDAE
4/27/2021,1445,NAIDIDAE,2039,68854,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,1446,NAINERIS,129419,,EST,ANNELIDA,POLYCHAETA,,ORBINIIDAE
4/27/2021,1447,NAINERIS GRUBEI,334058,,EST,ANNELIDA,POLYCHAETA,,ORBINIIDAE
4/27/2021,1448,NAIS,,68946,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,1449,NAIS BARBATA,1015301,68947,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,1450,NAIS BRETSCHERI,1015302,68961,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,1451,NAIS ELINGUIS,137481,68952,GL,ANNELIDA,CLITELLATA,HAPLOTAXIDA,NAIDIDAE
4/27/2021,1452,NAMALYCASTIS ABIUMA,334063,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,NEREIDIDAE
4/27/2021,1453,NANNASTACIDAE,110383,,EST,ARTHROPODA,MALACOSTRACA,CUMACEA,NANNASTACIDAE
4/27/2021,1454,NANOCLADIUS,,128844,GL,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE
4/27/2021,1455,NASSARIIDAE,151,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,NASSARIIDAE
4/27/2021,1456,NASSARIUS,138235,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,NASSARIIDAE
4/27/2021,1457,NASSARIUS ACUTUS,160395,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,NASSARIIDAE
4/27/2021,1458,NASSARIUS FOSSATUS,560203,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,NASSARIIDAE
4/27/2021,1459,NASSARIUS MENDICUS,560256,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,NASSARIIDAE
4/27/2021,1460,NASSARIUS PERPINGUIS,560289,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,NASSARIIDAE
4/27/2021,1461,NASSARIUS TIARULA,215751,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,NASSARIIDAE
4/27/2021,1462,NATICIDAE,145,,EST,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,NATICIDAE
4/27/2021,1463,NEANTHES,129378,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,NEREIDIDAE
4/27/2021,1464,NEANTHES ACUMINATA,157496,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,NEREIDIDAE
4/27/2021,1465,NEANTHES ARENACEODENTATA,334084,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,NEREIDIDAE
4/27/2021,1466,NEBALIA,147031,,EST,ARTHROPODA,MALACOSTRACA,LEPTOSTRACA,NEBALIIDAE
4/27/2021,1467,NEBALIA PUGETTENSIS,459310,,EST,ARTHROPODA,MALACOSTRACA,LEPTOSTRACA,NEBALIIDAE
4/27/2021,1468,NECTOPSYCHE,,116651,GL,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE
4/27/2021,1469,NECTOPSYCHE ALBIDA,,116653,GL,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE
4/27/2021,1470,NEMATODA,799,59490,GL,NEMATODA,,,
4/27/2021,1471,NEMATOSTELLA VECTENSIS,100906,,EST,CNIDARIA,ANTHOZOA,ACTINIARIA,EDWARDSIIDAE
4/27/2021,1472,NEMERTEA,152391,57411,EST,NEMERTEA,,,
4/27/2021,1473,NEMERTEA,152391,57411,GL,NEMERTEA,,,
4/27/2021,1474,NEOAMPHITRITE,129702,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,TEREBELLIDAE
4/27/2021,1475,NEOAMPHITRITE GLASBYI,389415,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,TEREBELLIDAE
4/27/2021,1476,NEOAMPHITRITE ROBUSTA,334122,,EST,ANNELIDA,POLYCHAETA,TEREBELLIDA,TEREBELLIDAE
4/27/2021,1477,NEOCRANGON COMMUNIS,423552,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,CRANGONIDAE
4/27/2021,1478,NEOGASTROPODA,146,,EST,MOLLUSCA,GASTROPODA,NEOGASTROPODA,
4/27/2021,1479,NEOGYPTIS CRYPTA,743515,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,HESIONIDAE
4/27/2021,1480,NEOMEGAMPHOPUS KALANII,847790,,EST,ARTHROPODA,MALACOSTRACA,AMPHIPODA,NEOMEGAMPHOPIDAE
4/27/2021,1481,NEOMYSIS AMERICANA,157807,,EST,ARTHROPODA,MALACOSTRACA,MYSIDA,MYSIDAE
4/27/2021,1482,NEOSABELLARIA CEMENTARIUM,334129,,EST,ANNELIDA,POLYCHAETA,,SABELLARIIDAE
4/27/2021,1483,NEOTRYPAEA,465341,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,CALLIANASSIDAE
4/27/2021,1484,NEOTRYPAEA CALIFORNIENSIS,465347,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,CALLIANASSIDAE
4/27/2021,1485,NEOTRYPAEA GIGAS,465349,,EST,ARTHROPODA,MALACOSTRACA,DECAPODA,CALLIANASSIDAE
4/27/2021,1486,NEPHASOMA,136022,,EST,SIPUNCULA,SIPUNCULIDEA,GOLFINGIIDA,GOLFINGIIDAE
4/27/2021,1487,NEPHASOMA (NEPHASOMA) PELLUCIDUM,159921,,EST,SIPUNCULA,SIPUNCULIDEA,GOLFINGIIDA,GOLFINGIIDAE
4/27/2021,1488,NEPHTYIDAE,956,,EST,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,NEPHTYIDAE
