Dataset:              Demersal Lengths - Summary by Station and Taxon
File Name:            CP_DEM_L.txt
Date Created:         02Dec1998
# Variables:          7
# Header Records:     17
# Data Records:       1682
Missing Value Symbol: .

Variables:    STA_NAME     Carolinian Province Office Station Name
              DATE         Sample collection date (YYMMDD)
              COD_EMAP     Carolinian Province Office Taxa Code
              N_LEN        Number of lengths
              M_LEN        Mean length (mm)
              SD_LEN       Standard deviation of lengths
              MEASTYPE     Length measurement type code

STA_NAME;DATE;COD_EMAP;N_LEN;M_LEN;SD_LEN;MEASTYPE
CP94052;940817;PEPRALEP;1;52.0;.;F
CP94053;940817;ANCHMITC;3;38.7;6.5;F
CP94053;940817;BREVTYRA;10;98.4;5.9;F
CP94053;940817;CALLSAPI;4;153.0;83.0;C
CP94053;940817;CYNOREGA;16;141.4;16.6;T
CP94053;940817;LEIOXANT;29;108.3;22.2;F
CP94053;940817;MICRUNDU;7;128.1;11.3;T
CP94053;940817;PARALETH;1;273.0;.;T
CP94053;940817;PEPRALEP;3;57.7;8.1;F
CP94054;940818;BREVTYRA;2;110.5;4.9;F
CP94054;940818;CALLSAPI;29;128.1;22.0;C
CP94054;940818;LEIOXANT;17;112.1;34.6;F
CP94054;940818;MICRUNDU;67;146.8;12.7;T
CP94054;940818;PARALETH;65;128.0;29.5;T
CP94054;940818;PENAAZTE;17;145.1;17.5;S
CP94054;940818;PEPRALEP;1;171.0;.;F
CP94054;940818;TRINMACU;5;75.8;6.1;T
CP94055;940803;CALLSAPI;38;84.4;29.1;C
CP94055;940803;CALLSIMI;4;52.0;5.0;C
CP94055;940803;CHAEFABE;1;104.0;.;T
CP94055;940803;CYNONEBU;7;138.3;38.5;T
CP94055;940803;CYNOREGA;6;150.8;36.0;T
CP94055;940803;LEIOXANT;16;142.9;32.6;F
CP94055;940803;MICRUNDU;80;138.3;17.1;T
CP94055;940803;PARADENT;2;163.5;7.8;T
CP94055;940803;PENAAZTE;36;122.0;21.7;S
CP94055;940803;PEPRALEP;9;89.9;48.0;F
CP94055;940803;TRINMACU;72;108.8;11.9;T
CP94056;940802;CALLSAPI;1;147.0;.;C
CP94056;940802;LEIOXANT;1;107.0;.;F
CP94056;940802;MICRUNDU;2;140.5;9.2;T
CP94056;940802;ORTHCHRY;6;130.8;40.6;T
CP94056;940802;PARADENT;2;167.5;0.7;T
CP94056;940802;PEPRALEP;2;64.5;2.1;F
CP94057;940803;ANCHMITC;2;104.0;59.4;F
CP94057;940803;BREVTYRA;4;114.3;36.6;F
CP94057;940803;CALLSAPI;13;85.1;31.1;C
CP94057;940803;CYNOREGA;2;182.0;110.3;T
CP94057;940803;LEIOXANT;30;144.2;44.2;F
CP94057;940803;MICRUNDU;80;145.9;22.7;T
CP94057;940803;ORTHCHRY;1;196.0;.;F
CP94057;940803;PARALETH;1;135.0;.;T
CP94057;940803;PENAAZTE;65;120.8;13.4;S
CP94057;940803;PENASETI;4;69.3;21.4;S
CP94057;940803;PEPRALEP;5;52.6;3.8;F
CP94057;940803;TRINMACU;6;118.3;13.8;T
CP94058;940802;CALLSAPI;1;101.0;.;C
CP94058;940802;LEIOXANT;23;111.2;14.7;F
CP94058;940802;MICRUNDU;80;125.8;6.0;T
CP94058;940802;PEPRALEP;3;66.3;20.5;F
CP94058;940802;PRIOEVOL;1;154.0;.;F
CP94059;940807;CALLSAPI;5;121.4;11.8;C
CP94059;940807;LAGORHOM;1;113.0;.;F
CP94059;940807;LEIOXANT;10;123.3;5.8;F
CP94059;940807;ORTHCHRY;9;93.8;9.6;F
CP94059;940807;SYNOFOET;1;233.0;.;F
CP94060;940806;BAIRCHRY;1;190.0;.;T
CP94060;940806;CALLSAPI;45;99.0;31.7;C
CP94060;940806;CYNOREGA;4;156.3;49.6;T
CP94060;940806;LEIOXANT;58;111.8;16.1;F
CP94060;940806;MICRUNDU;40;127.3;8.2;T
CP94060;940806;ORTHCHRY;2;109.5;2.1;F
CP94060;940806;PARALETH;1;180.0;.;T
CP94060;940806;PENAAZTE;70;126.8;16.0;S
CP94060;940806;PENASETI;8;100.5;13.5;S
CP94060;940806;PEPRALEP;27;65.4;9.0;F
CP94060;940806;POMASALT;1;173.0;.;F
CP94060;940806;SYMPPLAG;2;165.5;13.4;T
CP94060;940806;TRINMACU;3;106.7;17.6;T
CP94061;940716;BAIRCHRY;3;171.0;14.8;T
CP94061;940716;LEIOXANT;8;109.1;11.5;F
CP94061;940716;MOROSAXA;3;189.7;15.3;F
CP94062;940717;AMEICATU;4;169.5;19.7;F
CP94062;940717;CALLSAPI;11;91.0;35.6;C
CP94062;940717;LEIOXANT;4;119.0;12.0;F
CP94062;940717;MICRUNDU;6;96.2;28.0;T
CP94062;940717;MOROAMER;1;32.0;.;F
CP94062;940717;MOROSAXA;2;296.0;241.8;F
CP94063;940717;ACIPOXYR;1;334.0;.;F
CP94063;940717;AMEICATU;12;132.6;12.3;F
CP94063;940717;CALLSAPI;5;91.4;17.7;C
CP94063;940717;LEIOXANT;57;111.4;15.8;F
CP94063;940717;MICRUNDU;3;121.0;6.2;T
CP94063;940717;MOROSAXA;6;145.3;28.2;F
CP94064;940714;CALLSAPI;3;80.0;36.4;C
CP94064;940714;LEIOXANT;24;106.0;7.3;F
CP94064;940714;MICRUNDU;10;109.1;13.4;T
CP94064;940714;TRINMACU;1;82.0;.;T
CP94065;940716; ;.;.;.; 
CP94066;940716; ;0;.;.; 
CP94066;940716;ANCHMITC;1;48.0;.;F
CP94066;940716;CALLSAPI;1;112.0;.;C
CP94067;940715;AMEICATU;1;125.0;.;F
CP94067;940715;AMEINEBU;1;110.0;.;T
CP94067;940715;BREVTYRA;1;72.0;.;F
CP94067;940715;CALLSAPI;3;88.0;21.7;C
CP94067;940715;LEIOXANT;68;102.9;13.0;F
CP94067;940715;LEPOGIBB;2;90.5;14.8;F
CP94067;940715;LEPOMACR;2;90.0;4.2;F
CP94067;940715;MICRUNDU;6;99.0;11.8;T
CP94067;940715;MOROAMER;2;106.0;2.8;T
CP94068;940715;CALLSAPI;6;67.8;42.2;C
CP94068;940715;LEIOXANT;19;112.7;7.2;F
CP94068;940715;MICRUNDU;24;116.3;6.5;T
CP94068;940715;PARADENT;1;117.0;.;T
CP94068;940715;PENAAZTE;2;114.0;17.0;S
CP94069;940714;CALLSAPI;1;82.0;.;C
CP94069;940714;LEIOXANT;3;108.3;13.1;F
CP94069;940714;MICRUNDU;23;111.2;7.8;T
CP94069;940714;PARADENT;1;132.0;.;T
CP94069;940714;PENAAZTE;1;101.0;.;S
CP94069;940714;TRINMACU;1;105.0;.;T
CP94070;940715;CALLSAPI;1;63.0;.;C
CP94070;940715;LAGORHOM;4;103.5;14.0;F
CP94070;940715;LEIOXANT;15;113.0;8.0;F
CP94070;940715;MICRUNDU;17;119.8;11.1;T
CP94070;940715;PARADENT;5;137.2;10.7;T
CP94070;940715;PENAAZTE;2;109.0;4.2;S
CP94071;940712;ANCHMITC;1;49.0;.;F
CP94071;940712;CALLSAPI;5;50.2;7.5;C
CP94071;940712;FUNDDIAP;1;50.0;.;T
CP94071;940712;LEIOXANT;5;60.2;6.4;F
CP94071;940712;LEPOGIBB;11;89.6;6.4;F
CP94072;940713;CALLSAPI;27;83.3;13.9;C
CP94072;940713;LEIOXANT;2;84.5;20.5;F
CP94072;940713;MICRUNDU;14;110.9;5.2;T
CP94073;940825;BAGRMARI;6;105.8;9.2;F
CP94073;940825;CYNOREGA;52;123.0;17.9;T
CP94073;940825;ETROCROS;1;99.0;.;T
CP94073;940825;GYMNALTA;3;246.0;9.8;D
CP94073;940825;LARIFASC;7;77.7;8.0;T
CP94073;940825;LEIOXANT;14;115.2;5.7;T
CP94073;940825;LOLLBREV;4;46.8;21.9;M
CP94073;940825;MENTAMER;14;123.9;35.5;T
CP94073;940825;PENAAZTE;3;114.0;13.5;S
CP94073;940825;PENASETI;66;130.5;12.0;S
CP94073;940825;POGOCROM;6;100.2;9.1;T
CP94073;940825;STELLANC;54;73.7;9.9;T
CP94073;940825;SYMPPLAG;5;119.0;8.9;T
CP94074;940824;ARIUFELI;1;180.0;.;F
CP94074;940824;CALLSIMI;1;95.0;.;C
CP94074;940824;CHLOCHRY;1;83.0;.;F
CP94074;940824;CITHSPIL;1;152.0;.;T
CP94074;940824;ETROCROS;1;95.0;.;T
CP94074;940824;EUCIXSPP;1;65.0;.;T
CP94074;940824;LEIOXANT;1;102.0;.;F
CP94074;940824;LOLLBREV;13;37.2;11.3;M
CP94074;940824;MENTAMER;1;92.0;.;T
CP94074;940824;ORTHCHRY;2;135.5;0.7;T
CP94074;940824;PENAAZTE;6;138.2;12.6;S
CP94074;940824;PENASETI;2;130.5;27.6;S
CP94074;940824;PRIOSCIT;2;69.0;1.4;T
CP94074;940824;PRIOTRIB;2;122.5;53.0;T
CP94074;940824;STELLANC;1;71.0;.;T
CP94075;940823;ARIUFELI;5;177.2;28.5;F
CP94075;940823;BAIRCHRY;2;135.0;4.2;T
CP94075;940823;CENTPHIL;1;243.0;.;T
CP94075;940823;CHAEFABE;2;67.0;18.4;T
CP94075;940823;CHILSCHO;1;227.0;.;T
CP94075;940823;CHLOCHRY;14;73.0;10.0;F
CP94075;940823;DASYSABI;4;189.5;122.7;D
CP94075;940823;LEIOXANT;1;138.0;.;T
CP94075;940823;LOLLBREV;3;61.7;6.1;M
CP94075;940823;MICRUNDU;3;156.3;10.2;T
CP94075;940823;PENAAZTE;1;83.0;.;S
CP94075;940823;PENASETI;15;136.2;12.7;S
CP94075;940823;PRIOTRIB;1;77.0;.;T
CP94075;940823;SYMPPLAG;1;137.0;.;T
CP94076;940811;ARIUFELI;2;199.0;39.6;F
CP94076;940811;BAGRMARI;4;100.0;17.0;F
CP94076;940811;BAIRCHRY;4;109.3;15.8;T
CP94076;940811;CALLSIMI;20;57.3;9.0;C
CP94076;940811;CHILSCHO;1;62.0;.;T
CP94076;940811;CHLOCHRY;1;47.0;.;F
CP94076;940811;CYNOREGA;36;99.0;21.4;T
CP94076;940811;DASYSABI;1;190.0;.;D
CP94076;940811;GYMNMICR;1;300.0;.;D
CP94076;940811;LEIOXANT;6;103.3;23.4;F
CP94076;940811;LOLLBREV;8;60.4;13.5;M
CP94076;940811;MENTAMER;8;105.4;43.5;T
CP94076;940811;MICRUNDU;80;116.5;12.7;T
CP94076;940811;PENAAZTE;2;120.0;8.5;S
CP94076;940811;PENASETI;12;108.2;14.0;S
CP94076;940811;STELLANC;31;73.9;14.6;T
CP94076;940811;SYMPPLAG;1;120.0;.;T
CP94076;940811;TRINMACU;2;117.0;38.2;T
CP94077;940812;BAGRMARI;38;98.6;15.5;F
CP94077;940812;CALLSIMI;7;43.9;7.5;C
CP94077;940812;CYNOREGA;6;89.2;18.8;T
CP94077;940812;DASYSABI;1;330.0;.;D
CP94077;940812;LOLLBREV;2;53.5;4.9;M
CP94077;940812;MENTAMER;1;65.0;.;T
CP94077;940812;MICRUNDU;10;107.0;11.5;T
CP94077;940812;PENADUOR;1;99.0;.;S
CP94077;940812;PENASETI;23;109.3;8.4;S
CP94077;940812;STELLANC;80;53.0;12.5;T
CP94077;940812;TRINMACU;1;60.0;.;T
CP94078;940808;ANCHMITC;1;54.0;.;F
CP94078;940808;BAGRMARI;2;126.5;51.6; 
CP94078;940808;CALLSAPI;16;113.5;10.9;C
CP94078;940808;CALLSIMI;3;57.0;1.0;C
CP94078;940808;CHAEFABE;12;75.6;11.0;T
CP94078;940808;CHILSCHO;2;99.0;1.4;T
CP94078;940808;CYNOREGA;23;106.4;21.2;T
CP94078;940808;LEIOXANT;31;115.7;20.0;T
CP94078;940808;LOLLBREV;8;43.3;11.5;M
CP94078;940808;MENIMERC;1;100.0;.;C
CP94078;940808;MENTAMER;2;123.0;9.9;T
CP94078;940808;MICRUNDU;9;131.9;6.2;T
CP94078;940808;ORTHCHRY;6;129.7;11.9;F
CP94078;940808;PENAAZTE;54;122.3;20.3;S
CP94078;940808;PENADUOR;5;99.8;9.5;S
CP94078;940808;PENASETI;11;112.4;7.3;S
CP94078;940808;SELESETA;1;50.0;.;F
CP94078;940808;STELLANC;2;86.0;22.6;T
CP94078;940808;SYMPPLAG;6;118.2;15.2;T
CP94078;940808;TRINMACU;3;114.0;19.1;T
CP94079;940729;CALLORNA;3;44.7;4.6;C
CP94079;940729;CALLSAPI;10;132.7;16.9;C
CP94079;940729;CALLSIMI;10;57.1;15.6;C
CP94079;940729;CYNOREGA;24;120.3;25.4;T
CP94079;940729;ETROCROS;7;76.9;9.6;T
CP94079;940729;LEIOXANT;68;94.0;8.2;F
CP94079;940729;LOLLBREV;4;56.8;12.3;M
CP94079;940729;MICRUNDU;8;146.1;15.7;T
CP94079;940729;PENAAZTE;26;121.3;12.9;S
CP94079;940729;STELLANC;1;67.0;.;T
CP94079;940729;SYMPPLAG;80;118.3;7.2;T
CP94079;940729;TRINMACU;2;127.5;23.3;T
CP94080;940729;CALLORNA;3;50.3;10.0;C
CP94080;940729;CALLSIMI;18;51.2;9.3;C
CP94080;940729;CHILSCHO;1;51.0;.;T
CP94080;940729;CHLOCHRY;5;60.4;3.5;T
CP94080;940729;CITHSPIL;1;131.0;.;T
CP94080;940729;CYNOREGA;9;100.7;17.6;T
CP94080;940729;DASYSABI;1;240.0;.;D
CP94080;940729;ETROCROS;5;60.6;12.4;T
CP94080;940729;GYMNMICR;3;374.0;184.5;D
CP94080;940729;LAGORHOM;6;100.8;11.1;F
CP94080;940729;LEIOXANT;50;95.4;7.8;F
CP94080;940729;LOLLBREV;11;50.5;11.8;M
CP94080;940729;MENTAMER;4;129.8;60.8;T
CP94080;940729;MICRUNDU;2;126.5;14.8;T
CP94080;940729;OPSATAU_;1;124.0;.;T
CP94080;940729;ORTHCHRY;2;110.5;16.3;T
CP94080;940729;PARADENT;3;164.0;24.9;T
CP94080;940729;PARALETH;1;241.0;.;T
CP94080;940729;PENAAZTE;11;114.2;15.1;S
CP94080;940729;PENADUOR;1;71.0;.;S
CP94080;940729;PENASETI;77;110.8;16.7;S
CP94080;940729;POMASALT;2;172.5;10.6;F
CP94080;940729;PORTGIBB;5;37.4;7.3;C
CP94080;940729;SELEVOME;1;41.0;.;F
CP94080;940729;SYMPPLAG;37;121.2;11.8;T
CP94080;940729;TRINMACU;49;96.1;14.2;T
CP94081;940726;CALLSIMI;4;46.0;6.8;C
CP94081;940726;CHAEFABE;8;60.9;7.7;T
CP94081;940726;CHILSCHO;2;58.5;9.2;T
CP94081;940726;CHLOCHRY;3;62.7;9.1;F
CP94081;940726;CYNOREGA;2;123.5;17.7;T
CP94081;940726;GYMNMICR;1;419.0;.;D
CP94081;940726;LAGORHOM;1;107.0;.;F
CP94081;940726;LEIOXANT;60;108.7;14.0;T
CP94081;940726;LOLLBREV;4;49.3;11.2;M
CP94081;940726;MICRUNDU;5;134.6;7.1;T
CP94081;940726;PARADENT;1;121.0;.;T
CP94081;940726;PENAAZTE;6;116.5;11.6;S
CP94081;940726;PENADUOR;1;96.0;.;S
CP94081;940726;PENASETI;1;94.0;.;S
CP94081;940726;RHIZTERR;1;296.0;.;F
CP94081;940726;SCOMMACU;1;145.0;.;F
CP94081;940726;SELESETA;1;47.0;.;F
CP94081;940726;SYMPPLAG;4;117.5;4.8;T
CP94081;940726;TRINMACU;80;98.5;19.6;T
CP94082;940810;BAGRMARI;1;72.0;.;F
CP94082;940810;BREVTYRA;1;189.0;.;F
CP94082;940810;CALLSAPI;6;100.0;31.4;C
CP94082;940810;CYNOREGA;5;131.8;33.6;T
CP94082;940810;LEIOXANT;4;83.5;12.5;T
CP94082;940810;MICRUNDU;80;85.7;15.6;T
CP94082;940810;PARALETH;2;250.5;14.8;T
CP94082;940810;PENASETI;55;81.5;15.0;S
CP94082;940810;STELLANC;78;46.9;8.8;T
CP94082;940810;TRINMACU;36;59.3;7.0;T
CP94083;940829;CENTSTRI;5;151.8;39.6;T
CP94083;940829;CHAEFABE;10;86.7;26.0;T
CP94083;940829;CHLOCHRY;4;54.5;12.5;F
CP94083;940829;LAGORHOM;43;174.3;8.8;F
CP94083;940829;LEIOXANT;1;207.0;.;F
CP94083;940829;LOLLBREV;5;59.8;18.4;M
CP94083;940829;LUTJSYNA;1;90.0;.;F
CP94083;940829;MONAHISP;1;130.0;.;T
CP94083;940829;MYCTMICR;1;150.0;.;T
CP94083;940829;OPSATAU_;1;261.0;.;T
CP94083;940829;ORTHCHRY;3;142.3;53.8;F
CP94083;940829;PARADENT;1;194.0;.;T
CP94083;940829;PRIOSCIT;1;98.0;.;T
CP94083;940829;SELEVOME;1;90.0;.;F
CP94083;940829;SPHOMACU;4;202.3;32.8;T
CP94084;940713;AMEICATU;1;116.0;.;F
CP94084;940713;BREVTYRA;1;171.0;.;F
CP94084;940713;CYNOREGA;1;178.0;.;T
CP94084;940713;LEIOXANT;4;98.3;9.1;F
CP94084;940713;LEPOGULO;1;110.0;.;F
CP94084;940713;MICRUNDU;3;91.0;1.7;T
CP94CF_;940829;BREVTYRA;1;106.0;.;F
CP94CF_;940829;CALLSAPI;17;96.8;37.7;C
CP94CF_;940829;CHLOCHRY;1;71.0;.;F
CP94CF_;940829;LAGORHOM;3;141.3;38.9;F
CP94CF_;940829;LEIOXANT;4;107.0;6.4;F
CP94CF_;940829;MICRUNDU;2;118.5;2.1;T
CP94CF_;940829;PENAAZTE;1;121.0;.;S
CP94CF_;940829;TRINMACU;1;78.0;.;T
CP94ES4;940712;AMEICATU;1;249.0;.;T
CP94ES4;940712;AMEINEBU;3;150.7;7.4;T
CP94ES4;940712;ANGUROST;2;102.5;43.1;T
CP94ES4;940712;CALLSAPI;6;65.7;17.6;C
CP94ES4;940712;LEIOXANT;2;104.5;4.9;F
CP94ES4;940712;LEPOGIBB;7;87.6;8.2;F
CP94ES4;940712;PERCFLAV;1;265.0;.;F
CP94JAC;940809;ARIUFELI;1;244.0;.;F
CP94JAC;940809;CENTSTRI;1;213.0;.;T
CP94JAC;940809;CHAEFABE;8;134.3;29.7;T
CP94JAC;940809;CYNOREGA;3;316.7;82.0;T
CP94JAC;940809;DASYSABI;1;193.0;.;D
CP94JAC;940809;LAGORHOM;2;169.5;17.7;T
CP94JAC;940809;LEIOXANT;3;163.0;22.9;T
CP94JAC;940809;MICRUNDU;3;210.7;57.1;T
CP94JAC;940809;OPSATAU_;4;199.3;60.1;T
CP94JAC;940809;ORTHCHRY;2;180.5;9.2;T
CP94JAC;940809;PENAXSPP;1;95.0;.;S
CP94MI_;940725;ALUTSCRI;1;129.0;.;T
CP94MI_;940725;CALLSAPI;2;100.0;36.8;C
CP94MI_;940725;DASYSAY_;1;287.0;.;D
CP94MI_;940725;LAGORHOM;68;118.9;28.5;F
CP94MI_;940725;LEIOXANT;2;199.0;48.1;T
CP94MI_;940725;MONAHISP;2;81.5;14.8;T
CP94MI_;940725;PARADENT;1;211.0;.;T
CP94MI_;940725;PARALETH;1;224.0;.;T
CP94MI_;940725;POMASALT;1;190.0;.;F
CP94MI_;940725;SELEVOME;1;85.0;.;F
CP94MI_;940725;STENCAPR;13;112.8;17.1;F
CP94MI_;940725;SYNOFOET;3;169.0;40.7;F
CP94RC_;940727;CALLSAPI;1;72.0;.;C
CP94RC_;940727;LAGORHOM;1;142.0;.;F
CP94RC_;940727;MONAHISP;2;72.0;5.7;T
CP94ZI_;940726;BREVTYRA;2;169.0;25.5;F
CP94ZI_;940726;CALLSAPI;16;104.6;29.2;C
CP94ZI_;940726;CARALATU;1;82.0;.;F
CP94ZI_;940726;ETROCROS;1;68.0;.;T
CP94ZI_;940726;EUCIARGE;1;57.0;.;F
CP94ZI_;940726;HIPPEREC;1;107.0;.;T
CP94ZI_;940726;ILLEILLE;12;67.2;18.7;M
CP94ZI_;940726;LAGORHOM;17;78.5;12.3;F
CP94ZI_;940726;LEIOXANT;4;94.0;12.4;F
CP94ZI_;940726;MICRUNDU;2;159.0;50.9;T
CP94ZI_;940726;MONAHISP;4;66.0;4.2;F
CP94ZI_;940726;PARADENT;1;155.0;.;T
CP94ZI_;940726;PENAAZTE;38;110.2;7.7;S
CP94ZI_;940726;PENASETI;21;117.2;18.9;S
CP94ZI_;940726;SCOMMACU;1;169.0;.;F
CP94ZI_;940726;SELEVOME;3;64.3;17.0;F
CP95101;950810;ANCHMITC;1;55.0;.;F
CP95101;950810;BREVTYRA;13;48.2;4.7;F
CP95101;950810;CALLSAPI;34;104.9;26.5;C
CP95101;950810;LEIOXANT;18;88.7;15.9;F
CP95101;950810;MICRUNDU;59;117.1;11.2;T
CP95101;950810;MOROSAXA;3;213.3;2.9;F
CP95101;950810;PARALETH;1;260.0;.;T
CP95102;950808;LEPOGIBB;2;103.0;1.4;F
CP95103;950809;AMEICATU;2;214.5;19.1;F
CP95103;950809;LEPOGIBB;2;123.0;8.5;F
CP95103;950809;MICRUNDU;2;107.5;3.5;T
CP95103;950809;MOROAMER;80;141.5;37.2;F
CP95103;950809;PERCFLAV;1;118.0;.;F
CP95104;950811;CALLSAPI;23;102.1;34.2;C
CP95104;950811;LEIOXANT;44;102.5;7.3;F
CP95104;950811;MICRUNDU;54;140.2;12.0;T
CP95104;950811;TRINMACU;1;83.0;.;T
CP95105;950810;ANCHMITC;1;115.0;.;F
CP95105;950810;ARCHPROB;1;190.0;.;F
CP95105;950810;BAIRCHRY;1;158.0;.;T
CP95105;950810;CALLSAPI;21;84.4;32.8;C
CP95105;950810;CYNOREGA;2;139.0;5.7;T
CP95105;950810;LEIOXANT;80;118.7;19.3;F
CP95105;950810;MICRUNDU;80;132.5;30.6;T
CP95105;950810;PARADENT;4;128.0;9.5;T
CP95105;950810;PARALETH;1;252.0;.;T
CP95105;950810;PENAAZTE;2;111.5;4.9;S
CP95105;950810;TRINMACU;1;120.0;.;T
CP95106;950810;ANCHMITC;7;51.1;2.4;F
CP95106;950810;CALLSAPI;66;65.0;24.9;C
CP95106;950810;CYNOREGA;2;99.0;48.1;T
CP95106;950810;LEIOXANT;72;116.7;18.5;F
CP95106;950810;MICRUNDU;80;133.5;24.0;T
CP95106;950810;MUGICEPH;1;136.0;.;F
CP95106;950810;PARADENT;4;167.0;5.6;T
CP95106;950810;PENAAZTE;3;130.0;4.4;S
CP95106;950810;TRINMACU;1;115.0;.;T
CP95107;950811;CALLSAPI;9;94.0;25.7;C
CP95107;950811;LEIOXANT;55;110.2;8.9;F
CP95107;950811;MICRUNDU;12;113.1;6.3;T
CP95107;950811;PARALETH;1;134.0;.;T
CP95108;950809;CALLSAPI;17;107.4;17.0;C
CP95108;950809;LEIOXANT;43;116.0;12.3;F
CP95108;950809;MICRUNDU;27;114.4;7.6;T
CP95108;950809;MOROAMER;17;144.9;23.6;F
CP95108;950809;MOROSAXA;1;194.0;.;F
CP95108;950809;PERCFLAV;1;144.0;.;F
CP95108;950809;TRINMACU;2;100.5;21.9;T
CP95109;950813;AMEICATU;1;217.0;.;F
CP95109;950813;ANCHMITC;1;51.0;.;F
CP95109;950813;BAIRCHRY;1;109.0;.;F
CP95109;950813;CALLSAPI;38;98.5;16.6;C
CP95109;950813;LEIOXANT;12;119.5;17.1;F
CP95109;950813;MICRUNDU;33;125.8;10.4;T
CP95109;950813;MOROAMER;2;147.5;12.0;F
CP95109;950813;PARALETH;1;220.0;.;T
CP95109;950813;PERCFLAV;1;161.0;.;F
CP95109;950813;TRINMACU;1;85.0;.;T
CP95110;950813;CALLSAPI;27;93.3;23.5;C
CP95110;950813;LEIOXANT;15;111.1;9.5;F
CP95110;950813;MICRUNDU;34;136.7;31.0;T
CP95110;950813;MOROAMER;3;136.3;35.4;F
CP95110;950813;PARALETH;4;138.5;19.8;T
CP95111;950813;CALLSAPI;9;102.4;23.4;C
CP95111;950813;LEIOXANT;36;115.9;15.3;F
CP95111;950813;LEPOGIBB;7;140.0;18.1;F
CP95111;950813;LEPOMACR;1;192.0;.;F
CP95111;950813;MICRUNDU;61;126.9;13.9;T
CP95111;950813;MOROAMER;1;154.0;.;T
CP95111;950813;PERCFLAV;3;153.3;42.9;F
CP95111;950813;TRINMACU;1;105.0;.;T
CP95112;950812;BAIRCHRY;1;164.0;.;T
CP95112;950812;CALLSAPI;6;112.0;34.4;C
CP95112;950812;CYNOREGA;1;156.0;.;T
CP95112;950812;LEIOXANT;80;120.9;17.0;F
CP95112;950812;MICRUNDU;65;127.2;13.8;T
CP95112;950812;ORTHCHRY;2;174.0;8.5;F
CP95112;950812;PARADENT;2;109.5;9.2;T
CP95112;950812;PENAAZTE;1;135.0;.;S
CP95112;950812;PRIOEVOL;1;180.0;.;T
CP95112;950812;SELEVOME;1;64.0;.;T
CP95113;950812;CALLSAPI;1;115.0;.;C
CP95113;950812;LOLLBREV;2;65.5;0.7;M
CP95113;950812;ORTHCHRY;9;123.0;37.3;F
CP95113;950812;PARADENT;4;172.8;35.8;T
CP95113;950812;TRINMACU;1;112.0;.;T
CP95114;950720;BREVTYRA;1;73.0;.;F
CP95114;950720;LEIOXANT;17;123.8;30.4;F
CP95114;950720;MICRUNDU;63;129.0;10.1;T
CP95115;950726;CHAEFABE;1;151.0;.;F
CP95115;950726;LEIOXANT;6;145.7;25.8;F
CP95115;950726;LOLLBREV;6;55.2;4.8;M
CP95115;950726;MICRUNDU;20;147.7;17.0;T
CP95115;950726;ORTHCHRY;1;170.0;.;F
CP95115;950726;PARADENT;1;146.0;.;F
CP95115;950726;TRINMACU;1;126.0;.;T
CP95116;950718;CALLSIMI;1;40.0;.;C
CP95116;950718;CYNOREGA;1;107.0;.;T
CP95116;950718;LEIOXANT;7;93.0;12.6;F
CP95116;950718;MICRUNDU;80;121.7;8.9;T
CP95116;950718;PARALETH;1;174.0;.;T
CP95116;950718;PENAAZTE;1;113.0;.;S
CP95117;950721;ANCHMITC;2;44.5;3.5;F
CP95117;950721;CALLSAPI;2;77.5;20.5;C
CP95117;950721;CYNOREGA;6;166.3;45.5;T
CP95117;950721;LEIOXANT;24;130.0;19.6;F
CP95117;950721;LOLLBREV;2;57.0;1.4;M
CP95117;950721;MICRUNDU;37;144.2;25.4;T
CP95117;950721;PENAAZTE;1;106.0;.;S
CP95117;950721;PEPRALEP;1;90.0;.;F
CP95118;950711;ANCHMITC;2;58.0;2.8;F
CP95118;950711;BAIRCHRY;3;92.7;45.4;T
CP95118;950711;CALLSAPI;1;56.0;.;C
CP95118;950711;CARAHIPP;1;82.0;.;F
CP95118;950711;CYNOREGA;1;274.0;.;T
CP95118;950711;LEIOXANT;1;96.0;.;F
CP95118;950711;MICRUNDU;12;166.8;22.9;T
CP95118;950711;PENAAZTE;22;111.5;12.5;S
CP95118;950711;PEPRALEP;5;59.0;5.5;F
CP95119;950711;ANCHMITC;3;74.0;36.3;F
CP95119;950711;CYNOREGA;18;212.9;11.3;T
CP95119;950711;LEIOXANT;41;152.4;11.7;F
CP95119;950711;MICRUNDU;42;148.0;29.5;T
CP95119;950711;PEPRALEP;4;67.5;3.9;F
CP95120;950719;BAIRCHRY;1;78.0;.;T
CP95120;950719;LEIOXANT;25;110.4;23.8;F
CP95120;950719;MICRUNDU;4;139.0;19.1;T
CP95121;950719; ;2;0.0;0.0; 
CP95122;950719; ;2;0.0;0.0; 
CP95123;950726;LEIOXANT;5;111.4;5.0;F
CP95123;950726;LOLLBREV;2;63.5;9.2;M
CP95123;950726;MICRUNDU;9;135.2;18.7;T
CP95123;950726;ORTHCHRY;1;113.0;.;F
CP95123;950726;PARADENT;1;167.0;.;T
CP95123;950726;TRINMACU;1;130.0;.;T
CP95124;950718;LEIOXANT;26;106.8;12.2;F
CP95124;950718;MICRUNDU;80;126.4;7.6;T
CP95125;950712;BAIRCHRY;8;142.1;41.0;T
CP95125;950712;CALLSAPI;1;81.0;.;C
CP95125;950712;CYNOREGA;11;169.4;56.8;T
