Dataset:              Fish Counts by Species
File Name:            FISH_CNT.dat
Date Created:         06/08/10
# Variables:          7
# Header Records:     18
# Data Records:       6341
Delimiter:            ,
Missing Value Symbol: .

Variables:    STATION       Station Name                          
              STAT_ALT      Alternate Site Sampled (A B or C)  
              EVNTDATE      Event Date                          
              FTRAWLID      Fish Trawl Descriptive Data              
              FCOMNAME      Fish Taxa Common Name              
              CLASS         Fish Size Classification          
              F_COUNT       Number of this Fish Taxa caught  

STATION,STAT_ALT,EVNTDATE,FCOMNAME,F_CLASS,F_COUNT,ftrawlid,
MA00-0107,A,09/11/00,WINDOWPANE, ,2, ,
MA00-0107,A,09/11/00,WINTER FLOUNDER, ,22, ,
MA00-0107,A,09/11/00,WINTER SKATE, ,5, ,
MA00-0109,A,09/11/00,BLACK SEA BASS, ,25, ,
MA00-0109,A,09/11/00,BUTTERFISH, ,160, ,
MA00-0109,A,09/11/00,CUNNER, ,12, ,
MA00-0109,A,09/11/00,LITTLE SKATE, ,79, ,
MA00-0109,A,09/11/00,NORTHERN PIPEFISH, ,1, ,
MA00-0109,A,09/11/00,SCUP, ,29, ,
MA00-0109,A,09/11/00,SUMMER FLOUNDER, ,8, ,
MA00-0109,A,09/11/00,WINTER FLOUNDER, ,36, ,
MA00-0109,A,09/11/00,WINTER SKATE, ,1, ,
MA00-0111,A,09/11/00,FOURSPOT FLOUNDER, ,21, ,
MA00-0111,A,09/11/00,LITTLE SKATE, ,19, ,
MA00-0111,A,09/11/00,NORTHERN SEAROBIN, ,1, ,
MA00-0111,A,09/11/00,SILVER HAKE, ,25, ,
MA00-0111,A,09/11/00,SPOTTED HAKE, ,4, ,
MA00-0111,A,09/11/00,SUMMER FLOUNDER, ,1, ,
MA00-0111,A,09/11/00,THORNY SKATE, ,1, ,
MA00-0111,A,09/11/00,WHITE HAKE, ,7, ,
MA00-0111,A,09/11/00,WINDOWPANE, ,15, ,
MA00-0111,A,09/11/00,WINTER FLOUNDER, ,192, ,
MA00-0111,A,09/11/00,WINTER SKATE, ,1, ,
MA00-0113,A,09/12/00,BUTTERFISH, ,11, ,
MA00-0113,A,09/12/00,CUNNER, ,1, ,
MA00-0113,A,09/12/00,FOURSPOT FLOUNDER, ,14, ,
MA00-0113,A,09/12/00,GOOSEFISH, ,4, ,
MA00-0113,A,09/12/00,LITTLE SKATE, ,4, ,
MA00-0113,A,09/12/00,LONGHORN SCULPIN, ,5, ,
MA00-0113,A,09/12/00,RED HAKE, ,332, ,
MA00-0113,A,09/12/00,SEA RAVEN, ,2, ,
MA00-0113,A,09/12/00,SILVER HAKE, ,525, ,
MA00-0113,A,09/12/00,SNAKE BLENNY, ,2, ,
MA00-0113,A,09/12/00,WINDOWPANE, ,5, ,
MA00-0113,A,09/12/00,WINTER FLOUNDER, ,248, ,
MA00-0113,A,09/12/00,YELLOWTAIL FLOUNDER, ,12, ,
MA00-0115,A,09/12/00,BUTTERFISH, ,12, ,
MA00-0115,A,09/12/00,FOURSPOT FLOUNDER, ,1, ,
MA00-0115,A,09/12/00,GOOSEFISH, ,1, ,
MA00-0115,A,09/12/00,LITTLE SKATE, ,3, ,
MA00-0115,A,09/12/00,LONGHORN SCULPIN, ,2, ,
MA00-0115,A,09/12/00,NORTHERN SEAROBIN, ,3, ,
MA00-0115,A,09/12/00,OCEAN POUT, ,1, ,
MA00-0115,A,09/12/00,RED HAKE, ,76, ,
MA00-0115,A,09/12/00,SEA RAVEN, ,4, ,
MA00-0115,A,09/12/00,SILVER HAKE, ,337, ,
MA00-0115,A,09/12/00,SPINY DOGFISH, ,1, ,
MA00-0115,A,09/12/00,WINDOWPANE, ,6, ,
MA00-0115,A,09/12/00,WINTER FLOUNDER, ,85, ,
MA00-0115,A,09/12/00,YELLOWTAIL FLOUNDER, ,2, ,
MA00-0117,A,09/12/00,AMERICAN PLAICE, ,1, ,
MA00-0117,A,09/12/00,ATLANTIC HERRING, ,1, ,
MA00-0117,A,09/12/00,FOURSPOT FLOUNDER, ,7, ,
MA00-0117,A,09/12/00,GOOSEFISH, ,3, ,
MA00-0117,A,09/12/00,LITTLE SKATE, ,6, ,
MA00-0117,A,09/12/00,LONGHORN SCULPIN, ,1, ,
MA00-0117,A,09/12/00,NORTHERN SEAROBIN, ,1, ,
MA00-0117,A,09/12/00,RED HAKE, ,38, ,
MA00-0117,A,09/12/00,SILVER HAKE, ,264, ,
MA00-0117,A,09/12/00,SPINY DOGFISH, ,2, ,
MA00-0117,A,09/12/00,SPOTTED HAKE, ,1, ,
MA00-0117,A,09/12/00,WHITE HAKE, ,1, ,
MA00-0117,A,09/12/00,WINTER FLOUNDER, ,130, ,
MA00-0117,A,09/12/00,WINTER SKATE, ,1, ,
MA00-0117,A,09/12/00,YELLOWTAIL FLOUNDER, ,5, ,
MA00-0119,A,09/12/00,ALEWIFE, ,1, ,
MA00-0119,A,09/12/00,AMERICAN PLAICE, ,2, ,
MA00-0119,A,09/12/00,BUTTERFISH, ,6, ,
MA00-0119,A,09/12/00,FOURSPOT FLOUNDER, ,4, ,
MA00-0119,A,09/12/00,GOOSEFISH, ,1, ,
MA00-0119,A,09/12/00,LITTLE SKATE, ,8, ,
MA00-0119,A,09/12/00,NORTHERN SEAROBIN, ,1, ,
MA00-0119,A,09/12/00,RED HAKE, ,45, ,
MA00-0119,A,09/12/00,SILVER HAKE, ,199, ,
MA00-0119,A,09/12/00,WINDOWPANE, ,15, ,
MA00-0119,A,09/12/00,WINTER FLOUNDER, ,147, ,
MA00-0119,A,09/12/00,WINTER SKATE, ,1, ,
MA00-0119,A,09/12/00,YELLOWTAIL FLOUNDER, ,1, ,
MA00-0121,A,09/12/00,BUTTERFISH, ,1, ,
MA00-0121,A,09/12/00,FOURSPOT FLOUNDER, ,10, ,
MA00-0121,A,09/12/00,LITTLE SKATE, ,41, ,
MA00-0121,A,09/12/00,RED HAKE, ,4, ,
MA00-0121,A,09/12/00,SEA RAVEN, ,2, ,
MA00-0121,A,09/12/00,SILVER HAKE, ,33, ,
MA00-0121,A,09/12/00,THORNY SKATE, ,2, ,
MA00-0121,A,09/12/00,WINDOWPANE, ,23, ,
MA00-0121,A,09/12/00,WINTER FLOUNDER, ,113, ,
MA00-0121,A,09/12/00,WINTER SKATE, ,1, ,
MA00-0121,A,09/12/00,YELLOWTAIL FLOUNDER, ,1, ,
MA00-0123,A,09/13/00,AMERICAN PLAICE, ,2, ,
MA00-0123,A,09/13/00,ATLANTIC HERRING, ,1, ,
MA00-0123,A,09/13/00,ATLANTIC MENHADEN, ,1, ,
MA00-0123,A,09/13/00,BLUEBACK HERRING, ,1, ,
MA00-0123,A,09/13/00,FOURSPOT FLOUNDER, ,11, ,
MA00-0123,A,09/13/00,LITTLE SKATE, ,1, ,
MA00-0123,A,09/13/00,LONGHORN SCULPIN, ,1, ,
MA00-0123,A,09/13/00,POLLOCK, ,1, ,
MA00-0123,A,09/13/00,RED HAKE, ,47, ,
MA00-0123,A,09/13/00,SILVER HAKE, ,142, ,
MA00-0123,A,09/13/00,WHITE HAKE, ,1, ,
MA00-0123,A,09/13/00,WINDOWPANE, ,5, ,
MA00-0123,A,09/13/00,WINTER FLOUNDER, ,29, ,
MA00-0125,A,09/20/00,BLACK SEA BASS, ,50, ,
MA00-0125,A,09/20/00,BUTTERFISH, ,377, ,
MA00-0125,A,09/20/00,LITTLE SKATE, ,27, ,
MA00-0125,A,09/20/00,NORTHERN PUFFER, ,1, ,
MA00-0125,A,09/20/00,NORTHERN SEAROBIN, ,1, ,
MA00-0125,A,09/20/00,SCUP, ,3070, ,
MA00-0125,A,09/20/00,SMOOTH DOGFISH, ,1, ,
MA00-0125,A,09/20/00,STRIPED SEAROBIN, ,1, ,
MA00-0125,A,09/20/00,SUMMER FLOUNDER, ,6, ,
MA00-0125,A,09/20/00,TAUTOG, ,6, ,
MA00-0125,A,09/20/00,WINTER FLOUNDER, ,2, ,
MA00-0127,A,09/20/00,BLACK SEA BASS, ,161, ,
MA00-0127,A,09/20/00,BUTTERFISH, ,256, ,
MA00-0127,A,09/20/00,FOURSPOT FLOUNDER, ,2, ,
MA00-0127,A,09/20/00,GLASSEYE SNAPPER, ,1, ,
MA00-0127,A,09/20/00,LITTLE SKATE, ,58, ,
MA00-0127,A,09/20/00,NORTHERN PUFFER, ,1, ,
MA00-0127,A,09/20/00,NORTHERN SEAROBIN, ,1, ,
MA00-0127,A,09/20/00,SCUP, ,2405, ,
MA00-0127,A,09/20/00,SMALLMOUTH FLOUNDER, ,1, ,
MA00-0127,A,09/20/00,STRIPED SEAROBIN, ,1, ,
MA00-0127,A,09/20/00,SUMMER FLOUNDER, ,11, ,
MA00-0127,A,09/20/00,TAUTOG, ,3, ,
MA00-0127,A,09/20/00,WINTER FLOUNDER, ,4, ,
MA00-0129,A,09/20/00,BLACK SEA BASS, ,278, ,
MA00-0129,A,09/20/00,BUTTERFISH, ,246, ,
MA00-0129,A,09/20/00,LITTLE SKATE, ,1, ,
MA00-0129,A,09/20/00,SCUP, ,3188, ,
MA00-0129,A,09/20/00,SMOOTH DOGFISH, ,3, ,
MA00-0129,A,09/20/00,STRIPED SEAROBIN, ,1, ,
MA00-0129,A,09/20/00,SUMMER FLOUNDER, ,18, ,
MA00-0129,A,09/20/00,TAUTOG, ,2, ,
MA00-0129,A,09/20/00,WINTER FLOUNDER, ,1, ,
MA00-0131,A,09/20/00,BLACK SEA BASS, ,1543, ,
MA00-0131,A,09/20/00,LITTLE SKATE, ,4, ,
MA00-0131,A,09/20/00,SCUP, ,5433, ,
MA00-0131,A,09/20/00,SMOOTH DOGFISH, ,1, ,
MA00-0131,A,09/20/00,STRIPED SEAROBIN, ,1, ,
MA00-0131,A,09/20/00,SUMMER FLOUNDER, ,6, ,
MA00-0131,A,09/20/00,TAUTOG, ,4, ,
MA00-0133,A,09/20/00,BAY ANCHOVY, ,699, ,
MA00-0133,A,09/20/00,BLACK SEA BASS, ,3589, ,
MA00-0133,A,09/20/00,CUNNER, ,86, ,
MA00-0133,A,09/20/00,LITTLE SKATE, ,1, ,
MA00-0133,A,09/20/00,NORTHERN KINGFISH, ,6, ,
MA00-0133,A,09/20/00,NORTHERN PIPEFISH, ,30, ,
MA00-0133,A,09/20/00,NORTHERN SEAROBIN, ,14, ,
MA00-0133,A,09/20/00,OYSTER TOADFISH, ,35, ,
MA00-0133,A,09/20/00,SCUP, ,3570, ,
MA00-0133,A,09/20/00,SMALLMOUTH FLOUNDER, ,1, ,
MA00-0133,A,09/20/00,SMOOTH DOGFISH, ,10, ,
MA00-0133,A,09/20/00,SUMMER FLOUNDER, ,22, ,
MA00-0133,A,09/20/00,TAUTOG, ,15, ,
MA00-0135,A,09/20/00,MOONFISH, ,9, ,
MA00-0135,A,09/20/00,BLACK SEA BASS, ,65, ,
MA00-0135,A,09/20/00,BUTTERFISH, ,116, ,
MA00-0135,A,09/20/00,LITTLE SKATE, ,4, ,
MA00-0135,A,09/20/00,SCUP, ,2432, ,
MA00-0135,A,09/20/00,SMOOTH DOGFISH, ,4, ,
MA00-0135,A,09/20/00,SUMMER FLOUNDER, ,4, ,
MA00-0135,A,09/20/00,TAUTOG, ,1, ,
MA00-0135,A,09/20/00,WEAKFISH, ,25, ,
MA00-0137,A,09/06/00,ATLANTIC SILVERSIDE, ,1, ,
MA00-0137,A,09/06/00,BUTTERFISH, ,498, ,
MA00-0137,A,09/06/00,LITTLE SKATE, ,62, ,
MA00-0137,A,09/06/00,SCUP, ,8, ,
MA00-0137,A,09/06/00,SUMMER FLOUNDER, ,1, ,
MA00-0137,A,09/06/00,WINTER FLOUNDER, ,46, ,
MA00-0137,A,09/06/00,WINTER SKATE, ,1, ,
MA00-0139,A,09/06/00,ATLANTIC COD, ,1, ,
MA00-0139,A,09/06/00,BUTTERFISH, ,80, ,
MA00-0139,A,09/06/00,FOURSPOT FLOUNDER, ,23, ,
MA00-0139,A,09/06/00,LITTLE SKATE, ,30, ,
MA00-0139,A,09/06/00,RED HAKE, ,20, ,
MA00-0139,A,09/06/00,SILVER HAKE, ,192, ,
MA00-0139,A,09/06/00,SPINY DOGFISH, ,113, ,
MA00-0139,A,09/06/00,WINDOWPANE, ,6, ,
MA00-0139,A,09/06/00,WINTER FLOUNDER, ,324, ,
MA00-0139,A,09/06/00,YELLOWTAIL FLOUNDER, ,1, ,
MA00-0141,A,09/06/00,BUTTERFISH, ,89, ,
MA00-0141,A,09/06/00,FOURSPOT FLOUNDER, ,4, ,
MA00-0141,A,09/06/00,LITTLE SKATE, ,121, ,
MA00-0141,A,09/06/00,RED HAKE, ,3, ,
MA00-0141,A,09/06/00,SILVER HAKE, ,24, ,
MA00-0141,A,09/06/00,SPINY DOGFISH, ,11, ,
MA00-0141,A,09/06/00,WINDOWPANE, ,6, ,
MA00-0141,A,09/06/00,WINTER FLOUNDER, ,118, ,
MA00-0141,A,09/06/00,WINTER SKATE, ,7, ,
MA00-0141,A,09/06/00,YELLOWTAIL FLOUNDER, ,1, ,
MA00-0143,A,09/06/00,BLACK SEA BASS, ,1, ,
MA00-0143,A,09/06/00,BUTTERFISH, ,126, ,
MA00-0143,A,09/06/00,CUNNER, ,1, ,
MA00-0143,A,09/06/00,LITTLE SKATE, ,33, ,
MA00-0143,A,09/06/00,STRIPED SEAROBIN, ,1, ,
MA00-0143,A,09/06/00,SUMMER FLOUNDER, ,10, ,
MA00-0143,A,09/06/00,WINTER SKATE, ,2, ,
MA00-0145,A,09/06/00,BUTTERFISH, ,3261, ,
MA00-0145,A,09/06/00,LITTLE SKATE, ,33, ,
MA00-0145,A,09/06/00,WINTER FLOUNDER, ,45, ,
MA00-0145,A,09/06/00,WINTER SKATE, ,4, ,
MA00-0145,A,09/06/00,YELLOWTAIL FLOUNDER, ,1, ,
ME00-0089,A,08/10/00,ATLANTIC TOMCOD, ,1, ,
ME00-0089,A,08/10/00,HERRING, ,1, ,
NH00-0013,A,08/08/00,WHITE PERCH, ,4, ,
NH00-0015,A,08/08/00,ALEWIFE, ,6, ,
NH00-0015,A,08/08/00,HERRING, ,4, ,
NH00-0015,A,08/08/00,MUMMICHOG, ,1, ,
NH00-0015,A,08/08/00,WHITE PERCH, ,25, ,
NH00-0019,A,08/02/00,ALEWIFE, ,1, ,
NH00-0019,A,08/02/00,HERRING, ,4, ,
NH00-0019,A,08/02/00,NINESPINE STICKLEBACK, ,4, ,
NH00-0019,A,08/02/00,PIPEFISH, ,1, ,
NH00-0021,A,08/15/00,WINTER FLOUNDER, ,1, ,
NH00-0023,A,08/15/00,NINESPINE STICKLEBACK, ,1, ,
NH00-0023,A,08/15/00,PIPEFISH, ,1, ,
NH00-0023,A,08/15/00,WINTER FLOUNDER, ,1, ,
NH00-0025,A,08/08/00,ATLANTIC SILVERSIDE, ,1, ,
NH00-0025,A,08/08/00,HERRING, ,22, ,
NH00-0025,A,08/08/00,WHITE PERCH, ,7, ,
NH00-0025,A,08/08/00,WINTER FLOUNDER, ,1, ,
NH00-0035,A,08/09/00,GRUBBY SCULPIN, ,1, ,
NH00-0035,A,08/09/00,PIPEFISH, ,1, ,
NH00-0035,A,08/09/00,WHITE PERCH, ,1, ,
NH00-0049,A,08/14/00,ALEWIFE, ,1, ,
NH00-0049,A,08/14/00,ATLANTIC SILVERSIDE, ,7, ,
NH00-0049,A,08/14/00,HERRING, ,61, ,
NH00-0049,A,08/14/00,WINTER FLOUNDER, ,3, ,
NH00-0051,A,08/10/00,ATLANTIC TOMCOD, ,3, ,
NH00-0051,A,08/10/00,WINTER FLOUNDER, ,1, ,
NH00-0057,A,08/03/00,ALEWIFE, ,1, ,
NH00-0057,A,08/03/00,ATLANTIC TOMCOD, ,2, ,
NH00-0057,A,08/03/00,HERRING, ,13, ,
NH00-0057,A,08/03/00,PIPEFISH, ,2, ,
NH00-0059,A,08/10/00,ALEWIFE, ,2, ,
NH00-0059,A,08/10/00,ATLANTIC SILVERSIDE, ,96, ,
NH00-0059,A,08/10/00,WHITE PERCH, ,17, ,
NH00-0063,A,08/03/00,ALEWIFE, ,22, ,
NH00-0063,A,08/03/00,ATLANTIC SILVERSIDE, ,6, ,
NH00-0063,A,08/03/00,ATLANTIC TOMCOD, ,23, ,
NH00-0063,A,08/03/00,HERRING, ,590, ,
NH00-0063,A,08/03/00,SMOOTH FLOUNDER, ,1, ,
NH00-0063,A,08/03/00,WINTER FLOUNDER, ,5, ,
NH00-0067,C,08/03/00,ATLANTIC TOMCOD, ,2, ,
NJ00-0001,A,08/22/00,HOGCHOKER, ,1, ,
NJ00-0001,A,08/22/00,MOONFISH, ,1, ,
NJ00-0001,A,08/22/00,SUMMER FLOUNDER, ,1, ,
NJ00-0001,A,08/22/00,WEAKFISH,CLASS 1,7, ,
NJ00-0001,A,08/22/00,WEAKFISH,CLASS 2,32, ,
NJ00-0003,B,08/15/00,BLACK SEA BASS, ,1, ,
NJ00-0003,B,08/15/00,NAKED GOBY, ,1, ,
NJ00-0003,B,08/15/00,NORTHERN SEAROBIN, ,1, ,
NJ00-0003,B,08/15/00,PORGY, ,3, ,
NJ00-0005,A,08/22/00,MOONFISH, ,3, ,
NJ00-0005,A,08/22/00,SUMMER FLOUNDER, ,1, ,
NJ00-0005,A,08/22/00,WEAKFISH, ,42, ,
NJ00-0005,A,08/22/00,WINDOWPANE, ,2, ,
NJ00-0005,A,08/22/00,WINTER FLOUNDER, ,1, ,
NJ00-0007,A,08/10/00,BAY ANCHOVY, ,44, ,
NJ00-0007,A,08/10/00,BLACK SEA BASS, ,1, ,
NJ00-0007,A,08/10/00,BUTTERFISH, ,25, ,
NJ00-0007,A,08/10/00,MOONFISH, ,6, ,
NJ00-0007,A,08/10/00,NORTHERN KINGFISH, ,1, ,
NJ00-0007,A,08/10/00,NORTHERN SEAROBIN, ,1, ,
NJ00-0007,A,08/10/00,SCUP, ,2, ,
NJ00-0007,A,08/10/00,SMALLMOUTH FLOUNDER, ,2, ,
NJ00-0007,A,08/10/00,STRIPED ANCHOVY, ,2, ,
NJ00-0007,A,08/10/00,STRIPED SEAROBIN, ,4, ,
NJ00-0007,A,08/10/00,SUMMER FLOUNDER, ,8, ,
NJ00-0007,A,08/10/00,WEAKFISH, ,273, ,
NJ00-0007,A,08/10/00,WINDOWPANE, ,20, ,
NJ00-0009,A,08/10/00,ATLANTIC TOMCOD, ,22, ,
NJ00-0009,A,08/10/00,BAY ANCHOVY, ,30, ,
NJ00-0009,A,08/10/00,BLACK SEA BASS, ,1, ,
NJ00-0009,A,08/10/00,CUNNER, ,2, ,
NJ00-0009,A,08/10/00,MOONFISH, ,1, ,
NJ00-0009,A,08/10/00,NORTHERN PUFFER, ,1, ,
NJ00-0009,A,08/10/00,NORTHERN SEAROBIN, ,6, ,
NJ00-0009,A,08/10/00,OYSTER TOADFISH, ,1, ,
NJ00-0009,A,08/10/00,SPOTTED HAKE, ,1, ,
NJ00-0009,A,08/10/00,STRIPED SEAROBIN, ,1, ,
NJ00-0009,A,08/10/00,SUMMER FLOUNDER, ,2, ,
NJ00-0009,A,08/10/00,WEAKFISH, ,2790, ,
NJ00-0009,A,08/10/00,WINDOWPANE, ,7, ,
NJ00-0009,A,08/10/00,WINTER FLOUNDER, ,17, ,
NJ00-0011,B,08/21/00,ATLANTIC MENHADEN, ,1, ,
NJ00-0011,B,08/21/00,ATLANTIC TOMCOD, ,2, ,
NJ00-0011,B,08/21/00,STRIPED BASS, ,2, ,
NJ00-0011,B,08/21/00,WHITE PERCH, ,7, ,
NJ00-0013,A,08/21/00,ATLANTIC MENHADEN, ,1, ,
NJ00-0013,A,08/21/00,WHITE PERCH, ,1, ,
NJ00-0017,A,09/12/00,BAY ANCHOVY, ,472, ,
NJ00-0017,A,09/12/00,BLACK SEA BASS, ,4, ,
NJ00-0017,A,09/12/00,LOOKDOWN, ,1, ,
NJ00-0017,A,09/12/00,OYSTER TOADFISH, ,1, ,
NJ00-0017,A,09/12/00,SCUP, ,1, ,
NJ00-0017,A,09/12/00,SMALLMOUTH FLOUNDER, ,1, ,
NJ00-0017,A,09/12/00,SPOT, ,2, ,
NJ00-0017,A,09/12/00,WEAKFISH, ,4, ,
NJ00-0019,A,08/31/00,SPOT, ,38, ,
NJ00-0019,A,08/31/00,WEAKFISH, ,2, ,
NJ00-0021,A,08/31/00,BAY ANCHOVY, ,1, ,
NJ00-0021,A,08/31/00,NORTHERN PUFFER, ,1, ,
NJ00-0021,A,08/31/00,PIPEFISH, ,1, ,
NJ00-0021,A,08/31/00,SUMMER FLOUNDER, ,2, ,
NJ00-0021,A,08/31/00,TAUTOG, ,1, ,
NJ00-0023,A,08/31/00,NORTHERN SEAROBIN, ,1, ,
NJ00-0023,A,08/31/00,WINDOWPANE, ,1, ,
NJ00-0025,A,09/12/00,OYSTER TOADFISH, ,1, ,
NJ00-0025,A,09/12/00,PLANEHEAD FILEFISH, ,1, ,
NJ00-0025,A,09/12/00,PORGY, ,2, ,
NJ00-0027,A,09/11/00,WEAKFISH, ,9, ,
NJ00-0027,A,09/11/00,WHITE CATFISH, ,17, ,
NJ00-0027,A,09/11/00,WHITE PERCH, ,3, ,
NJ00-0029,A,09/08/00,HOGCHOKER, ,1, ,
NJ00-0029,A,09/08/00,OYSTER TOADFISH, ,2, ,
NJ00-0029,A,09/08/00,PIPEFISH, ,1, ,
NJ00-0029,A,09/08/00,WEAKFISH, ,2, ,
NJ00-0031,A,09/11/00,ALEWIFE, ,21, ,
NJ00-0031,A,09/11/00,GOLDEN SHINER, ,1, ,
NJ00-0031,A,09/11/00,PUMPKINSEED, ,5, ,
NJ00-0031,A,09/11/00,WHITE PERCH,CLASS 2,18, ,
NJ00-0031,A,09/11/00,WHITE PERCH,CLASS 3,161, ,
NJ00-0035,A,09/07/00,BAY ANCHOVY, ,3, ,
NJ00-0035,A,09/07/00,CUNNER, ,1, ,
NJ00-0035,A,09/07/00,OYSTER TOADFISH, ,2, ,
NJ00-0035,A,09/07/00,PIPEFISH, ,5, ,
NJ00-0037,A,09/07/00,WHITE PERCH, ,49, ,
NJ00-0039,A,09/06/00,BAY ANCHOVY,CLASS 2,34, ,
NJ00-0039,A,09/06/00,BAY ANCHOVY,CLASS 3,38, ,
NJ00-0039,A,09/06/00,PINFISH,CLASS 1,1, ,
NJ00-0039,A,09/06/00,PINFISH,CLASS 2,1, ,
NJ00-0039,A,09/06/00,PIPEFISH, ,1, ,
NJ00-0039,A,09/06/00,PIPEFISH,CLASS 2,1, ,
NJ00-0039,A,09/06/00,WEAKFISH, ,4, ,
NJ00-0041,A,09/07/00,WHITE PERCH,CLASS 1,4, ,
NJ00-0041,A,09/07/00,WHITE PERCH,CLASS 2,24, ,
NJ00-0041,A,09/07/00,WHITE PERCH,CLASS 3,15, ,
NJ00-0041,A,09/07/00,WHITE PERCH,CLASS 4,1, ,
NJ00-0043,A,09/06/00,BAY ANCHOVY,CLASS 1,7, ,
NJ00-0043,A,09/06/00,BAY ANCHOVY,CLASS 2,38, ,
NJ00-0043,A,09/06/00,BAY ANCHOVY,CLASS 3,99, ,
NJ00-0043,A,09/06/00,NORTHERN KINGFISH, ,1, ,
NJ00-0043,A,09/06/00,OYSTER TOADFISH, ,1, ,
NJ00-0043,A,09/06/00,STRIPED SEAROBIN, ,2, ,
NJ00-0045,A,09/05/00,BAY ANCHOVY,CLASS 3,119, ,
NJ00-0045,A,09/05/00,BAY ANCHOVY,CLASS 1,9, ,
NJ00-0045,A,09/05/00,BAY ANCHOVY,CLASS 2,577, ,
NJ00-0045,A,09/05/00,BAY ANCHOVY,CLASS 3,119, ,
NJ00-0045,A,09/05/00,BLUESPOTTED CORNETFISH, ,1, ,
NJ00-0045,A,09/05/00,WEAKFISH, ,1, ,
NJ00-0047,A,09/05/00,ATLANTIC SILVERSIDE, ,37, ,
NJ00-0047,A,09/05/00,BAY ANCHOVY, ,76, ,
NJ00-0047,A,09/05/00,CUNNER, ,1, ,
NJ00-0047,A,09/05/00,FOURSPINE STICKLEBACK, ,3, ,
NJ00-0047,A,09/05/00,INSHORE LIZARDFISH, ,1, ,
NJ00-0047,A,09/05/00,NORTHERN KINGFISH, ,1, ,
NJ00-0047,A,09/05/00,NORTHERN PUFFER, ,5, ,
NJ00-0047,A,09/05/00,NORTHERN SENNET, ,3, ,
NJ00-0047,A,09/05/00,OYSTER TOADFISH, ,3, ,
NJ00-0047,A,09/05/00,PINFISH,CLASS 1,1, ,
NJ00-0047,A,09/05/00,PINFISH,CLASS 2,11, ,
NJ00-0047,A,09/05/00,SILVER PERCH, ,7, ,
NJ00-0047,A,09/05/00,SUMMER FLOUNDER, ,1, ,
NJ00-0047,A,09/05/00,TAUTOG, ,7, ,
NJ00-0047,A,09/05/00,WINTER FLOUNDER,CLASS 1,9, ,
NJ00-0049,A,08/29/00,BAY ANCHOVY,CLASS 1,151, ,
NJ00-0049,A,08/29/00,BAY ANCHOVY,CLASS 2,11, ,
NJ00-0049,A,08/29/00,BLUEFISH, ,1, ,
NJ00-0049,A,08/29/00,HOGCHOKER, ,2, ,
NJ00-0049,A,08/29/00,SPOT, ,1, ,
NJ00-0049,A,08/29/00,WEAKFISH,CLASS 1,4, ,
NJ00-0049,A,08/29/00,WEAKFISH,CLASS 2,8, ,
NJ00-0049,A,08/29/00,WINTER FLOUNDER, ,1, ,
NJ00-0051,A,08/29/00,AMERICAN EEL, ,1, ,
NJ00-0051,A,08/29/00,BAY ANCHOVY, ,34, ,
NJ00-0051,A,08/29/00,FOURSPINE STICKLEBACK, ,1, ,
NJ00-0051,A,08/29/00,NAKED GOBY, ,14, ,
NJ00-0051,A,08/29/00,PIPEFISH, ,9, ,
NJ00-0051,A,08/29/00,STRIPED BLENNY, ,1, ,
NJ00-0051,A,08/29/00,SUMMER FLOUNDER, ,3, ,
NJ00-0051,A,08/29/00,UNKNOWN, ,2, ,
NJ00-0053,A,08/28/00,AMERICAN EEL, ,1, ,
NJ00-0053,A,08/28/00,BAY ANCHOVY, ,278, ,
NJ00-0053,A,08/28/00,NORTHERN PUFFER, ,1, ,
NJ00-0053,A,08/28/00,SCUP, ,1, ,
NJ00-0053,A,08/28/00,STRIPED SEAROBIN, ,1, ,
NJ00-0057,A,08/22/00,HOGCHOKER, ,1, ,
NJ00-0057,A,08/22/00,NAKED GOBY, ,2, ,
NJ00-0057,A,08/22/00,PIPEFISH, ,4, ,
NJ00-0057,A,08/22/00,SPOT, ,1, ,
NJ00-0057,A,08/22/00,SUMMER FLOUNDER, ,2, ,
NJ00-0057,A,08/22/00,WEAKFISH, ,2, ,
NJ00-0059,A,08/15/00,BAY ANCHOVY, ,5, ,
NJ00-0059,A,08/15/00,STRIPED ANCHOVY, ,2, ,
NJ00-0059,A,08/15/00,TAUTOG, ,1, ,
NJ00-0059,A,08/15/00,WEAKFISH, ,1, ,
NJ00-0061,A,10/03/00,ATLANTIC CROAKER, ,6, ,
NJ00-0061,A,10/03/00,BAY ANCHOVY, ,9, ,
NJ00-0061,A,10/03/00,CLEARNOSE SKATE, ,2, ,
NJ00-0061,A,10/03/00,HOGCHOKER, ,11, ,
NJ00-0061,A,10/03/00,NORTHERN KINGFISH, ,3, ,
NJ00-0061,A,10/03/00,NORTHERN PIPEFISH, ,8, ,
NJ00-0061,A,10/03/00,RED DRUM, ,2, ,
NJ00-0061,A,10/03/00,SMALLMOUTH FLOUNDER, ,1, ,
NJ00-0061,A,10/03/00,SMOOTH DOGFISH, ,2, ,
NJ00-0061,A,10/03/00,SPOTTED HAKE, ,5, ,
NJ00-0061,A,10/03/00,STRIPED CUSK-EEL, ,4, ,
NJ00-0061,A,10/03/00,STRIPED SEAROBIN, ,4, ,
NJ00-0061,A,10/03/00,WEAKFISH, ,129, ,
NJ00-0061,A,10/03/00,WEAKFISH,CLASS 1,4, ,
