Dataset:              Fish Counts by Species
File Name:            FISH_CNT.dat
Date Created:         06/08/10
# Variables:          7
# Header Records:     18
# Data Records:       6341
Delimiter:            ,
Missing Value Symbol: .

Variables:    STATION       Station Name                          
              STAT_ALT      Alternate Site Sampled (A B or C)  
              EVNTDATE      Event Date                          
              FTRAWLID      Fish Trawl Descriptive Data              
              FCOMNAME      Fish Taxa Common Name              
              CLASS         Fish Size Classification          
              F_COUNT       Number of this Fish Taxa caught  

STATION,STAT_ALT,EVNTDATE,FCOMNAME,F_CLASS,F_COUNT,ftrawlid,
NY02-1017,A,07/23/02,LONGFIN SQUID, ,4,S001,
NY02-1017,A,07/23/02,LONGFIN SQUID, ,6,S002,
NY02-1017,A,07/23/02,SCUP, ,4,S001,
NY02-1017,A,07/23/02,SCUP, ,3,S002,
NY02-1017,A,07/23/02,SUMMER FLOUNDER, ,1,S001,
NY02-1017,A,07/23/02,SUMMER FLOUNDER, ,1,S002,
NY02-1017,A,07/23/02,TAUTOG, ,1,S002,
NY02-1019,B,07/23/02,BUTTERFISH, ,1,S001,
NY02-1019,B,07/23/02,LONGFIN SQUID, ,2,S002,
NY02-1019,B,07/23/02,SCUP, ,3,S002,
NY02-1019,B,07/23/02,SUMMER FLOUNDER, ,1,S002,
NY02-1021,A,07/26/02,BAY ANCHOVY, ,1,S001,
NY02-1021,A,07/26/02,BUTTERFISH, ,1,S001,
NY02-1021,A,07/26/02,LONGFIN SQUID, ,2,S001,
NY02-1021,A,07/26/02,LONGFIN SQUID, ,10,S002,
NY02-1021,A,07/26/02,LONGFIN SQUID, ,9,S003,
NY02-1021,A,07/26/02,LONGFIN SQUID, ,7,S004,
NY02-1021,A,07/26/02,SCUP, ,5,S002,
NY02-1021,A,07/26/02,SCUP, ,2,S003,
NY02-1021,A,07/26/02,SCUP, ,5,S004,
NY02-1021,A,07/26/02,SMOOTH DOGFISH, ,1,S002,
NY02-1021,A,07/26/02,SUMMER FLOUNDER, ,1,S001,
NY02-1021,A,07/26/02,SUMMER FLOUNDER, ,2,S002,
NY02-1021,A,07/26/02,SUMMER FLOUNDER, ,1,S003,
NY02-1021,A,07/26/02,SUMMER FLOUNDER, ,2,S004,
NY02-1022,A,07/24/02,CUNNER, ,1,S002,
NY02-1022,A,07/24/02,SCUP, ,17,S001,
NY02-1022,A,07/24/02,SCUP, ,19,S002,
NY02-1022,A,07/24/02,SMALLMOUTH FLOUNDER, ,1,S002,
NY02-1022,A,07/24/02,SMOOTH DOGFISH, ,2,S001,
NY02-1022,A,07/24/02,SMOOTH DOGFISH, ,2,S002,
NY02-1022,A,07/24/02,SUMMER FLOUNDER, ,1,S001,
NY02-1022,A,07/24/02,SUMMER FLOUNDER, ,1,S002,
NY02-1022,A,07/24/02,TAUTOG, ,1,S001,
NY02-1022,A,07/24/02,TAUTOG, ,1,S002,
NY02-1025,A,07/24/02,LONGFIN SQUID, ,11,S001,
NY02-1025,A,07/24/02,LONGFIN SQUID, ,7,S002,
NY02-1025,A,07/24/02,SCUP, ,4,S001,
NY02-1025,A,07/24/02,TAUTOG, ,1,S001,
NY02-1025,A,07/24/02,WINTER FLOUNDER, ,1,S001,
NY02-1026,A,07/31/02,BAY ANCHOVY, ,5,S001,
NY02-1026,A,07/31/02,BLUEFISH, ,1,S002,
NY02-1026,A,07/31/02,LONGFIN SQUID, ,11,S001,
NY02-1026,A,07/31/02,LONGFIN SQUID, ,20,S002,
NY02-1026,A,07/31/02,SCUP, ,49,S001,
NY02-1026,A,07/31/02,SCUP, ,23,S002,
NY02-1026,A,07/31/02,SMOOTH DOGFISH, ,1,S001,
NY02-1026,A,07/31/02,STRIPED SEAROBIN, ,1,S002,
NY02-1026,A,07/31/02,WINTER FLOUNDER, ,1,S001,
NY02-1027,A,07/31/02,BLUEFISH, ,1,S001,
NY02-1027,A,07/31/02,BLUEFISH, ,1,S002,
NY02-1027,A,07/31/02,LONGFIN SQUID, ,11,S001,
NY02-1027,A,07/31/02,LONGFIN SQUID, ,12,S002,
NY02-1027,A,07/31/02,SCUP, ,5,S001,
NY02-1027,A,07/31/02,SCUP, ,6,S002,
NY02-1030,A,08/01/02,BLUEFISH, ,1,S001,
NY02-1030,A,08/01/02,LONGFIN SQUID, ,8,S001,
NY02-1030,A,08/01/02,LONGFIN SQUID, ,3,S002,
NY02-1030,A,08/01/02,SCUP, ,4,S001,
NY02-1030,A,08/01/02,SCUP, ,5,S002,
NY02-1030,A,08/01/02,TAUTOG, ,1,S001,
NY02-1030,A,08/01/02,WINTER FLOUNDER, ,3,S001,
PA02-0201,B,09/16/02,WHITE PERCH, ,9,PA02-0201-STRL,
RI02-0056,B,09/25/02,AMERICAN EEL, ,2,RI02-0068-STRL,
RI02-0056,B,09/25/02,NORTHERN SEAROBIN, ,1,RI02-0068-STRL,
RI02-0056,B,09/25/02,SUMMER FLOUNDER, ,4,RI02-0068-STRL,
RI02-0056,B,09/25/02,WINTER FLOUNDER, ,2,RI02-0068-STRL,
RI02-0059,A,09/25/02,SUMMER FLOUNDER, ,11,RI02-0069-STRL,
RI02-0059,A,09/25/02,WINTER FLOUNDER, ,2,RI02-0069-STRL,
RI02-0061,A,07/18/02,BUTTERFISH, ,1,RI02-0261-STRL,
RI02-0061,A,07/18/02,ROUGH SCAD, ,4,RI02-0261-STRL,
RI02-0061,A,07/18/02,SKATE, ,5,RI02-0261-STRL,
RI02-0061,A,07/18/02,SUMMER FLOUNDER, ,10,RI02-0261-STRL,
RI02-0063,A,07/18/02,AMERICAN SHAD, ,1,RI02-0263-STRL,
RI02-0063,A,07/18/02,BAY ANCHOVY, ,2,RI02-0263-STRL,
RI02-0063,A,07/18/02,BLACK SEA BASS, ,1,RI02-0263-STRL,
RI02-0063,A,07/18/02,BUTTERFISH, ,14,RI02-0263-STRL,
RI02-0063,A,07/18/02,ROUGH SCAD, ,4,RI02-0263-STRL,
RI02-0063,A,07/18/02,SCUP, ,8,RI02-0263-STRL,
RI02-0063,A,07/18/02,SPINY DOGFISH, ,1,RI02-0263-STRL,
RI02-0063,A,07/18/02,SUMMER FLOUNDER, ,1,RI02-0263-STRL,
RI02-0063,A,07/18/02,WINTER FLOUNDER, ,1,RI02-0263-STRL,
RI02-0065,A,07/16/02,BLACK SEA BASS, ,4,RI02-0265-STRL,
RI02-0065,A,07/16/02,BUTTERFISH, ,6,RI02-0265-STRL,
RI02-0065,A,07/16/02,SCUP, ,51,RI02-0265-STRL,
RI02-0065,A,07/16/02,SUMMER FLOUNDER, ,2,RI02-0265-STRL,
RI02-0067,A,07/17/02,BLUEFISH, ,1,RI02-0267-STRL,
RI02-0067,A,07/17/02,SCUP, ,1,RI02-0267-STRL,
RI02-0067,A,07/17/02,SUMMER FLOUNDER, ,1,RI02-0267-STRL,
RI02-0067,A,07/17/02,WEAKFISH, ,1,RI02-0267-STRL,
RI02-0069,A,07/17/02,BUTTERFISH, ,630,RI02-0269-STRL,
RI02-0069,A,07/17/02,FOURSPOT FLOUNDER, ,12,RI02-0269-STRL,
RI02-0069,A,07/17/02,SCUP, ,77,RI02-0269-STRL,
RI02-0069,A,07/17/02,SILVER HAKE, ,1,RI02-0269-STRL,
RI02-0069,A,07/17/02,SKATE, ,9,RI02-0269-STRL,
RI02-0069,A,07/17/02,SPOTTED HAKE, ,3,RI02-0269-STRL,
RI02-0069,A,07/17/02,STRIPED BASS, ,3,RI02-0269-STRL,
RI02-0069,A,07/17/02,SUMMER FLOUNDER, ,1,RI02-0269-STRL,
RI02-0069,A,07/17/02,TAUTOG, ,1,RI02-0269-STRL,
RI02-0069,A,07/17/02,WINTER FLOUNDER, ,25,RI02-0269-STRL,
RI02-0071,A,07/18/02,ATLANTIC HERRING, ,14,RI02-0271-STRL,
RI02-0071,A,07/18/02,BAY ANCHOVY, ,4,RI02-0271-STRL,
RI02-0071,A,07/18/02,BLACK SEA BASS, ,1,RI02-0271-STRL,
RI02-0071,A,07/18/02,BUTTERFISH, ,357,RI02-0271-STRL,
RI02-0071,A,07/18/02,FOURSPOT FLOUNDER, ,16,RI02-0271-STRL,
RI02-0071,A,07/18/02,GULF STREAM FLOUNDER, ,7,RI02-0271-STRL,
RI02-0071,A,07/18/02,ROUGH SCAD, ,2,RI02-0271-STRL,
RI02-0071,A,07/18/02,SCUP, ,5,RI02-0271-STRL,
RI02-0071,A,07/18/02,SILVER HAKE, ,3,RI02-0271-STRL,
RI02-0071,A,07/18/02,SKATE, ,17,RI02-0271-STRL,
RI02-0071,A,07/18/02,SPINY DOGFISH, ,2,RI02-0271-STRL,
RI02-0071,A,07/18/02,SUMMER FLOUNDER, ,1,RI02-0271-STRL,
RI02-0071,A,07/18/02,WINTER FLOUNDER, ,14,RI02-0271-STRL,
RI02-0073,A,07/19/02,ATLANTIC MENHADEN, ,2,RI02-0273-STRL,
RI02-0073,A,07/19/02,BLACK SEA BASS, ,10,RI02-0273-STRL,
RI02-0073,A,07/19/02,BUTTERFISH, ,3,RI02-0273-STRL,
RI02-0073,A,07/19/02,ROUGH SCAD, ,2,RI02-0273-STRL,
RI02-0073,A,07/19/02,SCUP, ,287,RI02-0273-STRL,
RI02-0073,A,07/19/02,STRIPED SEAROBIN, ,2,RI02-0273-STRL,
RI02-0073,A,07/19/02,SUMMER FLOUNDER, ,2,RI02-0273-STRL,
RI02-0073,A,07/19/02,TAUTOG, ,1,RI02-0273-STRL,
RI02-0073,A,07/19/02,WINTER FLOUNDER, ,3,RI02-0273-STRL,
RI02-0075,A,07/15/02,BLACK SEA BASS, ,4,RI02-0275-STRL,
RI02-0075,A,07/15/02,SCUP, ,194,RI02-0275-STRL,
RI02-0075,A,07/15/02,OYSTER TOADFISH, ,1,RI02-0275-STRL,
RI02-0077,A,07/15/02,SCUP, ,2,RI02-0277-STRL,
RI02-0077,A,07/15/02,SUMMER FLOUNDER, ,1,RI02-0277-STRL,
RI02-0079,A,07/15/02,HOGCHOKER, ,1,RI02-0279-STRL,
RI02-0079,A,07/15/02,SUMMER FLOUNDER, ,1,RI02-0279-STRL,
RI02-0081,A,07/17/02,BUTTERFISH, ,4,RI02-0281-STRL,
RI02-0081,A,07/17/02,SCUP, ,120,RI02-0281-STRL,
RI02-0081,A,07/17/02,SUMMER FLOUNDER, ,2,RI02-0281-STRL,
RI02-0081,A,07/17/02,WINTER FLOUNDER, ,11,RI02-0281-STRL,
RI02-0083,A,07/16/02,BLACK SEA BASS, ,2,RI02-0283-STRL,
RI02-0083,A,07/16/02,BUTTERFISH, ,22,RI02-0283-STRL,
RI02-0083,A,07/16/02,FOURSPOT FLOUNDER, ,1,RI02-0283-STRL,
RI02-0083,A,07/16/02,NORTHERN SEAROBIN, ,1,RI02-0283-STRL,
RI02-0083,A,07/16/02,RED HAKE, ,1,RI02-0283-STRL,
RI02-0083,A,07/16/02,SCUP, ,360,RI02-0283-STRL,
RI02-0083,A,07/16/02,SMOOTH DOGFISH, ,3,RI02-0283-STRL,
RI02-0083,A,07/16/02,STRIPED SEAROBIN, ,25,RI02-0283-STRL,
RI02-0083,A,07/16/02,SUMMER FLOUNDER, ,24,RI02-0283-STRL,
RI02-0083,A,07/16/02,WEAKFISH, ,1,RI02-0283-STRL,
CT03-0241,A,09/22/03,BLUEFISH, ,343, ,
CT03-0241,A,09/22/03,BUTTERFISH, ,1608, ,
CT03-0241,A,09/22/03,CREVALLE JACK, ,1, ,
CT03-0241,A,09/22/03,LONGFIN SQUID, ,1298, ,
CT03-0241,A,09/22/03,NORTHERN SEAROBIN, ,1, ,
CT03-0241,A,09/22/03,RED HAKE, ,1, ,
CT03-0241,A,09/22/03,ROUGH SCAD, ,3, ,
CT03-0241,A,09/22/03,ROUND SCAD, ,1, ,
CT03-0241,A,09/22/03,SCUP, ,295, ,
CT03-0241,A,09/22/03,SMOOTH DOGFISH, ,6, ,
CT03-0241,A,09/22/03,SPOTTED HAKE, ,3, ,
CT03-0241,A,09/22/03,STRIPED SEAROBIN, ,4, ,
CT03-0241,A,09/22/03,SUMMER FLOUNDER, ,9, ,
CT03-0241,A,09/22/03,WEAKFISH, ,89, ,
CT03-0241,A,09/22/03,WINDOWPANE, ,1, ,
CT03-0242,A,09/15/03,ATLANTIC MENHADEN, ,1, ,
CT03-0242,A,09/15/03,BLUEFISH, ,12, ,
CT03-0242,A,09/15/03,BUTTERFISH, ,1, ,
CT03-0242,A,09/15/03,CLEARNOSE SKATE, ,2, ,
CT03-0242,A,09/15/03,FOURSPOT FLOUNDER, ,10, ,
CT03-0242,A,09/15/03,LITTLE SKATE, ,37, ,
CT03-0242,A,09/15/03,LONGFIN SQUID, ,242, ,
CT03-0242,A,09/15/03,NORTHERN SEAROBIN, ,1, ,
CT03-0242,A,09/15/03,RED HAKE, ,4, ,
CT03-0242,A,09/15/03,SCUP, ,134, ,
CT03-0242,A,09/15/03,SILVER HAKE, ,2, ,
CT03-0242,A,09/15/03,SMOOTH DOGFISH, ,3, ,
CT03-0242,A,09/15/03,SPOTTED HAKE, ,21, ,
CT03-0242,A,09/15/03,STRIPED SEAROBIN, ,28, ,
CT03-0242,A,09/15/03,SUMMER FLOUNDER, ,4, ,
CT03-0242,A,09/15/03,WEAKFISH, ,269, ,
CT03-0242,A,09/15/03,WINDOWPANE, ,18, ,
CT03-0242,A,09/15/03,WINTER FLOUNDER, ,1, ,
CT03-0243,A,09/26/03,ATLANTIC MENHADEN, ,5, ,
CT03-0243,A,09/26/03,BAY ANCHOVY, ,32, ,
CT03-0243,A,09/26/03,BLACK SEA BASS, ,3, ,
CT03-0243,A,09/26/03,BLUEFISH, ,16, ,
CT03-0243,A,09/26/03,BUTTERFISH, ,3, ,
CT03-0243,A,09/26/03,LITTLE SKATE, ,7, ,
CT03-0243,A,09/26/03,LONGFIN SQUID, ,35, ,
CT03-0243,A,09/26/03,MOONFISH, ,1, ,
CT03-0243,A,09/26/03,NORTHERN SEAROBIN, ,3, ,
CT03-0243,A,09/26/03,SCUP, ,294, ,
CT03-0243,A,09/26/03,SMOOTH DOGFISH, ,3, ,
CT03-0243,A,09/26/03,STRIPED BASS, ,4, ,
CT03-0243,A,09/26/03,STRIPED SEAROBIN, ,16, ,
CT03-0243,A,09/26/03,SUMMER FLOUNDER, ,11, ,
CT03-0243,A,09/26/03,TAUTOG, ,4, ,
CT03-0243,A,09/26/03,WEAKFISH, ,4, ,
CT03-0243,A,09/26/03,WINDOWPANE, ,7, ,
CT03-0243,A,09/26/03,WINTER FLOUNDER, ,22, ,
CT03-0244,A,09/17/03,ALEWIFE, ,36, ,
CT03-0244,A,09/17/03,AMERICAN SHAD, ,3, ,
CT03-0244,A,09/17/03,ATLANTIC MENHADEN, ,1, ,
CT03-0244,A,09/17/03,BAY ANCHOVY, ,103, ,
CT03-0244,A,09/17/03,BLUEFISH, ,189, ,
CT03-0244,A,09/17/03,BUTTERFISH, ,1692, ,
CT03-0244,A,09/17/03,HICKORY SHAD, ,1, ,
CT03-0244,A,09/17/03,HOGCHOKER, ,2, ,
CT03-0244,A,09/17/03,LITTLE SKATE, ,1, ,
CT03-0244,A,09/17/03,LONGFIN SQUID, ,194, ,
CT03-0244,A,09/17/03,MOONFISH, ,5, ,
CT03-0244,A,09/17/03,RED HAKE, ,2, ,
CT03-0244,A,09/17/03,SCUP, ,187, ,
CT03-0244,A,09/17/03,SPOTTED HAKE, ,3, ,
CT03-0244,A,09/17/03,STRIPED SEAROBIN, ,14, ,
CT03-0244,A,09/17/03,SUMMER FLOUNDER, ,4, ,
CT03-0244,A,09/17/03,WEAKFISH, ,170, ,
CT03-0244,A,09/17/03,WINDOWPANE, ,3, ,
CT03-0244,A,09/17/03,WINTER FLOUNDER, ,1, ,
CT03-0245,A,09/17/03,ALEWIFE, ,1, ,
CT03-0245,A,09/17/03,AMERICAN SHAD, ,37, ,
CT03-0245,A,09/17/03,ATLANTIC HERRING, ,17, ,
CT03-0245,A,09/17/03,ATLANTIC MACKEREL, ,1, ,
CT03-0245,A,09/17/03,BAY ANCHOVY, ,422, ,
CT03-0245,A,09/17/03,BLUEFISH, ,3, ,
CT03-0245,A,09/17/03,BUTTERFISH, ,475, ,
CT03-0245,A,09/17/03,LITTLE SKATE, ,14, ,
CT03-0245,A,09/17/03,LONGFIN SQUID, ,196, ,
CT03-0245,A,09/17/03,MOONFISH, ,1, ,
CT03-0245,A,09/17/03,SCUP, ,184, ,
CT03-0245,A,09/17/03,STRIPED SEAROBIN, ,1, ,
CT03-0245,A,09/17/03,WEAKFISH, ,15, ,
CT03-0245,A,09/17/03,WINDOWPANE, ,1, ,
DE03-0004,A,07/17/03,AMERICAN EEL, ,1,DE03-0004-STRL,
DE03-0004,A,07/17/03,SUMMER FLOUNDER, ,1,DE03-0004-STRL,
DE03-0048,A,08/06/03,AMERICAN EEL, ,2,DE03-0048-STRL,
DE03-0048,A,08/06/03,ATLANTIC HERRING, ,3,DE03-0048-STRL,
DE03-0048,A,08/06/03,BAY ANCHOVY, ,1,DE03-0048-STRL,
DE03-0048,A,08/06/03,CHANNEL CATFISH,CLASS 1,2,DE03-0048-STRL,
DE03-0048,A,08/06/03,CHANNEL CATFISH,CLASS 3,2,DE03-0048-STRL,
DE03-0048,A,08/06/03,HOGCHOKER, ,1,DE03-0048-STRL,
DE03-0048,A,08/06/03,WHITE PERCH, ,5,DE03-0048-STRL,
DE03-0052,A,07/31/03,AMERICAN EEL, ,6,DE03-0052-STRL,
DE03-0052,A,07/31/03,BAY ANCHOVY, ,7,DE03-0052-STRL,
DE03-0052,A,07/31/03,HOGCHOKER, ,9,DE03-0052-STRL,
DE03-0052,A,07/31/03,WEAKFISH, ,66,DE03-0052-STRL,
DE03-0054,A,07/30/03,ATLANTIC CROAKER, ,1,DE03-0054-STRL,
DE03-0054,A,07/30/03,CUSK-EEL, ,29,DE03-0054-STRL,
DE03-0054,A,07/30/03,FIVE SPOT FLOUNDER, ,1,DE03-0054-STRL,
DE03-0054,A,07/30/03,HOGCHOKER, ,7,DE03-0054-STRL,
DE03-0054,A,07/30/03,OYSTER TOADFISH, ,4,DE03-0054-STRL,
DE03-0054,A,07/30/03,WEAKFISH,CLASS 2,20,DE03-0054-STRL,
DE03-0054,A,07/30/03,WEAKFISH,CLASS 3,15,DE03-0054-STRL,
DE03-0054,A,07/30/03,WINTER FLOUNDER, ,1,DE03-0054-STRL,
DE03-0056,A,07/29/03,ATLANTIC CROAKER, ,14,DE03-0056-STRL,
DE03-0056,A,07/29/03,BAY ANCHOVY, ,1,DE03-0056-STRL,
DE03-0056,A,07/29/03,HOGCHOKER, ,2,DE03-0056-STRL,
DE03-0056,A,07/29/03,SPOTTED HAKE, ,1,DE03-0056-STRL,
DE03-0056,A,07/29/03,WEAKFISH,CLASS 1,78,DE03-0056-STRL,
DE03-0056,A,07/29/03,WEAKFISH,CLASS 3,10,DE03-0056-STRL,
DE03-0056,A,07/29/03,WINDOWPANE, ,1,DE03-0056-STRL,
DE03-0201,A,07/17/03,ATLANTIC CROAKER, ,5,DE03-0201-STRL,
DE03-0201,A,07/17/03,ATLANTIC SILVERSIDE, ,1,DE03-0201-STRL,
DE03-0201,A,07/17/03,SUMMER FLOUNDER, ,3,DE03-0201-STRL,
DE03-0205,A,07/15/03,ATLANTIC SILVERSIDE, ,3,DE03-0205-STRL,
DE03-0205,A,07/15/03,CHANNEL CATFISH, ,14,DE03-0205-STRL,
DE03-0205,A,07/15/03,HOGCHOKER, ,5,DE03-0205-STRL,
DE03-0205,A,07/15/03,WHITE PERCH, ,31,DE03-0205-STRL,
DE03-0207,A,07/15/03,ALEWIFE, ,6,DE03-0207-STRL,
DE03-0207,A,07/15/03,ATLANTIC SILVERSIDE, ,1,DE03-0207-STRL,
DE03-0207,A,07/15/03,BROWN CATFISH, ,1,DE03-0207-STRL,
DE03-0207,A,07/15/03,CHANNEL CATFISH, ,2,DE03-0207-STRL,
DE03-0207,A,07/15/03,HOGCHOKER, ,4,DE03-0207-STRL,
DE03-0207,A,07/15/03,WHITE PERCH, ,84,DE03-0207-STRL,
DE03-0207,A,07/15/03,YELLOW PERCH, ,3,DE03-0207-STRL,
DE03-0208,A,07/16/03,ATLANTIC CROAKER, ,8,DE03-0208-STRL,
DE03-0208,A,07/16/03,ATLANTIC SILVERSIDE, ,5,DE03-0208-STRL,
DE03-0208,A,07/16/03,SPOT, ,6,DE03-0208-STRL,
DE03-0208,A,07/16/03,WEAKFISH, ,12,DE03-0208-STRL,
DE03-0212,A,07/15/03,ATLANTIC SILVERSIDE, ,6,DE03-0212-STRL,
DE03-0212,A,07/15/03,BLUEGILL, ,2,DE03-0212-STRL,
DE03-0212,A,07/15/03,CHANNEL CATFISH, ,10,DE03-0212-STRL,
DE03-0212,A,07/15/03,DARTER, ,3,DE03-0212-STRL,
DE03-0212,A,07/15/03,HOGCHOKER, ,1,DE03-0212-STRL,
DE03-0212,A,07/15/03,STRIPED BASS, ,1,DE03-0212-STRL,
DE03-0212,A,07/15/03,WHITE PERCH, ,29,DE03-0212-STRL,
DE03-0219,A,07/15/03,WHITE PERCH, ,9,DE03-0219-STRL,
DE03-0225,A,08/06/03,WEAKFISH, ,3,DE03-0225-STRL,
DE03-0227,A,08/05/03,ANCHOVY, ,8,DE03-0227-STRL,
DE03-0227,A,08/05/03,SPOT, ,1,DE03-0227-STRL,
DE03-0227,A,08/05/03,SUMMER FLOUNDER, ,1,DE03-0227-STRL,
DE03-0227,A,08/05/03,WEAKFISH, ,32,DE03-0227-STRL,
DE03-0229,A,08/05/03,KILLI FISH, ,2,DE03-0229-STRL,
DE03-0234,A,08/07/03,ATLANTIC SILVERSIDE, ,19,DE03-0234-STRL,
DE03-0236,A,09/25/03,BAY ANCHOVY, ,2,DE03-0236-STRL,
DE03-0236,A,09/25/03,BLACK DRUM, ,1,DE03-0236-STRL,
DE03-0236,A,09/25/03,BUTTERFISH, ,2,DE03-0236-STRL,
DE03-0236,A,09/25/03,CUSK-EEL, ,1,DE03-0236-STRL,
DE03-0236,A,09/25/03,HOG TOAD, ,5,DE03-0236-STRL,
DE03-0236,A,09/25/03,NORTHERN SEAROBIN, ,1,DE03-0236-STRL,
DE03-0236,A,09/25/03,SUMMER FLOUNDER, ,1,DE03-0236-STRL,
DE03-0236,A,09/25/03,WEAKFISH, ,9,DE03-0236-STRL,
DE03-0238,A,09/25/03,BAY ANCHOVY, ,2,DE03-0238-STRL,
DE03-0238,A,09/25/03,BUTTERFISH, ,1,DE03-0238-STRL,
DE03-0238,A,09/25/03,CUSK-EEL, ,13,DE03-0238-STRL,
DE03-0238,A,09/25/03,HOGCHOKER, ,12,DE03-0238-STRL,
DE03-0238,A,09/25/03,WEAKFISH, ,14,DE03-0238-STRL,
DE03-0240,A,07/29/03,BUTTERFISH, ,11,DE03-0240-STRL,
DE03-0240,A,07/29/03,CLEARNOSE SKATE, ,1,DE03-0240-STRL,
DE03-0240,A,07/29/03,PORGY, ,1,DE03-0240-STRL,
DE03-0240,A,07/29/03,WEAKFISH, ,7,DE03-0240-STRL,
DE03-0240,A,07/29/03,WINDOWPANE, ,2,DE03-0240-STRL,
DE03-0242,A,07/28/03,BAY ANCHOVY, ,48,DE03-0242-STRL,
DE03-0242,A,07/28/03,BUTTERFISH,CLASS 2,4,DE03-0242-STRL,
DE03-0242,A,07/28/03,BUTTERFISH,CLASS 3,8,DE03-0242-STRL,
DE03-0242,A,07/28/03,SMOOTH DOGFISH, ,1,DE03-0242-STRL,
DE03-0242,A,07/28/03,WEAKFISH, ,3,DE03-0242-STRL,
DE03-0242,A,07/28/03,WEAKFISH,CLASS 3,1,DE03-0242-STRL,
DE03-0244,A,07/28/03,BUTTERFISH,CLASS 1,24,DE03-0244-STRL,
DE03-0244,A,07/28/03,BUTTERFISH,CLASS 3,8,DE03-0244-STRL,
DE03-0244,A,07/28/03,DOGFISH, ,1,DE03-0244-STRL,
DE03-0244,A,07/28/03,SCUP, ,9,DE03-0244-STRL,
DE03-0244,A,07/28/03,SPOTTED HAKE, ,5,DE03-0244-STRL,
DE03-0247,A,09/23/03,ATLANTIC CROAKER, ,1,DE03-0247-STRL,
DE03-0247,A,09/23/03,ATLANTIC SILVERSIDE, ,1,DE03-0247-STRL,
DE03-0247,A,09/23/03,BAY ANCHOVY, ,3,DE03-0247-STRL,
DE03-0247,A,09/23/03,BLACK DRUM, ,4,DE03-0247-STRL,
DE03-0247,A,09/23/03,BULLHEAD BOW, ,1,DE03-0247-STRL,
DE03-0247,A,09/23/03,SILVER PERCH, ,4,DE03-0247-STRL,
DE03-0247,A,09/23/03,OYSTER TOADFISH, ,1,DE03-0247-STRL,
DE03-0247,A,09/23/03,WEAKFISH, ,4,DE03-0247-STRL,
DE03-0248,A,09/24/03,BAY ANCHOVY, ,1,DE03-0248-STRL,
DE03-0248,A,09/24/03,BLACK DRUM, ,2,DE03-0248-STRL,
DE03-0248,A,09/24/03,SILVER PERCH, ,1,DE03-0248-STRL,
DE03-0248,A,09/24/03,OYSTER TOADFISH, ,1,DE03-0248-STRL,
DE03-0248,A,09/24/03,WHITE PERCH, ,5,DE03-0248-STRL,
DE03-0249,A,09/24/03,BLACK DRUM, ,1,DE03-0249-STRL,
DE03-0249,A,09/24/03,HOGCHOKER, ,7,DE03-0249-STRL,
DE03-0249,A,09/24/03,SILVER PERCH, ,1,DE03-0249-STRL,
DE03-0249,A,09/24/03,OYSTER TOADFISH, ,8,DE03-0249-STRL,
DE03-0249,A,09/24/03,WEAKFISH, ,1,DE03-0249-STRL,
DE03-0253,A,09/26/03,ATLANTIC CROAKER, ,1,DE03-0253-STRL,
DE03-0253,A,09/26/03,BLACK DRUM, ,2,DE03-0253-STRL,
DE03-0253,A,09/26/03,HOGCHOKER, ,13,DE03-0253-STRL,
DE03-0253,A,09/26/03,OYSTER TOADFISH, ,1,DE03-0253-STRL,
DE03-0253,A,09/26/03,STRIPED BASS, ,1,DE03-0253-STRL,
DE03-0253,A,09/26/03,WEAKFISH, ,3,DE03-0253-STRL,
DE03-0254,B,10/02/03,BULLHEAD CATFISH, ,2,DE03-0254-STRL,
DE03-0254,B,10/02/03,CHANNEL CATFISH, ,143,DE03-0254-STRL,
DE03-0254,B,10/02/03,HOGCHOKER, ,90,DE03-0254-STRL,
DE03-0254,B,10/02/03,SILVER PERCH, ,77,DE03-0254-STRL,
ME03-0264,C,10/02/03,NORTHERN PIPEFISH, ,1,NH03-0251-STRL,
NH03-0201,A,06/13/03,INSHORE SAND LANCE, ,3,NH03-0201-STRL,
NH03-0201,A,06/13/03,WINDOWPANE, ,1,NH03-0201-STRL,
NH03-0201,A,06/13/03,WINTER FLOUNDER, ,3,NH03-0201-STRL,
NH03-0201,A,10/28/03,WINDOWPANE, ,1,NH03-0201-STRL,
NH03-0201,A,10/28/03,WINTER FLOUNDER, ,8,NH03-0201-STRL,
NH03-0203,A,06/13/03,WINTER FLOUNDER, ,2,NH03-0203-STRL,
NH03-0203,A,10/28/03,INSHORE SAND LANCE, ,11,NH03-0203-STRL,
NH03-0203,A,10/28/03,WINTER FLOUNDER, ,6,NH03-0203-STRL,
NH03-0205,A,10/28/03,WINTER FLOUNDER, ,3,NH03-0205-STRL,
NH03-0207,A,10/30/03,ATLANTIC SILVERSIDE, ,15,NH03-0207-STRL,
NH03-0207,A,10/30/03,WHITE PERCH, ,1,NH03-0207-STRL,
NH03-0209,A,06/16/03,BROWN BULLHEAD, ,1,NH03-0209-STRL,
NH03-0209,A,06/16/03,WHITE PERCH, ,1,NH03-0209-STRL,
NH03-0209,A,10/08/03,ATLANTIC TOMCOD, ,1,NH03-0209-STRL,
NH03-0209,A,10/08/03,WHITE PERCH, ,3,NH03-0209-STRL,
NH03-0209,A,10/08/03,WINTER FLOUNDER, ,2,NH03-0209-STRL,
